rent_price,additional_fees,location,area,room_num,floor,building_type,extra_space,flat_condition,advertiser_type,students_allowed,furnishings,elevator,parking_space,year_of_construction,additional_information,latitude,longitude,approximate_coordinates,adv_description,link
3 900 zł,607 zł/miesiąc,"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie","51,4 m²",2,7/8,apartamentowiec,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,,,"tylko dla niepalących, pom. użytkowe",52.2232,20.938849,False,"Do wynajęcia od czerwca br. bezpośrednio (bez prowizji) 2- pokojowy apartament (z garderobą) o pow. 51,4 m. kw., położony na siódmym piętrze na chronionym całodobowo osiedlu WOLA PRESTIGE w dzielnicy Wola (Odolany) przy ul. Jana Kazimierza 64 A w Warszawie.

Lokal jest przestronny. Składa się z:
1. salonu o pow. 23,2 m.kw. (z wyjściem na balkon o pow. 6,8 m.kw.) z aneksem kuchennym;
2. drugiego pokoju o pow. 13,2 m.kw.;
3. łazienki z wc o pow. 4,9 m.kw.;oraz
4. garderoby o pow. 2,5 m.kw., która może być wykorzystana jako biuro.
Okna wychodzą na stronę południowo-zachodnią.

Mieszkanie posiada dogodną lokalizację oraz bardzo dobry dostęp do infrastruktury komunikacyjnej, handlowej oraz usługowej . Czas dojazdu do centrum komunikacją miejską (tramwajem lub autobusem) wynosi około 15 minut. W pobliżu znajdują się liczne sklepy (centrum handlowe Fort Wola, Biedronka, Żabka, Rossmann), apteki, przychodnia, cukiernie, piekarnie, a także liczne tereny zielone (Park Powstańców Warszawy, Park Sowińskiego, Park Szymańskiego).

Wyposażenie:

W salonie - sofa, telewizor, regał pod telewizor, stół i krzesła, stolik kawowy.

W drugim pokoju (może być wykorzystany jako sypialnia lub pokój dziecięcy) - duża zabudowana szafa z czterema drzwiami przesuwnymi (w tym dwoma lustrzanymi) oświetleniem ledowym, systemem półek, szuflad i wieszaków.

W kuchni - lodówka z zamrażarką, płyta indukcyjna, piekarnik elektryczny, duża zmywarka, pochłaniacz kuchenny, oświetlenie ledowe.

W łazience - duża wanna z szybą prysznicową, umywalka i pralka.

Koszty:
Czynsz najmu: 3.900 PLN miesięcznie
Dodatkowo:
1. czynsz administracyjny z zaliczkami na media: 607 PLN miesięcznie
2. opłata za prąd wg zużycia.
Wymagana kaucja zwrotna w wysokości 4.500 PLN.

Mieszkanie dla osób niepalących i bez zwierząt.",https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-z-garderoba-ID4qEn5
4 000 zł,750 zł/miesiąc,"ul. Pałuków 2, Białołęka Dworska, Białołęka, Warszawa, mazowieckie",44 m²,2,4/7,apartamentowiec,balkon,do zamieszkania,biuro nieruchomości,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2023,"klimatyzacja, pom. użytkowe",52.32899,21.00768,False,"Mamy przyjemność zaprezentować Państwu nowe 2 pokojowe mieszkanie zakupione na rynku pierwotnym i zlokalizowane na zamknietym osiedlu Nowy Tarchomin (Białołęka).
Osiedle jest doskonale skomunikowane i tuż przy Galerii Północnej.
Bliskość lasów miejsckich, parków i rezerwatów zapewnia upragniony odpoczynek od codziennego zgiełku.
Nieruchomość ma powierzchnie 44 m2i jest zlokalizowana na 4 piętrze, w budynku wielorodzinnym z windą.
W skład prezentowanej nieruchomości wchodzą: pokój dzienny z aneksem kuchennym, sypialnia, łazienka, przedpokój i balkon.
Mieszkanie jest nowe, w pełni umeblowanie i wyposażone:
1) Pokój dzienny z aneksem kuchennym: zabudowa meblowa, lodówko-zamrażarka, piekarnik elektryczny, zmywarka, płyta indukcyjna, okap, zastawa stołowa, garnki, stół z czterema krzesłami, szafka RTV, kanapa z funkcją spania.
2) Sypialnia: łóżko z materacem, dwa stoliki nocne, duża szafa ubraniowa z zabudowy meblowej;
3) Łazienka: kabina prysznicowa, pralka, podwieszana szafka z umywalką, stojak na ręczniki, suszarka na ubrania;
4) Przedpokój: szafa na ubrania, wieszak ścienny, szafka na buty z siedziskiem, ociekacz na buty, domofon, odkurzacz.
5) Garderoba
W pobliżu:
- przystanek autobusowy Milenijna - 3 minuty pieszo, przystanek tramwajowy Śreniawitów 6 minut pieszo, stacja kolejowa Żerań - 9 minut samochodem, metro Młociny - 9 minut komunikacją miejską;
- Galeria Północna - 1 minuta pieszo, Carrefour - 4 minuty pieszo, Lidl - 9 minut pieszo, Żabka - 10 minut pieszo, Biedronka - 12 minut pieszo;
- Park Picassa - 20 minut pieszo, plaża miejska, park Henrykowski - 5 minut samochodem, park Młociński - 10 minut samochodem;
- żłobek, przedszkole, szkoły - w zasięgu 15 minut pieszo.
Oferta dla lokatorów niepalących.
Oferta dla lokatorów bez dzieci i bez zwierząt.
UMOWA NAJMU OKAZJONALNEGO (ADRES ZASTĘPCZY NIE JEST WYMAGANY).
Całkowite opłaty:
- czynsz dla właściciela 4000 zł;
- czynsz dla spółdzielni 750 (ciepła i zimna woda, zarządzanie nieruchomością, wywóz śmieci i nieczystości, ogrzewanie, zarządzanie cz. wspólnych) w zależności od zużycia;
- pozostałe opłaty (prąd) ok. według zużycia;
- internet i telewizja kablowa we własnym zakresie (możliwość podłączenia do światłowodu);
- Do dyspozycji lokatora miejsce parkingowe w podziemnej hali garażowej jest dodatkowo płatne 200zł
- kaucja 5000 zł;
Zapraszam na prezentację!
Kontakt: +48 604 406 666
Opis oferty zawarty na stronie internetowej sporządzany jest na podstawie oględzin nieruchomości oraz informacji uzyskanych od właściciela, może podlegać aktualizacji i nie stanowi oferty określonej w art. 66 i następnych K.C.",https://www.otodom.pl/pl/oferta/okazja-nowe-mieszkanie-tuz-przy-galerii-polnocnej-ID4qBMm
3 638 zł,,"ul. Stanisława Dubois 9, Muranów, Śródmieście, Warszawa, mazowieckie","36,57 m²",2,2/11,apartamentowiec,,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2021,,52.253675,20.988621,False,"O APARTAMENCIE:
  Luksus w każdym calu:
  Jasne i przestronne dwupokojowe mieszkanie: sypialnia z podwójnym łóżkiem, salon z kuchnią i prywatnym balkonem.
W pełni wyposażona kuchnia i łazienka – wprowadź się z walizką.
  Nowoczesny design – od puszystych kołder po sprytne rozwiązania do przechowywania.
  FINANSE:
•  Całkowity koszt miesięczny „all inclusive”: 4638 PLN (3638 zł + stała opłata za rachunki, wifi i dostęp do przestrzeni 1000 zł); cena w ogłoszeniu podana dla umów na okres 1 roku
•  Wiosenna Promocja - czynsz podany w ogłoszeniu jest w ramach Wiosennej Promocji 2024. Warunki: nowy najemca w Vonder; wprowadzka do 31.05.24; umowa na 12 miesięcy
Cena ustalana indywidualnie w zależności od wybranego okresu najmu.
Opcja podziemnego parkingu za dodatkową opłatą.
Zgoda na zameldowanie.
  Zainteresowany? Skontaktuj się z nami telefonicznie lub przez WhatsApp!
Zaobserwuj nas na Instagramie: @vondereurope i bądź na bieżąco z ekskluzywnymi wydarzeniami dla naszych najemców!
Nie czekaj, dołącz do społeczności Vonder Uptown i żyj na własnych zasadach!
  Modern and Comfortable Apartment at Vonder Uptown in Warsaw Downtown! Full Flexibility, No Hidden Costs!
We are more than just a rental service – welcome to your new lifestyle in the heart of Warsaw!
WHY CHOOSE US?
Commission-free rental from an experienced operator.
Quick and simple rental process.
All fees included in one price.
Flexible lease terms.
We accept pets.
Support in 3 languages.
  ABOUT THE BUILDING: Vonder Uptown 
  We offer more than just apartments! Discover 120 sqm of communal space in the Uptown building:
Co-Working – ideal for remote work.
Gym – keep fit without leaving home.
Enjoy access to an additional 500 sqm of communal spaces at Vonder Upriver in Powiśle.
ABOUT THE APARTMENT: 
  Luxury in every inch:
  Spacious and bright 1-bedroom apartment: a bedroom with a double bed and a living room with a kitchen and a private balcony.
Fully equipped kitchen and bathroom – just move in with a suitcase.
Modern design – from fluffy comforters to smart storage solutions.
  FINANCE:
Total monthly cost “all inclusive”: 4638 PLN (base rent 3638 zł + flat rate for utilities and shared space access 1000 zł)
Spring Promotion - the rent provided in the listing is under our Spring Promotion 2024. Terms: new tenant to Vonder; move in by 31.05.2024; 12 months term
Price determined individually depending on the selected lease term.
Underground parking available for an additional fee
Registration possible.
  Interested? Contact us by phone or through WhatsApp!
Follow us on Instagram: @vondereurope and stay updated on exclusive events for our tenants!
Современные и комфортные апартаменты в Vonder Uptown в центре Варшавы! Полная гибкость, никаких скрытых расходов! 
Мы предлагаем не просто аренду – это ваш новый стиль жизни в самом сердце Варшавы!
ПОЧЕМУ ВЫБРАТЬ НАС?
Аренда без комиссии от опытного оператора.
  Быстрый и простой процесс аренды.
Все платежи включены в одну цену.
Гибкие условия аренды.
Мы принимаем животных.
Поддержка на 3 языках.
  О ЗДАНИИ: Vonder Uptown 
У нас есть не только апартаменты! Откройте для себя 120 кв. м. общих пространств в здании Uptown:
Коворкинг – идеально для удаленной работы.
Фитнес-зал – заботьтесь о своей форме не выходя из дома.
Также наслаждайтесь доступом к дополнительным 500 кв. м общих пространств в Vonder Upriver на Повисле.
  ОБ АПАРТАМЕНТАХ: 
  Роскошь в каждой детали:
Ясная и просторная двухкомнатная квартира. Спальня с двуспальной кроватью и кухня, соединенная с гостиной, приватный балкон.
Полностью оборудованная кухня и ванная комната – просто приходите с чемоданом.
Современный дизайн – от пушистых одеял до умных решений для хранения.
  ФИНАНСЫ:
  Общая ежемесячная стоимость ""все включено"": 4638 PLN (Базовая аренда 3638 PLN + фиксированная плата за счета, wifi и доступ к общим пространствам 1000 PLN).
• Весенняя акция — арендная плата, указанная в объявлении, является частью весенней акции 2024 года.
• Условия: новый арендатор Vonder, заселение до 31.05.2024 и контракт на 12 месяцев.
Цена определяется индивидуально в зависимости от выбранного срока аренды.
Подземная парковка доступна за дополнительную плату.
Прописка возможна.
  Заинтересовались? Свяжитесь с нами по телефону или через WhatsApp! Подписывайтесь на нас в Instagram: @vondereurope и оставайтесь в курсе эксклюзивных событий для наших арендаторов!",https://www.otodom.pl/pl/oferta/bez-prowizji-2-pokoje-co-working-silownia-ID4qAQV
3 700 zł,,"ul. Wałowa, Muranów, Śródmieście, Warszawa, mazowieckie",40 m²,2,5/9,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,,1965,"tylko dla niepalących, oddzielna kuchnia",,,False,"Oferujemy do wynajęcia dwupokojowe mieszkanie 40 m2 ulokowane na 5 piętrze. Mieszkanie znajduje się przy ul. Wałowej w sercu pięknego Muranowa. Mieszkanie składa się z: * przedpokoju * salonu (sofa, stół z krzesłami, biurko) * sypialni (rozkładana sofa) * kuchni (zmywarka, kuchenka gazowa z piekarnikiem, lodówka, talerze, szklanki, kubki, garnki itp.) * łazienki (kabina prysznicowa, pralka) * balkonu W pełni umeblowane oraz świetnie wyposażone. W bloku znajdują się 2 windy. Wszystkie sprzęty AGD w bardzo dobrym stanie. Talerze, miski, sztućce, kubki, zestaw garnków kupione specjalnie do użytku nowych lokatorów, dopiero wyciągnięte z opakowań. Mieszkanie po remoncie na przełomie 2022/2023r. Ciche i bardzo słoneczne. Blok po remoncie fasady oraz balkonów w 2022 roku. Okolica bardzo zielona, diament na mapie Warszawy oddalony o parę kroków od zatłoczonego Śródmieścia. Znakomita lokalizacja z wieloma udogodnieniami w pobliżu: * Rynek Nowego Miasta (500m), Park Fontann (800m), Ogród Krasińskich (600m), Rynek Starego Miasta (1km), Polin (600m), PKiN (2,5km). * Sklepy spożywcze: Biedronka (250m), Euro Spar (500m), Auchan (600m), Żabki (180m,200m) oraz osiedlowy sklep Top Market (100m). Westfield Arkadia (1,5 km / 7 min tramwajem) * Transport miejski: przystanki tramwajowe (15,18,35) oraz autobusowe (116,180,503,178,518,157) w okolicy 150-200m, metro Ratusz Arsenał (700m), Metro Dworzec Gdański (800m). * W okolicy także Zdrofit (600m), baseny Inflancka (900m), kluby crossfit. Sprawy organizacyjne: Mieszkanie znakomite dla singla lub pary, w obu pokojach sofy dostosowane do spania. W mieszkaniu bezwzględny zakaz palenia papierosów / e-papierosów itp. Chętnie wynajmiemy osobom kulturalnym, które potrafią uszanować ciszę nocną. Umowa (co najmniej) na rok czasu z miesięcznym okresem wypowiedzenia. Do wynajęcia od zaraz. Puste i gotowe na przyjęcie nowych najemców. Umowa najmu okazjonalnego (poświadczona notarialnie). Opłaty najmu: 3700 PLN (w tym miesięczny czynsz) + opłaty licznikowe (gaz, energia elektryczna) co drugi miesiąc (w praktyce 150-300 PLN przy 2 osobach). Ewentualne dopłaty za wodę oraz ogrzewanie raz na pół roku (tylko w wypadku gdy zostanie przekroczony limit licznikowy zawarty w czynszu). Kaucja: 3700 PLN Zapraszamy do kontaktu i zapoznania się z mieszkaniem na własne oczy. Oferta prywatna, agencjom dziękujemy. Jesteśmy elastyczni jeśli chodzi o daty i godziny spotkań.",https://www.otodom.pl/pl/oferta/ul-walowa-40m2-2-pokoje-od-zaraz-ID4qEhd
3 000 zł,505 zł/miesiąc,"ul. św. Franciszka Salezego, Solec, Śródmieście, Warszawa, mazowieckie","36,66 m²",2,3/10,blok,balkon,do zamieszkania,biuro nieruchomości,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,,1966,klimatyzacja,52.2361,21.03391,False,"Mamy przyjemność zaprezentować na wynajem dwupokojowe mieszkanie o powierzchni 36,66 m2 znajdujące się na warszawskim Powiślu przy ul. św. Franciszka Salezego. Lokal jest idealny dla pary lub rodziny z dziećmi.

Mieszkanie jest świeżo po remoncie i zostało wyposażone w klimatyzację. W obu pokojach znajdują się pojemne 3 częściowe szafy. Pozostałe wyposażenie - do ustalenia. 

Lokal składa się z pomieszczeń:
• przedpokój
• łazienka z wanną
• kuchnia
• sypialnia
• salon
• balkon

BUDYNEK:
Lokal znajduje się w dziesięciopiętrowym budynku z 1966 roku. 

OKOLICA:
Powiśle obfituje w restauracje oraz wszystkie sklepy handlowo-usługowe niezbędne do codziennego funkcjonowania. W niedalekiej odległości znajduje się stacja metra Centrum Nauki Kopernik. Dla osób ceniących odpoczynek na świeżym powietrzu jest wiele ścieżek pieszych i rowerowych wzdłuż Wisły. 

KOSZTY
Czynsz najmu to 3000 zł
Czynsz administracyjny 505 zł
Media - wg zużycia
Kaucja 4500 zł

NAJEMCA NIE PŁACI WYNAGRODZENIA AGENCJI 

Wymagana umowa najmu okazjonalnego na minimum 12 miesiecy.

Zapraszam na prezentację.",https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-na-powislu-ID4qAoE
4 000 zł,,"Chrzanów, Bemowo, Warszawa, mazowieckie",51 m²,2,5/8,apartamentowiec,balkon,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2024,"piwnica, tylko dla niepalących, oddzielna kuchnia",52.23266,20.896844,True,"Wynajme wygodny,nowoczesny,nowy apartament na warszawskim Bemowie w dzielnicy mieszkaniowej metro zachod we flagowym budynku dewelopera dom development. z okien polozonego na 5tym pietrze apartamentu rozposciera sie piekny widok na miasto. Polozenie mieszkania jest swietnie skomunikowane ,polozone w poblizu trasy s8,blisko do parku i amfiteatru ok500m centrum handlowe okolo300m,kilka przystankow do metra bemowo ratusz a docelowo w przyszlym roku druga linia metra bedzie otwarta w dzielnicy metro zachod. Sam budynek znajduje sie na skrzyzowaniu ulicu Lazurowej i Czluchowskiej. do dyspozycji jest garaz podziemny oraz komurka lokatorska. w poblizu liczne sciezki rowerowe,parki i przede wszystkim bliskosc do puszczy kamoinoskiej to swietny kierunek na wycieczki rowerowe jak i spacery czy weekendowy piknik. kuchnia jak i cale mieszkanie jest w pelni wyposazone a w przytulnej lazience dodatkowo ogrzewanie podlogowe. cala dobe mamy bezposredni kontakt z ochrona i administratorem  budynku poprzez wideofon przez ktory rowniez przyjmuje sie gosci. zapraszam do obejrzenia ,kontakt pod nr.602896618 ",https://www.otodom.pl/pl/oferta/luksusowy-apartament-5-pietro-z-widokiem-na-miasto-ID4qEVA
3 000 zł,690 zł/miesiąc,"Falenica, Wawer, Warszawa, mazowieckie",62 m²,3,1/3,blok,balkon,,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,,tylko dla niepalących,52.162352,21.206176,False,"Jasne mieszkanie w Falenicy, 3 min od kolejki linii otwockiej, 3 min od autobusu, obok żłobek, Lidl 7 min na piechotę, 4 min do kino-kawiarni Stacja Falenica. Mieszkanie dostępne od sierpnia.

Okna na dwie strony, duża loggia, 1p, winda i miejsce garażowe (opcjonalnie). Patio dla mieszkańców. 

Na zdjęciach elementy dekoracyjne, meble na balkonie i rośliny w mieszkaniu należą do obecnie mieszkającej osoby.
 
Wyposażenie mieszkania:
Solon: regały białe, sofa rozkładana
Kuchnia: Stół i 4 krzesła, meble kuchenne z AGD (zmywarka, piekarnik, płyta indukcyjna)
Sypialnia duża: łóżko 2 os. 
Sypialnia mała: garderoba we wnęce, mała komoda
Garderoba: szafa
Łazienka: pralka, duża wanna


Umowa najmu okazjonalnego u notariusza, na min. 1 rok - Najemca pokrywa koszty notariusza
Cena:
- najem 3000zł/miesiąc (w tym miejsce na parkingu podziemnym)
- opłaty administracyjne (ok 670zł/miesiąc w tym woda)
- energia według zużycia na podstawie rachunków ok 130zł/miesiąc przy 1-2 osobach,
- internet: możliwość podłączenia światłowodu i kablówki
Kaucja 3700zł
Kontakt: telefonicznie pon-pt po godzinie 16, lub SMS cały dzień, sobota i niedziela - cały dzień",https://www.otodom.pl/pl/oferta/zielona-falenica-3-pokoje-miejsce-garazowe-62mkw-ID4qENd
8 200 zł,1 400 zł/miesiąc,"ul. Dolna, Sielce, Mokotów, Warszawa, mazowieckie",98 m²,4,7/7,blok,"balkon, taras",do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,,"piwnica, tylko dla niepalących, oddzielna kuchnia, pom. użytkowe",52.200507,21.03146,False,"4 pokojowy apartament o pow. 98 m2 składa się z 3 sypialni, salonu, kuchni, 2 łazienek oraz 2 tarasów. Znajduje się na 7 piętrze w 7 kondygnacyjnym skąd roztacza się piękny widok na Mokotów.
Apartament jest bardzo przestronny, salon posiada wysokość 330 cm, a pozostałe pomieszczenia 270 cm. Okna wychodzą na 3 strony świata tj. wschód, zachód i południe na część Mokotowa wolną o hałasu ulicznego. W rezultacie apartament jest dobrze oświetlony oraz bardzo cichy.
Na poziomie -1 znajduje się garaż podziemny, w którym poza samochodami można przechowywać bezpiecznie rowery na specjalnie do tego wyznaczonych miesiącach. Istnieje możliwość wynajęcia miejsca postojowego w garażu za dodatkową opłatą.
Apartament przeszedł generalny remont oraz jest w pełni umeblowany.
Apartamentowiec i otoczenie
Budynek posiada ochronę. Przy wejściu głównym znajduje się recepcja. Apartamentowiec znajduje się w rezydencyjnej części Mokotowa. W bliskiej odległości znajdują się przedszkola oraz szkoły podstawowe. Bardzo blisko osiedla znajdują się również liczne sklepy w tym Biedronka, Carrefour Express lub Rossmann oraz inne placówki handlowe i gastronomiczne.
Dla osób aktywnych sportowo, w odległości ok 5 min pieszo można dojść do klubu tenisowego Centrum Warszawianka oraz nieco dalej do Parku Wodnego Warszawianka.
W bliskiej odległości znajdują się 2 parki: Morskie Oko oraz Łazienki Królewskie.
Komunikacja z centrum Warszawy
Apartamentowiec jest fantastycznie połączony z centrum Warszawy, Bezpośrednio przy wejściu głównym znajduje się przystanek autobusów linii 141, 172 oraz 195. Nieco dalej na ul. Sobieskiego lub ul. Puławskiej znajdują się przystanki innych linii autobusowych oraz tramwajowych.
Do podanej ceny należy doliczyć czynsz do wspólnoty oraz opłaty eksploatacyjne jak ogrzewanie, woda, prąd wg wskazań liczników.
Kontakt bezpośredni t. 786 459 006, t. 606 628 413.
  _
4 bedrooms apartment of surface 98 m2 consists of 3 bedrooms, living room, kitchen, 2 bathrooms and 2 terraces. It is located on the 7th floor of a 7 floors building and offers a beautiful view to the Mokotów Warsaw district.
The apartment is very spacious; living room has a height of 330 cm and 270 cm other rooms. The windows overlook the 3 sides of the world, i.e. East-West-South part of Mokotów free of traffic noise. As a result, the apartment is well lighted and very quiet.
On level -1 there is underground garage, where cars and bikes can be stored safely. There is possibility to rent a parking place.
The apartment has undergone renovation and is fully furnished.
Apartment and environment
The apartment has security. At the main entrance there is a reception. It is located in a residential part of Mokotów. In close proximity there are kindergartens and primary schools. Very close to the site there are also numerous shops eg. Biedronka, Carrefour Express or Rossmann but also other retail outlets and catering.
For active people, in about 5 minutes walking distance there is tennis club Warszawianka Centre and a little further Water Park Warszawianka.
In close proximity there are 2 parks: Morskie Oko and Łazienki Królewskie, where you can jog or walk.
Communication with the centre of Warsaw
The apartment is fantastically connected to the city centre, directly at the main entrance there is a bus stop of lines 141, 172 and 195. A little further on Sobieski or Puławska streets there are stops are other lines of buses and trams.
Direct contact tel. 786 459 006,  tel. 606 628 413.
Rental fee does not include the the fee to the recidence administration, and costs of media and electricity will be additionally paid based on consumption.
Preferred long term rental agreement.",https://www.otodom.pl/pl/oferta/mokotow-apartament-do-wynajecia-bezposrednio-ID4qEVh
3 500 zł,500 zł/miesiąc,"Stare Włochy, Włochy, Warszawa, mazowieckie",26 m²,1,4/8,apartamentowiec,balkon,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,,2023,"klimatyzacja, tylko dla niepalących",52.20148,20.9249,True,"PL:

Do wynajęcia przestronne studio o powierzchni 26m2, zlokalizowane na 4 piętrze nowoczesnego, 8-piętrowego budynku z windą, przy ul. Wiktoryn. Mieszkanie stanowi idealną propozycję dla singla/singielki lub pary poszukujących komfortowego miejsca do życia. Cena najmu to 3500 zł, do tego dochodzi 500 zł czynszu administracyjnego oraz opłata za prąd. Wymagana jest kaucja w wysokości 3500 zł.

Studio składa się z przestronnego pokoju z w pełni wyposażonym aneksem kuchennym (w tym zmywarką i lodówką z funkcją no-frost), funkcjonalnej łazienki z prysznicem i pralko-suszarką oraz dużego balkonu, idealnego do relaksu. Na terenie osiedla dostępne są bezpłatne, ogólnodostępne miejsca parkingowe.

Mieszkanie jest w pełni umeblowane i wyposażone w klimatyzację, co zapewnia komfort o każdej porze roku. Znajduje się w nowym bloku na strzeżonym osiedlu o wysokim standardzie, z monitoringiem, ochroną i usługami concierge dla mieszkańców. Lokalizacja jest doskonała, a dojazd do centrum komunikacją miejską zajmuje jedynie 20 minut. Mieszkańcy mają bezpłatny dostęp do fitness clubu w budynku oraz wygodny dostęp do sklepu spożywczego na parterze.

EN:

For rent: a spacious 26m2 studio apartment located on the 4th floor of a modern 8-story building with an elevator, on Wiktoryn Street. The apartment is an ideal proposition for a single person or a couple looking for a comfortable place to live. The rental price is 3500 PLN, plus 500 PLN for administrative rent and electricity. A security deposit of 3500 PLN is required.

The studio consists of a spacious room with a fully equipped kitchenette (including a dishwasher and a fridge with a no-frost function), a functional bathroom with a shower and a washer-dryer, and a large balcony perfect for relaxation. Free, generally accessible parking spaces are available within the housing complex.

The apartment is fully furnished and equipped with air conditioning, ensuring comfort all year round. It is located in a new building within a guarded high-standard housing complex, with monitoring, security, and concierge services for residents. The location is excellent, with a commute to the city center by public transport taking only 20 minutes. Residents have free access to a fitness club in the building and convenient access to a grocery store on the ground floor.

UA:

В оренду простора студія площею 26м2, розташована на 4 поверсі сучасного 8-поверхового будинку з ліфтом, на вулиці Вікторин. Квартира є ідеальною пропозицією для однієї людини або пари, які шукають комфортне місце для життя. Вартість оренди становить 3500 злотих, плюс 500 злотих за адміністративну оренду та електроенергію. Потрібен заставний депозит у розмірі 3500 злотих.

Студія складається з просторої кімнати з повністю обладнаною кухнею (включаючи посудомийну машину та холодильник з функцією no-frost), функціональної ванної кімнати з душем та пральною машиною з сушкою, а також великого балкона, ідеального для відпочинку. На території житлового комплексу доступні безкоштовні загальнодоступні паркувальні місця.

Квартира повністю мебльована та обладнана кондиціонером, що забезпечує комфорт протягом усього року. Вона розташована в новому будинку на охоронюваній території високого стандарту, з цілодобовим наглядом, охороною та консьєрж-сервісом для мешканців. Розташування відмінне, дорога до центру міста громадським транспортом займає лише 20 хвилин. Мешканці мають безкоштовний доступ до фітнес-клубу в будинку та зручний доступ до продуктового магазину на першому поверсі.",https://www.otodom.pl/pl/oferta/studio-mieszkanie-do-wynajecia-na-wynajem-ID4qyHM
2 450 zł,990 zł/miesiąc,"ul. Lutocińska, Ksawerów, Mokotów, Warszawa, mazowieckie",58 m²,2,2/5,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,,1960,oddzielna kuchnia,52.18571,21.017908,False,"Odstąpię umowę najmu mieszkania na warszawskim Mokotowie przy metrze Wierzbno. Lokal zamieszkuję od ponad roku, jednak z powodu przeprowadzki poszukuję nowego najemcy.
Mieszkanie o powierzchni 58 m² jest położone w znakomitej lokalizacji – zaledwie 6 minut pieszo od stacji metra, co zapewnia doskonałe połączenie komunikacyjne. Ekspozycja okien na południe zapewnia światło w mieszkaniu przez cały dzień.
Wygodne, czyste, duże mieszkanie - dobrze się tu mieszka.
Opis mieszkania:
Powierzchnia: 58 m²
Pomieszczenia:
Przestronny i jasny salon (kanapy, fotel, regały, komoda, biurko z fotelem biur.)
Duża, wygodna sypialnia (duże łóżko, duże szafy, komoda, szafki nocne)
Dobrze wyposażona kuchnia (zmywarka, piekarnik, zlew, płyta gazowa)
Łazienka (pralka, wanna z prysznicem, umywalka, WC)
Balkon z wyjściem z sypialni oraz z kuchni
Wyposażenie: Prawie wszystkie meble i sprzęty widoczne na zdjęciach pozostają, z wyjątkiem biurka w sypialni oraz ekspresu do kawy w kuchni.
Parking: Nie ma problemu ze znalezieniem miejsca parkingowego pod blokiem.
Internet: Dotąd był światłowód z UPC, działał bez zarzutu.
Warunki najmu:
Czynsz dla właściciela: 2450 zł
Opłaty eksploatacyjne: 990 zł (dla jednej osoby)
Łączne miesięczne koszty: 3440 zł
Kaucja i odstępne: Wymagane.
Dostępne od: 01/06/2024
Ze względu na atrakcyjność oferty, zgłoszenia będą rozpatrywane na zasadzie ""first come, first served"".
Oględziny możliwe tylko w poniedziałek i wtorek od 17:30.
Zapraszam do kontaktu.",https://www.otodom.pl/pl/oferta/wygodne-i-duze-mieszkanie-przy-metrze-z-balkonem-ID4qELz
