rent_price,additional_fees,location,area,room_num,floor,building_type,extra_space,flat_condition,advertiser_type,students_allowed,furnishings,elevator,parking_space,year_of_construction,additional_information,latitude,longitude,approximate_coordinates,adv_description,link
2 500 zł,400 zł/miesiąc,"ul. Wieczorowa 2A, Zacisze, Targówek, Warszawa, mazowieckie",25 m²,1,2/2,apartamentowiec,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",nie,,2022,,,,False,"Dostępne od już!
Do Metra Zacisze 7 min. piechotą!
Komfortowe, piękne, słoneczne mieszkanie w nowym domu na Zaciszu (ul. Wieczorowa 2A). To co zachwyca w tym mieszkaniu, to cisza i spokój okolicy. Kawalerka znajduje się na 2 piętrze, składa się z salonu z aneksem kuchennym, łazienki oraz korytarza.
W kawalerce zastosowano materiały i wykończenie wysokiej jakości. W lokalu znajduje się w pełni wyposażona nowa zabudowa kuchni, AGD: płyta elektryczna, zmywarka, okap, lodówka. Gustowna łazienka z pralką. Pokój jest umeblowany, znajduje się w nim rozkładana sofa i stół z krzesłami, w przedpokoju szafy.
Mieszkanie posiada wszystkie instalacje (wodna, hydrauliczna, ogrzewanie, internet, domofon). Budynek jest nowy. Został wyposażony w zmiękczacz wody, dzięki któremu woda jest zdrowsza dla skóry i włosów oraz nie osadza się kamień. Możliwe jest podłączenie się do światłowodu.
Komunikacja: do stacji Metra Zacisze 7 min. piechotą! Do stacji metra Trocka 12 min.,
Rekreacja: las, park, basen, cossfit, Centrum Handlowe Atrium Targówek, M1.
Usługi: restauracje, sklepy, gabinety lekarskie, szkoły i przedszkola, banki.
Dostępne do zamieszkania od już.
CZYNSZ NAJMU 2500 zł + CZYNSZ ADMINISTRACYJNY 400 zł + opłaty licznikowe wg zużycia (prąd i woda).
Możliwość podłączenia internetu światłowodowego - 50 zł.
Kaucja zabezpieczająca w wysokości 2900 zł.
Przyjdź, zobacz, zamieszkaj!
Maria
Tel.: 574 784 668",https://www.otodom.pl/pl/oferta/nowe-mieszkanie-kameralny-budynek-metro-zacisze-ID4q1NK
3 200 zł,777 zł/miesiąc,"ul. Chłodna 11, Mirów, Wola, Warszawa, mazowieckie",27 m²,2,1/15,blok,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,,1972,,,,False,"AGENCJE PROSZĘ O NIEUDOSTĘPNIANIE OGŁOSZENIA ORAZ NIE KONTAKTOWANIE SIĘ.
Wynajmę bezpośrednio 2-pokojowe mieszkanie blisko centrum Warszawy przy ulicy Chłodnej 11. Dostępne od 15 maja. Mieszkanie do tej pory zamieszkiwane przez właścicieli.
Mieszkanie o powierzchni 27m2 znajduje się na 1 piętrze w bloku z trzema windami i całodobową ochroną. Okna wychodzą na stronę wschodnią. Mieszkanie wykończone w wysokim standardzie, w pełni wyposażone i umeblowane. W budynku znajduje się sklep Żabka. 

W kuchni połączonej z salonem znajduje się:
- duża lodówka z zamrażalnikiem (w zabudowie)
- kuchenka indukcyjna z czterema palnikami
- pralko-suszarka (w zabudowie)
- duża zmywarka (w zabudowie)
- piekarnik
- kuchenka mikrofalowa
W sypialni:
- dwuosobowe łóżko
- duża szafa
- dodatkowe wieszaki
W salonie znajduje się:
- duże okno z balkonem francuskim
- stół jadalny z dwoma krzesłami
- telewizor
- kanapa
- półka na książki
Łazienka wyposażona jest w:
- wannę
- umywalkę z zamykaną szafką
- półkę nad WC
W sąsiedztwie budynku znajduje się skwer Sybiraków, sklep Żabka (w budynku), dwie Biedronki (210m, 450m), Rossmann (350m), liczne lokale usługowe, piekarnie, restauracje, apteki oraz biurowce.
Browary Warszawskie (700m), fabryka Norblina (750m), Hala Mirowska (400m).
Idealny punkt komunikacyjny. Obok bloku znajdują się liczne przystanki autobusowe oraz tramwajowe, metro M2 Rondo ONZ (850m), metro M1 Ratusz Arsenał (1200m), Dworzec Centralny (1600m).
Miesięczny czynsz: 3200 zł + aktualnie 777zł (czynsz administracyjny zawierający m.in. zaliczki na wodę, ogrzewanie).
W cenę wliczony jest szybki internet oraz telewizja kablowa.
Dodatkowo miesięczne opłaty za prąd (średnio 70-80 PLN).
W mieszkaniu nie ma gazu.",https://www.otodom.pl/pl/oferta/2-pokoje-bezposrednio-chlodna-11-bliska-wola-ID4q10w
3 700 zł,700 zł/miesiąc,"ul. Zwierzyniecka, Czerniaków, Mokotów, Warszawa, mazowieckie",42 m²,2,6/8,apartamentowiec,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2022,"tylko dla niepalących, pom. użytkowe",,,False,"2 pok. Mokotów ul. Zwierzyniecka 8d, garaż, balkon – BEZPOŚREDNIO
  Cena 3700 zł plus opłaty administracyjne i media (ok. 800)
Miejsce postojowe w garażu podziemnym i komórka na jednoślad - 200 PLN
Kaucja w wysokości 1 miesięcznego czynszu
Wynajem na minimum 12 miesięcy
BEZPOŚREDNIO od właściciela - dostępne od 01.05.2024
Dla niepalących
  NOWE Wyposażone i umeblowane 2-pokojowe mieszkanie na Mokotowie z dużym balkonem, miejscem postojowym i komórką w garażu podziemnym
  Mieszkanie znajduje się na 6 piętrze i składa się z:
·        1 sypialni
·        salon z aneksem kuchennym
·        łazienka
·        korytarz - szafy wnękowe
·        balkon 10m2
·        garaż podziemny i komórka
  Lokalizacja:
Ogród Łazienki – 10 min spacerem
Nowa linia tramwajowa do Metra Politechnika i Wilanowa 2Q 2024
Osiedle jest chronione i monitorowane 24/7
  Agencjom dziękuję
    Price PLN 3700 plus admin fees and utilities (about PLN 800)
Parking space in the underground garage - 200 PLN
Deposit in the amount of 1 month's rent
Rent for a minimum of 12 months
DIRECTLY from the owner - available from 01.05.2024
No smokers

NEW 2-room and furnished apartment in Mokotów with a balcony and a place in the underground garage

The apartment is located on the 6th floor and consists of:
• 1 bedroom
• living room with kitchen
• bathroom with shower
• corridor with wardrobes
• 10m2 balcony
• underground garage

Location:
Łazienki Garden – 10 min walk
New tram to Wilanów and Metro Politechnika
The estate is secured and monitored 24/7

Thank you to the agencies
 ",https://www.otodom.pl/pl/oferta/2-pok-bezposrednio-mokotow-zwierzyniecka-ID4q0Ck
2 900 zł,,"ul. Marcina Kasprzaka, Odolany, Wola, Warszawa, mazowieckie",21 m²,1,10/11,apartamentowiec,,do zamieszkania,biuro nieruchomości,,meble,tak,garaż/miejsce parkingowe,2018,,,,False,"Do wynajmu bardzo ładne 1 pokojowe mieszkanie o pow. 21 m2 usytuowane na 10.piętrze w prestiżowym apartamentowcu VARSOVIA APARTAMENTY z recepcją, pasażem handlowym i restauracjami. Doskonała lokalizacja- niedaleko centrum Warszawy! Rozwinięta infrastruktura handlowo-usługowa.
VARSOVIA APARTAMENTY to nowoczesny apartamentowiec usytuowany na warszawskiej Woli – w jednej z najbardziej atrakcyjnych dzielnic Warszawy ze względu na położenie – bardzo dobry dojazd w każdą część miasta, szybki rozwój oraz biznesowy charakter. Projekt wyróżnia wysoki standard wykończenia oraz nietuzinkowa architektura. W apartamentowcu restauracje oraz sklepy.
Nad bezpieczeństwem mieszkańców czuwa całodobowa ochrona oraz monitoring.
Mieszkanie wyposażone w podstawowe umeblowanie i wyposażenie AGD. Składa się z pokoju z aneksem kuchennym oraz łazienki razem z wc. Kuchnia wyposażona w sprzęt AGD-płytę dwupalnikową, mikrofalę, małą lodówkę, czajnik elektryczny oraz ekspres do kawy na kapsułki. Pokój z podwójnym łóżkiem tapicerowanym. Łazienka z prysznicem.
Balkon typu loggia o pow. ok. 2,5 m2.
W mieszkaniu jest WI-FI.
CENA WYNAJMU: 2900 zł brutto + opłaty administracyjne i media 300 zł/miesiąc. Cały koszt wynajmu: 3200 zł brutto z wszystkimi opłatami!
(Wynajmujący wystawia fakturę VAT)
Kaucja zabezpieczająca najem 3200 zł.
*W cenie miejsce postojowe w garażu podziemnym!
Mieszkanie idealne dla 1 lub 2 osób, bez zwierząt.
*UMOWA OPARTA O NAJEM OKAZJONALNY*
Wolne od zaraz.
POLECAM I ZAPRASZAM DO OGLĄDANIA!

Licencja zawodowa w zakresie pośrednictwa w obrocie nieruchomościami nr 22228.
ul. Wojciechowskiego 37 lok. 49
02-495 Warszawa
Galeria URSUS
e-mail:

Telefony kontaktowe:
+ 48 222 90 68 22
+ 48 511 123 070
+ 48 511 123 540
Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",https://www.otodom.pl/pl/oferta/wola-ul-kasprzaka-varsovia-apartamenty-ID4pZe7
3 100 zł,700 zł/miesiąc,"Gocław, Praga-Południe, Warszawa, mazowieckie",41 m²,2,6/6,blok,balkon,do zamieszkania,biuro nieruchomości,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2013,piwnica,,,True,"► OPIS NIERUCHOMOŚCI
Do wynajęcia w pełni umeblowane mieszkanie na strzeżonym i monitorowanym  Osiedlu Saska przy J.N.Jeziorańskiego na Gocławiu. Rewelacyjne miejsce na nowoczesnym osiedlu z szybkim dojazdem do centrum – czas dojazdu 15 minut autobusem do stacji metra Politechnika.
W skład mieszkania wchodzi:
- salon z aneksem kuchennym i wyjściem na duży balkon. Kuchnia jest w pełni wyposażona (AGD, zastawa kuchenna, czajnik, toster),
- sypialnia z dużą szafą,
- łazienka z prysznicem,
- przedpokój z zabudową szafą
Do mieszkania przynależy komórka lokatorska (w cenie najmu).
Osiedle otoczone zielenią, z bardzo dobrą infrastrukturą. Dla osób aktywnych w okolicy liczne ścieżki rowerowe, trasy dla biegaczy oraz Park nad Balatonem i jeziorko Gocławskie. Dodatkowo w pobliżu lokalizacji Centrum Handlowe Promenada
► DODATKOWE INFORMACJE
Kwota najmu: 3100 zł + 700 zł czynsz administracyjny z zaliczkami, dodatkowo płatny prąd.
Istnieje możliwość wynajęcia miejsca postojowego w garażu podziemnym w cenie 200 zł. 
Wymagana umowa o najem okazjonalny na minimum rok. 
Właściciel nieruchomości nie wyraża zgody na najem obcokrajowcom -
THE OWNER OF THE PROPERTY DOESN'T RENT TO FOREIGNERS.
► ATUTY 
Mieszkanie umeblowane i w pełni wyposażone, posiada duży balkon (ostatnie piętro daje poczucie prywatności). Budynek znajduje się na zamkniętym i chronionym osiedlu ""Osiedle Saska"".
Oferta na wyłączność. Nieruchomość została sprawdzona pod względem formalno-prawnym.
   Zapraszam na prezentację
Martyna Skuza
+48 577 505 480",https://www.otodom.pl/pl/oferta/umeblowane-goclaw-os-saska-balkon-garaz-ID4q27a
3 400 zł,,"Solec, Śródmieście, Warszawa, mazowieckie",40 m²,2,9/10,blok,balkon,,biuro nieruchomości,,meble,tak,,1975,,,,True,"Do wynajęcia mieszkanie 2 pok. po generalnym remoncie!
Wyposażone w nowe sprzęty i meble. Kanapa i krzesła w kolorze pudrowego różu.
Mieszkanie składa się z: dużego pokoju z wyjściem na loggię, sypialni, kuchni w aneksie, łazienki
i przedpokoju z wieloma szafami.
Do mieszkania przynależy piwnica.
Lokalizacja: Powiśle, niedaleko Placu Trzech Krzyży, w sąsiedztwie Parku Rydza Śmigłego ,
nieopodal Parku Ujazdowskiego, Agrykoli i Parku Łazienkowskiego.
Wokół doskonała infrastruktura: liczne sklepy ( Biedronka, Carrefour, Żabka, inne osiedlowe sklepy), apteki, przychodnie, banki, kawiarnie, restauracje, kluby sportowe: basen, korty tenisowe, Bulwary Wiślane, ścieżki rowerowe.
W pobliżu ministerstwa, ambasady, budynek Sejmu.
Świetny dojazd do innych dzielnic, liczne linie autobusowe: 187, 520, 318, 188, 159, 525, 162, 155, 108, 166, 141, 107. Metro ok. 8 min.
Dostępne: od zaraz.
Mieszkanie dla pary lub singla, bez zwierząt.
Tylko osoby niepalące.
Czynsz najmu: 3400 zł + czynsz administracyjny 580 zł.
Dodatkowo płatny prąd i gaz wg zużycia, Internet we własnym zakresie.
Obowiązuje kaucja.
Kontakt w sprawie oglądania tylko pod tel. 793 787 299 Anna
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Anna Papież (licencja nr: 5466)",https://www.otodom.pl/pl/oferta/mieszkanie-40-m-warszawa-ID4pY4l
5 000 zł,800 zł/miesiąc,"ul. Łukowska, Gocławek, Praga-Południe, Warszawa, mazowieckie",49 m²,3,4/7,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,,,"piwnica, tylko dla niepalących",,,False,"Nowe, przytulne, komfortowe, przebudowane z architektem wnętrz, trzypokojowe  49 mkw. na  IV piętrze wykończone w najwyższym standardzie z dbałością o najmniejszy szczegół i ekologiczne materiały w tym nowe okna, dekoracyjne grzejniki, drewniane podłogi i drzwi. Stworzone w nowoczesnym designie z nutą arystokratycznych detali. Cechuje się wygodnym układem komunikacyjnym oraz bardzo funkcjonalnym układem pomieszczeń. Spokojne sąsiedztwo, cicha okolica i estetyczne osiedle.
Lokal jest już gotowy do zamieszkania. Duńskie lampy  już wiszą i różnego rodzaje konfiguracje podświetlenia. Lada dzień pojawią się w nim podwójne łóżko w sypialni, fińskie meble, plisy na oknach i nowy duży narożnik z funkcją spania w salonie.
Dla przyszłego  pierwszego Najemcy istnieje możliwość dostosowania umeblowania i sprzętów według jego preferencji, co stanowi unikalną okazję do personalizacji przestrzeni oraz zaspokoi potrzeby wymagającego Najemcy.
Mieszkanie jest jasne i przestronne, z dużą ilością naturalnego światła, zwłaszcza w salonie, który prowadzi na duży balkon na całą szerokość mieszkania z pięknym widokiem na otaczającą zieleń (bardzo cichy, NIE wychodzi na ulicę). Oddzielny pokój z możliwością aranżacji przestrzeni do pracy z częściowym wglądem z salonu. Dyskretnie otwarta kuchnia łączy się z przedpokojem i z salonem tworząc poczucie przestronności. Relaks zapewnia przytulna sypialnia z garderobą, z wschodnim dźwiękoszczelnym oknem oraz wyjątkowym oświetleniem.
Interesująca łazienka z prysznicem walk-in z siedziskiem, WC z zestawem bidetowym, obszernym blatem, liczne  półki i szuflady z oświetleniem LED.
Pomieszczenie gospodarcze spełniające funkcję pralni i spiżarni. Przedpokój z pojemnymi szafami w drewnianej zabudowie – pod szafą podświetlona otwarta przestrzeń na obuwie.
Ponad to drzwi antywłamaniowe, monitoring w budynku, wygodna winda oraz bezpłatne miejsca parkingowe ogólnodostępne przed budynkiem.
Doskonałą lokalizację zarówno pod kątem infrastruktury handlowo usługowej jak i komunikacyjnej  gwarantuje bliskość przystanku autobusowego (pod blokiem 123,135,148,N03), sklepów, bazarku, galerii handlowej „Promenada”, restauracji oraz parku Znicza. Dodatkowo, łatwe połączenie z centrum Warszawy (6,1 km) oraz terenami rekreacyjnymi sprawia, że miejsce to jest nie tylko „modne” ale wyjątkowo atrakcyjne.
Mieszkanie jest przeznaczone dla 1 lub 2 osób  dorosłych.
W mieszkaniu obowiązuje zakaz palenia i przebywania zwierząt.
Umowa najmu okazjonalnego długoterminowego na co najmniej 1 rok, ze wskazaniem adresu, pod którym Najemca ma prawo zamieszkać od chwili zakończenia umowy najmu (potwierdzenie u notariusza).
Kaucja w wysokości 10 000,- PLN.
Czynsz najmu  miesięczny – 5000,- PLN, W cenie najmu sprzątanie raz w miesiącu.
Miesięczna opłata administracyjna do spółdzielni z zaliczkami na media (w tym woda C+Z, ogrzewanie, śmieci ) – około 800 PLN ( koszt zmienny w zależności od zużycia mediów i zmiany cen).
Energia elektryczna wg. zużycia.
Internet/TV (wybór pakietu i podpisanie umowy po stronie najemcy).
Tylko bezpośrednio (!).Nie korzystam z pomocy agencji!
Niniejsze ogłoszenie ma charakter  informacyjny i nie stanowi oferty handlowej w rozumieniu przepisów prawa.
Zainteresowanych tą propozycją najmu serdecznie zapraszam do kontaktu i umówienia się na prezentację!  - telefon : 607 669 461",https://www.otodom.pl/pl/oferta/nowe-z-dostosowaniem-dla-1-ego-najemcy-sprzatanie-ID4q5au
1 900 zł,350 zł/miesiąc,"ul. Poznańska, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie","15,12 m²",1,2/4,kamienica,,do zamieszkania,deweloper,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor",tak,,1911,,52.224968,21.012169,False,"Do wynajęcia, świeżo wyremontowana kawalerka 15,12 m2 w kamienicy w samy centrum Warszawy przy ul. Poznańskiej.
Kuchnia jest wyposażona w sprzęty AGD
Kamienica położone w samym centrum miasta, idealnie skomunikowana (metro Centrum – 10 minut pieszo, przystanki tramwajowe i autobusowe 3 minuty pieszo). W okolicy kawiarnie, restauracje (Kraken, Beirut, Nolita, H15), liczne sklepy (BioCareffour, Żabka), piekarnie, cukiernie.
  OPŁATY: 1 900 zł czynsz najmu + 350 zł czynsz administracyjny + 125 zł prąd.
KAUCJA: 2 miesięczny czynsz
OKRES NAJMU: min rok.
Ogłoszenie bezpośrednio od właściciela,
  brak prowizji! Zapraszam do oglądania :)",https://www.otodom.pl/pl/oferta/poznanska-14-kawalerka-nr-36a-ID4q3rI
2 000 zł,900 zł/miesiąc,"ul. Stefana Kopcińskiego, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie","45,8 m²",2,2/4,blok,balkon,do zamieszkania,biuro nieruchomości,,"lodówka, meble, piekarnik, kuchenka, pralka",nie,,1980,oddzielna kuchnia,52.157445,21.05098,False,"URSYNÓW - Imielin ul. Kopcińskiego
Ciche, umeblowane 2-pokojowe mieszkanie położne w kameralnym budynku na Ursynowie w doskonałym puncie komunikacyjnym – metro Imielin oddalone o 12 min. spacerem, przystanek autobusowy 3 min. spacerem.
Budynek z lat 80 po termomodernizacji i wymianie instalacji, spokojne i kulturalne sąsiedztwo.
Dla: singla, pary, osób niepalących, bez zwierząt, najem okazjonalny.
Pokój o pow. 16.20m – na podłodze mozaika, wyjście na balkon o pow. 2m (wystawa okien w kierunku zachodnim). Na wyposażeniu regał, stół z krzesłami, fotel z funkcją spania.
Pokój o pow. 12.50m - na podłodze mozaika (wystawa okien w kierunku zachodnim). Na wyposażeniu: sofa rozkładana, szafa, fotel, stolik.
Kuchnia o pow. 10.40m – na podłodze mozaika/wykładzina PCV, na wyposażeniu szafki kuchenne z AGD: lodówko-zamrażalka i kuchnia gazowo-elektryczna, stół z krzesłami i komoda (wystawa okien w kierunku wschodnim).
Łazienka z wc o pow. 3.15m - terakota, glazura, wanna, szafkoumywalka, wc i pralka.
W przedpokoju na podłodze mozaika, na wyposażeniu szafa i pawlacze.
Cena najmu 2000 zł + czynsz administracyjny z zaliczkami na wodę, C.O., gaz i śmieci (obecnie wynosi 900 zł) + energia elektryczna.
Kaucja 3000 zł.
Pełna galeria zdjęć nieruchomości na stronie daszkiewicz pl.
Pośrednik odpowiedzialny: Marcin Daszkiewicz 504-217-464 (Licencja Zawodowa nr 6537).
Powyższa informacja nie stanowi oferty w rozumieniu Kodeksu Cywilnego.
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Marcin Daszkiewicz (licencja nr: 6537)",https://www.otodom.pl/pl/oferta/imielin-meble-2-pok-46m-2-4p-ciche-ID4pZ2y
2 600 zł,545 zł/miesiąc,"ul. Eugeniusza Romera, Ursynów Północny, Ursynów, Warszawa, mazowieckie",46 m²,2,2/5,blok,balkon,do zamieszkania,biuro nieruchomości,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2015,,,,False,"URSYNÓW - ul. Romera
Przestronne mieszkanie 2-pokojowe położone na Ursynowie w odległości 11 min. spacerem od stacji metra Ursynów.
Kameralny budynek z 2015 roku (cegła, winda w pełnym zakresie pięter).
Dla: singla, pary, osób niepalących, bez zwierząt, umowa na min. 12 miesięcy, najem okazjonalny.
Salon z aneksem kuchennym (30m) - na podłodze panele podłogowe (umeblowanie: sofa, stolik, szafa, regał z półkami, biurko z krzesłem, stół kuchenny z 4 krzesłami), wyjście na balkon 10.5m (wystawa okien w kierunku zachodnim).
W kuchni (5m) na podłodze terakota, zabudowa meblami pod wymiar z AGD: kuchnia elektryczna, okap, lodówko-zamrażalka i zmywarka.
Sypialnia 12m - panele podłogowe (umeblowanie: szafa, łóżko z materacem, regał z pólkami, biurko z krzesłem).
Łazienka 4.2m - gres, glazura, wanna z przesłoną prysznicową, szafkoumywalka, wc i pralka.
W przedpokoju na podłodze panele podłogowe (umeblowanie: komoda z szufladami).
W cenie mieszkania zawarte miejsce parkingowe w hali garażowej pod budynkiem.
W okolicy budynku bogata infrastruktura handlowo-usługowa oraz tereny zielone.
Cena najmu 2600 zł + czynsz administracyjny z zaliczkami na wodę, C.O. i śmieci (obecnie wynosi 545 zł) + energia elektryczna.
Kaucja 3300 zł.
Pełna galeria zdjęć nieruchomości oraz pozostałe oferty dotyczące Ursynowa na stronie daszkiewicz pl
Pośrednik odpowiedzialny: Marcin Daszkiewicz 504-217-464 (Licencja Zawodowa nr 6537).
Powyższa informacja nie stanowi oferty w rozumieniu Kodeksu Cywilnego.
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Marcin Daszkiewicz (licencja nr: 6537)",https://www.otodom.pl/pl/oferta/2-pok-46m-ursynow-2-5p-meble-winda-garaz-ciche-ID4pZ2B
