rent_price,additional_fees,location,area,room_num,floor,building_type,extra_space,flat_condition,advertiser_type,students_allowed,furnishings,elevator,parking_space,year_of_construction,additional_information,latitude,longitude,approximate_coordinates,adv_description,link
2 500 zł,650 zł/miesiąc,"ul. Neseberska, Stegny, Mokotów, Warszawa, mazowieckie",35 m²,1,4/10,blok,"balkon, taras",do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,1990.0,oddzielna kuchnia,52.1844787,21.0461094,False,"Witam,
na wynajem posiadam kawalerkę o powierzchni 35 m2 na Sadybie.
Dogodna lokalizacja - 3 przystanki od metra Wilanów, 6 km od centrum, liczne autobusy i obecnie budowana linia tramwajowa dobrze komunikują to miejsce z wieloma punktami w stolicy.

Nowa duża kuchnia z płytą indukcyjną i zabudowaną pralką. Zabudowane szafy w pokoju i w przedpokoju pomieszczą wszystkie rzeczy. Przestronna kuchnia ze stołem i widokiem na korony drzew, w pokoju wyjście na balkon. Widok na osiedlowy park. Nowa rozkładana dwuosobowa sofa.
W okolicy 200m Lidl, Biedronka, piekarnia, apteka, restauracje, salony urody itp.

Wewnętrzny parking dla mieszkańców.
Mieszkanie dostępne od 01.05.2024

Idelane dla osoby/pary.

Do ceny wynajmu należy dodać czynsz (około 650 pln)

Prośba o kontakt po godzinie 17 osoby bezpośrednio zainteresowane",https://www.otodom.pl/pl/oferta/kawalerka-35m2-na-wynajem-sadyba-ID4qbLs
3 200 zł,550 zł/miesiąc,"ul. Łojewska, Bródno, Targówek, Warszawa, mazowieckie",40 m²,3,1/10,blok,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",nie,,1980.0,,52.296203,21.039305,False,"Bródno ul. Łojewska 7
3-pokojowe mieszkanie po generalnym remoncie (nowa kuchnia, łazienka oraz instalacje).
Ekspozycja południowo-zachodnia i bliskość parku bródnowskiego sprzyjają pięknym widokom.
Mieszkanie posiada 3 oddzielne pokoje, bardzo praktycznie urządzone, wyposażone we wszystkie sprzęty AGD (zmywarka, pralka, piekarnik, lodówka, okap), w każdym pokoju łóżka 140x200 oraz pojemne szafy. 
Usytuowane na 1 piętrze w bloku z windą.
Doskonała komunikacja. 8 minut piechotą do stacji metra Kondratowicza/Bródno. 
W cenie czynszu dostęp do miejsca postojowego pod blokiem za szlabanem.
Pod blokiem linie autobusowe nr 114,118,269,409,411,500. 8 min pieszo do metra bródno/kondratowicza. W pobliżu liczne sklepy spożywcze Topaz, Biedronka, Factory Annopol, galeria Renova, CH Targówek, szpital bródnowski, szkoła, basen, siłownia. 
Mieszkanie dostępne od 29.04.2024r.
Wymagana jest kaucja zwrotna w wysokości 50000zł. Preferowany najem okazjonalny na minimum rok.
Wynajem legalny ze zgłoszeniem do US. 
W razie dodatkowych pytań proszę o kontakt 664 387 616.
Pośrednikom serdecznie dziękuję. Na podanych warunkach nie zgadzam się również na dalszy podnajem.",https://www.otodom.pl/pl/oferta/mieszkanie-3-oddzielne-pokoje-lojewska-parking-ID4qb5y
3 000 zł,700 zł/miesiąc,"ul. Tarnowiecka 3, Gocławek, Praga-Południe, Warszawa, mazowieckie",46 m²,2,> 10/15,blok,balkon,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,,1970.0,"piwnica, tylko dla niepalących, oddzielna kuchnia, pom. użytkowe",52.2384055,21.1000778,False,"Mam do wynajęcia mieszkanie 2 pokojowe z oddzielną kuchnią i balkonem z pięknym widokiem na centrum Warszawy, od zaraz.
Mieszkanie znajduje się blisko CH Promenada, przystanków autobusowych linii 182,158, 520,525. Pod samym blokiem znajduje się market spożywczy.
Samo mieszkanie jest w pełni umeblowane i wyposażone (pralka,lodówka, zmywarka, piekarnik, bardzo dużo miejsca do przechowywania).
Do mieszkania przynależny piwnica oraz miejsce do przechowywania rowerów.
Mieszkanie dostępne od zaraz. Przyjazne również dla lokatorów ze zwierzętami.
Cena do negocjacji.",https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-2-pokojowe-na-pradze-poludnie-ID4qb4E
3 500 zł,600 zł/miesiąc,"ul. Braci Pillatich, Sielce, Mokotów, Warszawa, mazowieckie",47 m²,3,2/4,blok,balkon,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",nie,,1965.0,"piwnica, oddzielna kuchnia",52.1996115,21.031665,False,"Do wynajęcia 3 pokojowe mieszkanie na Dolnym Mokotowie na spokojnej ulicy Braci Pillatich. Mieszkanie znajduje się na drugim piętrze czteropiętrowego budynku z cegły. Posiada duży balkon i trzy pokoje - salon z osobną kuchnią (z oknem) oraz dwa nieprzechodnie , zamykane pokoje. Jedna sypialnia od strony północnej a salon i druga sypialna wychodzą na słoneczne południe. Mieszkanie po remoncie, czyste, zadbane, w pełni wyposażone w pralkę, lodówkę, piekarnik, drobny sprzęt gospodarstwa domowego. Klimatyczne meble vintage - Chierowski, Violetta. Nowiutka kanapa. Łazienka z wanną. Spokojne sąsiedztwo i topowa okolica. Otoczone dwoma parkami, 900 metrów do wejścia do Łazienek. W pobliżu Biedronka, Rossman, przedszkola, żłobki, szkoły, Wytwórnia Filmowa. Niebawem powstanie szybki tramwaj na Wilanów. Do mieszkania przynależy piwnica. Jeśli chcesz mieszkać blisko centrum (10 minut ) a równocześnie w zielonej spokojnej okolicy to mieszkanie dla ciebie. Idealne dla pary, lub dwójki znajomych. Najem okazjonalny na minimum rok z chęcią na dłużej. Bez zwierząt. Kaucja 3500 zł Cena wynajmu 3500 plus czynsz do spółdzielni ze Wszystkimi zaliczkami (woda, ogrzewanie, wywóz śmieci ) kwota czynszu dla jednej osoby to 600 zł Dla dwóch 700 zł . Czyli całość mieszkania przy 2 osobach mieści się w kwocie 4200 przy jednej 4100z. Fundusz remontowy płaci właściciel (wysokość 140 zł - klatki zadbane odnowione ) . Gaz i prąd płatne co 2 miesiąc wg zużycia (obecnie ok 25 zł i 120 Zł Co dwa miesiące ). Agencjom pobierającym prowizję dziękuję ;)",https://www.otodom.pl/pl/oferta/3-pokoje-z-balkonem-dolny-mokotow-ciche-ID4q8iD
2 500 zł,600 zł/miesiąc,"Stare Bielany, Bielany, Warszawa, mazowieckie",36 m²,2,parter/4,kamienica,balkon,do zamieszkania,biuro nieruchomości,tak,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",nie,,1958.0,"tylko dla niepalących, oddzielna kuchnia",52.280803,20.9305107,True,"Do wynajęcia 2-pokojowe mieszkanie w odremontowanej kamienicy o powierzchni 36 m2, zlokalizowanej
na Starych Bielanach przy ul. Żeromskiego 19.
Jest to świetny punkt komunikacyjny- 650m do metra M1 – Słodowiec, 50m do przystanku autobusowego
*only for polish speaking people*
W skład nieruchomości wchodzi:
oddzielna sypialnia
przestronny salon z wyjściem na balkon (5 m2)
łazienka z wanną
kuchnia
holl
Mieszkanie jest w pełni wyposażone i gotowe do wprowadzenia. Dostępne od zaraz. Przeznaczone dla singla bądź pary.
LOKALIZACJA:
Mieszkanie znajduje się na wysokim parterze, z dala od ruchliwej ulicy (jest bardzo cicho).
Dla większego komfortu mieszkańców w oknach zamontowano kraty. Balkon położony jest od strony ul. Zofii Nałkowskiej.
W najbliższej okolicy znajdziemy: liczne sklepy, restauracje, piekarnie, kawiarnie. W ciągu kilkuminutowego spaceru dotrzemy do parku Zbigniewa Herberta i parku Olszyna.
Szybki i dogodny dojazd do uczelni AWF, UKSW, UW, PW jak i centrum Warszawy.
WYPOSAŻENIE:
Salon: rozkładana sofa, regał z szafką RTV, stół z 4 krzesłami, Telewizor, 2 fotele, komoda, rozkładany fotel, szafa.
Kuchnia: lodówka, kuchenka gazowa, okap.
Sypialnia: rozkładana sofa, fotel.
Korytarz: siedzisko, wieszaki na kurtki, pawlacz.
Łazienka: pralka, wanna, szafka z lustrem.
PARKOWANIE:
Przy ulicy w bezpłatnej strefie parkowania.
WARUNKI:
Cena najmu wynosi 3100 zł (2500 zł + 600 zł czynsz administracyjny) + prąd, gaz wg zużycia + Internet
Najem okazjonalny u notariusza, koszt ponosi Najemca.
Weryfikacja najemcy.
Umowa najmu na minimum 12 miesięcy.
Kaucja w wysokości jednokrotności czynszu najmu (3100 zł)
  Jeśli jesteś zainteresowany obejrzeniem mieszkania- nie czekaj, zadzwoń i umów się na prezentację -
790 767 650
Pokaż mniej",https://www.otodom.pl/pl/oferta/stare-bielany-2-pokoje-650m-do-metra-3100-zl-ID4q9oL
2 900 zł,750 zł/miesiąc,"Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",43 m²,2,4/5,apartamentowiec,"balkon, taras",do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2022.0,tylko dla niepalących,52.2674588,20.9711407,True,"Wynajmę nowe mieszkanie na 4 piętrze od podwórka ciche i słoneczne, na nowym osiedlu na Żoliborzu przy ulicy Anny German. Mieszkanie ma 2 lata, wszystko jest nowe. W mieszkaniu jest balkon zadaszony. W cenie mieszkania pole na samochód w garażu podziemnym w budynku. Dokoła mnóstwo sklepów, kawiarni i restauracji, piekarnie. Zadbane osiedle gdzie mieszkają młodzi ludzie. Cena najmu 2900 zł plus czynsz około 750 zł ( mogą być niewielkie zmiany ) dodatkowo prąd według zużycia.
Kaucja 5000 zł. Okres najmu minimum rok. W mieszkaniu jest infrastruktura Internetowa wynajmujący podpisuje sam umowę z dostawcą Internetu i TV. 
Mieszkanie jest bezpośrednio od wynajmującego proszę nie dzwonić z biur pośrednictwa, nie szukam agenta.",https://www.otodom.pl/pl/oferta/wynajme-nowe-mieszkanie-na-zoliborzu-ID4q5Es
3 500 zł,615 zł/miesiąc,"al. Aleja ""Solidarności"", Wola, Nowolipki, Nowolipki, Wola, Warszawa, mazowieckie","30,46 m²",3,1,kamienica,,,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,,,,52.242255,20.992456,False,"Serdecznie zapraszam do wynajęcia urokliwego mieszkania na Woli o powierzchni 30,46 m2, usytuowanego na pierwszym piętrze w budynku z windą. To idealna propozycja dla osób poszukujących komfortowego i funkcjonalnego lokum w centrum miasta.
W bliskiej okolicy znajduje się kilka sklepów spożywczych (m.in. Społem, Biedronka, Żabka), apteka, piekarnia, kawiarnia i restauracje.

Mieszkanie znajduje się w dogodnej lokalizacji, niedaleko przystanków autobusowych i tramwajowych ""Kino Femina"", umożliwiających szybki dojazd do samego Centrum Warszawy.
Niedaleko również znajduje się stacja metra Ratusz Arsenał (2 min komunikacją miejską, 10 min pieszo).

Charakterystyka mieszkania:
Salon z aneksem kuchennym – w części kuchennej do dyspozycji kuchenka z piekarnikiem, zmywarka, lodówka. W części salonowej znajduje się stół z dwoma krzesłami, kanapa oraz telewizor;
Sypialnia z łóżkiem i szafą;
Pokój z szafą wnękową;
Łazienka wyposażona w kabinę prysznicową, toaletę, umywalkę i pralkę.
Warunki wynajmu:
Umowa najmu na minimum rok;
Cena wynajmu: 3500zł + czynsz 615zł + opłaty licznikowe według zużycia.
Kaucja w wysokości jednomiesięcznego czynszu + zabezpieczenie w formie oświadczenia o poddaniu się egzekucji co do zwrotu lokalu (zgodnie z art. 777 § 1 pkt. 4 kodeksu postępowania cywilnego).
Mieszkanie dostępne od zaraz.
Zapraszam do kontaktu w celu uzyskania dodatkowych informacji oraz umówienia się na prezentację lokalu.",https://www.otodom.pl/pl/oferta/mieszkanie-na-wynajem-wola-30m2-ID4qbBy
2 300 zł,500 zł/miesiąc,"ul. Floriana Znanieckiego 2A, Gocław, Praga-Południe, Warszawa, mazowieckie",20 m²,1,4/5,blok,,do zamieszkania,prywatny,tak,"lodówka, meble, kuchenka, pralka",tak,,2021.0,,52.2234492,21.101243,False,"Wynajmę studio od zaraz. Umowa od 5 do 12 miesięcy.
Zwierzaki nie są dozwolone. Cena 2800zł + woda według liczników. Internet w cenie.
NIE WSPÓŁPRACUJE Z POŚREDNIKAMI
Grzegorz
tel. 508064225",https://www.otodom.pl/pl/oferta/kawalerka-studio-20m2-internet-ID4q8Ft
1 700 zł,350 zł/miesiąc,"ul. Poznańska, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie","18,7 m²",1,parter/4,kamienica,,do zamieszkania,deweloper,,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",nie,,1911.0,,52.224968,21.012169,False,"Zapraszamy do wynajęcia tego urokliwego mieszkania! Oferujemy świeżo wyremontowane, przytulne mieszkanie o powierzchni 18,70 m2, znajdujące się w kamienicy w samym sercu Warszawy, przy ul. Poznańskiej.
To mieszkanie to prawdziwa perełka.
Kuchnia została wyposażona w najnowocześniejsze sprzęty AGD, aby zapewnić Ci maksymalny komfort i wygodę.
Lokalizacja nie mogłaby być lepsza! Kamienica usytuowana jest w samym centrum miasta, zaledwie kilka minut spacerem od stacji metra Centrum oraz przystanków tramwajowych i autobusowych. W najbliższej okolicy znajdziesz także liczne kawiarnie, renomowane restauracje (Kraken, Beirut, Nolita, H15), sklepy (BioCareffour, Żabka), piekarnie oraz cukiernie.
Opłaty:
Czynsz najmu: 1 700 zł
Czynsz administracyjny: 350 zł
Opłata za prąd: 125 zł
Kaucja wynosi 200% wartości opłat
Okres najmu: minimum rok.
To ogłoszenie pochodzi bezpośrednio od właściciela, co oznacza brak prowizji! Nie czekaj dłużej - zapraszamy do oglądania i zakochania się w tym uroczym mieszkaniu.
    Welcome to your new home in the heart of Warsaw!
Step into luxury with this freshly renovated, stylish apartment boasting 18,70 m2.
Nestled in a historic tenement house on Poznańska Street, this apartment offers the perfect blend of modern comfort and classic elegance.
Location is key, and this apartment delivers. Just minutes away from the Centrum metro station and bustling tram and bus stops, convenience is at your doorstep. Indulge in the vibrant atmosphere of the neighborhood, with its trendy cafes, acclaimed restaurants (Kraken, Beirut, Nolita, H15), and eclectic shops (BioCareffour, Żabka).
Renting here is a breeze:
Rent: 1 700 PLN
Administrative fee: 350 PLN
Electricity fee: 125 PLN
Enjoy peace of mind with a deposit of 200% of the total rent, and a minimum lease term of one year.
Forget about commission – this is a direct offer from the owner!
Don't miss out on this opportunity to elevate your living experience. Schedule a viewing today and make this exquisite apartment your own!",https://www.otodom.pl/pl/oferta/poznanska-14-kawalerka-nr-26b-ID4qaVC
2 500 zł,,"Muranów, Śródmieście, Warszawa, mazowieckie",38 m²,2,9/11,kamienica,,,biuro nieruchomości,,"zmywarka, lodówka, piekarnik, pralka",nie,,,oddzielna kuchnia,52.2505438,20.9757474,True,"Mieszkanie 38 m2, 2 pokoje, ul. Karmelicka, Śródmieście
OPIS MIESZKANIA:
Apartament 38 m2 składa się z salonu, oddzielnej kuchni w pełni wyposażonej. Jednej sypialni z dużą szafą i podwójnym łóżkiem. Łazienka z wanna, w przedpokoju szafa, pełniąca rolę garderoby. Mieszkanie jest utrzymane w bardzo dobrym stanie i jest świeżo po generalnym remoncie.W pełni umeblowane.
- Salon
- kuchnia
- 1 sypialnia
- łazienka
- przedpokój
LOKALIZACJA:
Doskonała lokalizacja, bardzo dobry dojazd do pozostałych dzielnic Warszawy. Pieszo w kilka minut można dojść do PKiN. W odległości 1 km jest centrum handlowe Westfield (Arkadia). Kilka minut do autobusu, linii tramwajowych, przedszkola. W sąsiedztwie są tez sklepy i restauracje.
DODATKOWE INFORMACJE:
Istnieje możliwość bezpłatnego parkowania.
dodatkowe koszty: czynsz administracyjny 850 PLN
Prąd 150 PLN
Serdecznie polecam i zapraszam na prezentację.
W przypadku pytań pozostaję do dyspozycji.
KONTAKT: Anna Grochalska (+48 608 022 626)
Pośrednik licencjonowany 16852
Usługa pośrednictwa wykonywana jest profesjonalnie, spełnia wszelkie standardy bezpieczeństwa, a zapewnia ją licencjonowany Pośrednik. Jako biuro nieruchomości za wykonaną usługę pośrednictwa pobieramy wynagrodzenie w formie prowizji.
Powyższa oferta nie stanowi oferty handlowej w rozumieniu art. 66 § 1 kodeksu cywilnego oraz innych właściwych przepisów prawnych. Informacje umieszczane w ofertach przekazywane są przez właścicieli nieruchomości i mogą ulec zmianom. Staramy się, aby wszystkie oferty były jak najbardziej aktualne i odpowiadały stanowi rzeczywistemu.
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Anna Grochalska (licencja nr: 16852)",https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-38m2-2-pokoje-srodmiescie-ID4q5lB
