rent_price,additional_fees,location,area,room_num,floor,building_type,extra_space,flat_condition,advertiser_type,students_allowed,furnishings,elevator,parking_space,year_of_construction,additional_information,latitude,longitude,approximate_coordinates,adv_description,link
2 900 zł,500 zł/miesiąc,"Tarchomin, Białołęka, Warszawa, mazowieckie",37 m²,2,2/4,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2021,,,,True,"Wynajmę 2 pokojowe mieszkanie 37m2 znajdujące się na Białołęce, ul. Myśliborska 70A.
Dostępne od już.

Mieszkanie na 2 piętrze 4 piętrowego bloku. Duży balkon 9m2.

Składa się z: przedpokoju, salonu połączonego z aneksem kuchennym, 1 sypialni (BEZ DRZWI), 1 łazienki oraz dużego balkonu.
Wynajem dla 1 osoby lub pary.

Mieszkanie jest w pełni wyposażone i gotowe do zamieszkania - zmywarka, płyta indukcyjna, lodówka, czajnik, pralka, TV, 2 duże szafy, odkurzacz, deska do prasowania.

Osiedle/lokalizacja:

Osiedle nowe. Na parterze w klatce jest Żabka, Grzybki. Wystarczy zjechać windą.

Warunki cenowe:

Cena: 2 900 zł + 500 zł czynsz administracyjny (w tym zaliczka na wodę oraz co) + prąd wg zużycia (płatne co 2 m-ce).

Rozliczenie mediów - raz na 6 miesięcy.
Kaucja zwrotna w wysokości: 3 400 zł.
Możliwość wynajęcia miejsca postojowego na przynależnym parkingu (podwójne - platforma). Koszt 200 zł.",https://www.otodom.pl/pl/oferta/wynajme-nowe-mieszkanie-mysliborska-ID4pKRz
2 400 zł,600 zł/miesiąc,"ul. Jasielska 38/42, Rakowiec, Ochota, Warszawa, mazowieckie",27 m²,1,parter/12,blok,,do zamieszkania,prywatny,tak,"lodówka, meble, kuchenka, pralka",tak,,1971,,,,False,"BEZPOŚREDNIO wynajmę jasne, minimalistyczne i ciche mieszkanie, na parterze przy ul. Jasielskiej 38/42 w Warszawie - w okolicy ul. Żwirki i Wigury (200m) i 10 minut spacerem od stacji SKM.
  Szczegóły mieszkania:

Mieszkanie- posiada jedną przestrzeń dzienną (o powierzchni 24m2) która posiada aneks kuchenny wykończony w kolorze zielonego matu. Oprócz tego, w mieszkaniu znajduje się łazienka z prysznicem (o powierzchni prawie 3 m2), duże wbudowane szafy (oraz wiele miejsca w regałach do przechowywania swoich rzeczy).
  Większość oświetlenia w technologii LED co efektywnie zmniejsza koszty użytkowania.
  Mieszkania ma okna na stronę zachodnią, dzięki czemu mieszkanie jest doświetlone i optymistyczne z trzema oknami – posiadają widok na cichą lokalną uliczkę.
  Dodatkowe udogodnienia:

- możliwość podłączenia szybkiego WiFi – 600 mb/s.
- Zwierzęta są akceptowane.
  Parking:
  - Za budynkiem zlokalizowany jest mały dziedziniec z miejscami postojowymi (poza strefą płatnego parkowania) - bez rezerwacji miejsc.
Zabezpieczenie terenu:
  - Budynek zlokalizowany jest w cichej i bezpiecznej okolicy z lokalnym bazarkiem (5min spacerem).
- Budynek posiada domofon - wejście na czip.
- Drzwi do mieszkania są antywłamaniowe.
Okolica:
  - w okolicy zlokalizowanych jest kilka klimatycznych kawiarni, restauracji, pizzerii, supermarketów,  sklepy, różne punkty usługowe, przedszkole, szkoła, w pobliżu malowniczy park, doskonała lokalizacja - SKM (10min) i autobus (3min).
- okolica OCHOTY przeżywa spektakularny renesans - w okolicy fort mokotów
- w okolicy Uniwersytetu Medycznego.
  Warunki najmu:
  - cena za mieszkanie na cele mieszkalne - 2400 PLN plus czynsz 600 PLN – SUMA 3000 PLN za miesiąc. - dodatkowo do powyższej ceny doliczyć należy opłaty licznikowe (energia elektryczna, gaz i woda) – średnio 40 do 160 PLN – w zależności od liczby osób mieszkających i ich trybu życia.
- kaucja jednomiesięczna.
- centralne ogrzewanie miejskie  – wliczone w czynsz.
  Zachęcam do zadawania dodatkowych pytań oraz oglądania – proszę o kontakt. 
 ",https://www.otodom.pl/pl/oferta/bezposrednio-cicha-kawalerka-studio-27-m2-ID4pJKQ
2 200 zł,685 zł/miesiąc,"ul. Ostrobramska, Grochów, Praga-Południe, Warszawa, mazowieckie",38 m²,2,2/4,blok,balkon,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",nie,,1958,oddzielna kuchnia,,,False,"Wynajmę umeblowane, 2 pokojowe mieszkanie o powierzchni 38m2 znajdujące się na drugim piętrze.
Rozkład to: salon (pokój przechodni), sypialnia, łazienka, oddzielna kuchnia oraz loggia.  
W okolicy liczne sklepy (w tym: Promenada, C.H. Gocław, Lidl, Decathlon), restauracje, przystanki autobusowe, szkoła, przedszkole. Wyjątkowo dobry węzeł komunikacyjny. 
Mieszkanie dostępne od zaraz. 
Wymagana kaucja zwrotna w wysokości 3000zł. 
Czynsz w wysokości 685zł. Dodatkowo opłata za prąd i gaz według zużycia rozliczana co dwa miesiące. 
Wynajmuję bezpośrednio, bez prowizji. Pośrednikom dziękuję. ",https://www.otodom.pl/pl/oferta/dostepne-od-zaraz-2-pokoje-swietna-lokalizacja-ID4pIoU
3 250 zł,,"ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie","55,83 m²",2,3/4,,balkon,do zamieszkania,biuro nieruchomości,,meble,nie,,2009,,52.15972,21.078026,False,"Mam przyjemność zaprezentować Państwu wyjątkowe mieszkanie z 2022r. wykończone na wysoki standard w zielonej okolicy.

LOKALIZACJA:
Mieszkanie usytuowane jest w sercu Wilanowa przy ul. Sarmackiej. W otoczeniu znajdziemy liczne restauracje i oraz usługi, jednocześnie zaznamy spokoju i ciszy. To idealne miejsce dla tych, którzy cenią sobie wygodę i bliskość atrakcji, a jednocześnie pragną wypoczywać w kameralnym otoczeniu.

OSIEDLE:
Inwestycja „Aura Park” z 2009 roku to kompleks kameralnych 4-piętrowych budynków. Osiedle jest spokojne i zadbane, a nad bezpieczeństwem czuwa ochrona.
W budynku znajduje się garaż podziemny.

MIESZKANIE:
To funkcjonalne 56m2 wnętrze składa się z:
• przestrzennego salonu z szafą w zabudowie oraz telewizorem,
• sypialni z wygodnym łóżkiem,
• łazienki z wanną, nową pralką oraz schowkiem,
• widnej, oddzielnej kuchni,
• dwóch, dużych balkonów skierowanych na dziedzińce.
Do mieszkania przynależy miejsce postojowe w garażu podziemnym.

FINANSE:
3250 PLN – czynsz najmu
1150 PLN – czynsz administracyjny i zaliczki za media,
250 PLN – miejsce postojowe w garażu podziemnym - opcjonalnie
To mieszkanie to doskonałe połączenie nowoczesności, wygody i spokoju. Zapraszamy do kontaktu i osobistego przekonania się o jego niezwykłych atutach.
Zainteresowany? Skontaktuj się z nami pod numerem +48 799 350 796 lub napisz nam maila poprzez formularz kontaktowy dostępny w ogłoszeniu.
Czy wiesz, że z homfi możesz kupić nieruchomość kompleksowo, tzn. załatwiając wszystko w jednej firmie? Oprócz agentów nieruchomości pomagających w znalezieniu i zakupie nieruchomości, oddajemy Ci do dyspozycji doświadczonych ekspertów kredytowych, zdolnych architektów wnętrz i zaradnych specjalistów od zarządzania najmem. Dzięki temu z nami znajdziesz nieruchomość, sfinansujesz jej zakup, zaprojektujesz i wykończysz jej wnętrze a następnie sprzedasz lub wynajmiesz z opcją przekazania nam nieruchomości do zarządzania najmem.
Zainteresowany? Zapytaj opiekuna oferty o szczegóły.",https://www.otodom.pl/pl/oferta/2-przestronne-pokoje-w-sercu-wilanowa-ID4pJx1
3 400 zł,,"ul. Stanisława Wyspiańskiego, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",40 m²,2,,blok,,,biuro nieruchomości,,,nie,,,,,,False,"LOKALIZACJA:
Plac Henkla, wpisany do rejestru zabytków, jedna z najbardziej porządnych lokalizacji w Warszawie. W 2003 roku plac Henkla znalazł się liście dóbr kultury współczesnej Warszawy przygotowanej przez Stowarzyszenie Architektów Polskich. Budynki wzniesione w latach 1953–1956 mają trzy kondygnacje, a także wysokie mansardowe dachy z lukarnami, pokryte czerwoną dachówką. Występują szklane wystawki w narożnikach dachów, oświetlające klatki schodowe oraz przejazd bramny. Budynki ułożone są w sposób zwarty i tworzą pierścień wokół placu, przerwany jedynie wlotami ulic. Inspiracją przy projektowaniu była zabudowa małych miast. Chociaż zespół budynków powstał w schyłkowym okresie realizmu socjalistycznego, nawiązują one do przedwojennego stylu dworkowego i prowincjonalnego baroku.
MIESZKANIE:
Dwupokojowe mieszkanie z uroczym widokiem na plac Henkla. Salon z klimatycznymi meblami. Sypialnia wyposażona w łóżko, szafę oraz miejsce do pracy. Oddzielna kuchnia wyremontowana, w jasnej kolorystyce w której mieści się stół z krzesłami. Łazienka z wanna. W przedpokoju mieści się duża szafa z rozsuwanymi drzwiami oraz lustrem.",https://www.otodom.pl/pl/oferta/plac-henkla-2-pok-w-top-lokalizacji-w-warszawie-ID4pHZ9
8 000 zł,1 200 zł/miesiąc,"ul. Antoniego Czechowa, Wawrzyszew, Bielany, Warszawa, mazowieckie",94 m²,4,6/6,apartamentowiec,"balkon, ogródek, taras",do zamieszkania,biuro nieruchomości,,meble,tak,garaż/miejsce parkingowe,2019,,,,False,"W skrócie: wyjątkowy apartament z dużym tarasem na ostatnim piętrze inwestycji Epique z 2019 r. | idealny dla rodziny z dziećmi lub dla pary potrzebującej przestrzeni | 2 miejsca postojowe w cenie!
EPIQUE (2019) - NOWOCZESNE OSIEDLE W ZIELONEJ LOKALIZACJI
Inwestycja Épique mieści się pośród dojrzałych drzew, dziesięć minut spacerem od stacji stacji METRO WAWRZYSZEW.
Doskonałe połączenie z centrum miasta gwarantują także przystanki kilku linii tramwajowych oraz autobusowych 100 m od domu.
Mieszkańcy budynku mogą relaksować się w Lesie Bielańskim, parku Stawy Kellera i nad Stawami Brustmana.
Dużym atutem inwestycji Épique jest również bliski dostęp do opieki zdrowotnej: w promieniu 600 m znajdziemy 6 przychodni, centrum rehabilitacji, szpital oraz stomatologa.
W okolicy mieści się 51 placówek edukacyjnych i sportowych, w tym Szkoła Rysunku i Malarstwa oraz kultowy Dom Kultury Bielany z bogatą ofertą zajęć dla dzieci i młodzieży.
Na infrastrukturę handlowo-usługową składają się m.in.: żabka i delikatesy w odległości 100 m, Lewiatan, lokalna piekarnia oraz supermarket Leclerc (600 m). Znajdziemy w zasięgu krótkiego spaceru także kilka lokalnych kawiarni i restauracji.
4-POKOJOWY APARTAMENT Z KLIMATYZACJĄ I TARASEM NA OSTATNIM PIĘTRZE
* doskonale zaprojektowany oraz urządzony z dbałością o funkcjonalność i estetykę, w bardzo wysokim standardzie,
* wnętrze utrzymane jest w neutralnych kolorach, pozwalających się zrelaksować: szarości, złamana biel, dębowe oraz czarno-białe posadzki tworzą klasyczną i elegancką przestrzeń,
* wykorzystano naturalne materiały, jak drewno oraz kamień oraz okładziny ścienne i farby bezpieczne dla dzieci.
Funkcjonalny układ pomieszczeń
- Salon z wyjściem na prywatny taras o powierzchni 55 m2 wyposażony w luksusowy system wypoczynkowy, smart TV oraz duży stół z 6 wygodnymi krzesłami tapicerowanymi,
- Półotwarta kuchnia z pięknym blatem z corianu oraz elegancką zabudową wykonaną na wymiar, w pełni wyposażona we wszystkie niezbędne udogodnienia, które sprawią, że przygotowanie posiłków stanie się przyjemnością,
- Główna sypialnia z garderobą oraz podwójnym łożem z tapicerowanym wezgłowiem i szafkami nocnymi,
- 2 sypialnie dla dzieci wykończone obecnie stymulującymi wyobraźnię tapetami oraz przyjemną w dotyku wykładziną (alternatywnie gabinety, wyposażenie i wystrój pokoi do indywidualnego ustalenia),
- 2 łazienki - doskonale wyposażone, dla pełnego komfortu i uniknięcia porannych i wieczornych kolejek: 2 umywalki, bidet, prysznic, wanna, 2 toalety, pralka i suszarka w zabudowie.
FINANSE
Czynsz najmu 8000 PLN
Opłaty administracyjne i eksploatacyjne: 1200 zł
Dodatkowo płatna energia elektryczna według zużycia
Dwa miejsca postojowe w garażu podziemnym w cenie!
***
In short: a unique apartment with a large terrace on the top floor of the Epique investment from 2019 | perfect for a family with children or a couple in need of space | 2 parking spaces included in the price!
EPIQUE (2019) - MODERN BUILDING IN A GREEN LOCATION
The Épique investment is located among mature trees, a ten-minute walk from the WAWRZYSZEW METRO station.
Excellent connection to the city center is also guaranteed by stops of several tram and bus lines 100 m from the house.
Residents of the building can relax in the Bielański Forest, Keller''s Ponds park and Brustman's Ponds.
A great advantage of the Épique investment is also close access to health care: within a radius of 600 m there are 6 clinics, a rehabilitation center, a hospital and a dentist.
There are 51 educational and sports facilities in the area, including the School of Drawing and Painting and the iconic Bielany Community Center with a wide range of activities for children and teenagers.
The commercial and service infrastructure includes: ""Zabka"" and a delicatessen 100 m away, Lewiatan, a local bakery and a Leclerc supermarket (600 m).
There are also several local cafes and restaurants within a short walk.
4-ROOM APARTMENT WITH AIR CONDITIONING AND TERRACE ON THE TOP FLOOR
* perfectly designed and furnished with attention to functionality and aesthetics, to a very high standard,
* the interior is decorated in neutral colors, allowing you to relax: gray, off-white, oak, black and white floors create classic and elegant space,
* natural materials, such as wood and stone, as well as wall coverings and paints are safe for children.
Functional room layout
- Living room with access to a private terrace with an area of 55 m2, equipped with a luxurious seating system, smart TV and a large table with 6 comfortable upholstered chairs,
- Semi-open kitchen with a beautiful corian countertop and elegant, custom-made furniture, fully equipped with all the necessary amenities that will make preparing meals a pleasure,
- Master bedroom with a wardrobe and a double bed with an upholstered headboard and bedside tables,
- 2 children's bedrooms, currently finished with imagination-stimulating wallpapers and a pleasant-to-touch carpet (alternatively, offices, equipment and room decor to be agreed individually),
- 2 bathrooms - perfectly equipped, to your comfort and avoiding morning and evening queues: 2 washbasins, bidet, shower, bathtub, 2 toilets, built-in washing machine and dryer.
FINANCES
Rental fee: PLN 8,000
Administrative and operating fees: PLN 1,200
Additionally, electricity paid according to consumption
Two parking spaces in the underground garage included in the price!",https://www.otodom.pl/pl/oferta/jasne-4-pok-blisko-metro-taras-50-m2-2-x-garaz-ID4pJo6
3 250 zł,,"ul. Tytusa Chałubińskiego 8, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",15 m²,1,> 10,blok,,do zamieszkania,biuro nieruchomości,,meble,tak,,,"klimatyzacja, oddzielna kuchnia",,,False,"Oferujemy bezpośrednio gotowe do wynajęcia biuro serwisowane w doskonałej lokalizacji w samym centrum Warszawy dzielnicy Śródmieście przy ul. Chałubińskiego 8 w biurowcu Oxford Tower niedaleko Dworca Centralnego tuż obok Marriottu.
Biuro zostało właśnie odświeżone i jest w pełni przygotowane do szybkiego rozpoczęcia pracy przez 2 osoby - umeblowane, klimatyzowane, z dostępem do Internetu oraz linią telefoniczną. Gabinet posiada okno, z którego podziwiać można Warszawę z wysokości 22 piętra.
Zapewniamy następujące udogodnienia:
- możliwość rejestracji podmiotu
- obsługę recepcyjną oraz Państwa spotkań w Sali konferencyjnej,
- przyjmowanie i dystrybucję korespondencji,
- możliwość korzystania z infrastruktury biurowej
- szybki Internet światłowodowy
- linia telefoniczna
- dostęp do aneksu kuchennego
Podana cena netto, zawiera wszelkie opłaty eksploatacyjne (woda, energia, ochrona, sprzątanie), w tym ustalony pakiet godzin salki konferencyjnej oraz obsługę sekretariatu. Bez pośredników, gwiazdek, czy dodatkowych kosztów!
Proponujemy dogodną, elastyczną umowę na czas nieokreślony z dwumiesieczną kaucją.
Jest to oferta dla przedsiębiorców, którzy poszukują elastycznego rozwiązania w zakresie miejsca wykonywania pracy. Z jednej strony nie chcą wynajmować kosztownej powierzchni biurowej, a z drugiej zależy im na prestiżowej lokalizacji oraz dostępie do infrastruktury biurowej czy obsługi sekretarskiej bez ponoszenia znacznych kosztów.
Dużą zaletą Gotowego Biura jest możliwość wprowadzenia się i rozpoczęcia pracy, praktycznie z dnia na dzień, bez ponoszenia dużych nakładów inwestycyjnych.
Dodatkowo można zlecić nam prowadzenie sekretariatu firmy, przyjmowanie połączeń telefonicznych, obsługę spotkań biznesowych i inne usługi administracyjno-biurowe.
Jeśli interesują Cię inne powierzchnie lub lokalizacja, to skontaktuj się z nami lub odwiedź biuro.nobel.pro !
Gotowe biura oferujemy również w innych dzielnicach Warszawy:
* Warszawa Wilanów - ul. Herbu Janina 5
* Warszawa Centrum Miasteczka Wilanów - ul. Klimczaka 15
* Warszawa Mokotów - Carolina Medical Center obok toru Stegny przy ul. Pory 78
* Warszawa Wola - Pańska Plaza niedaleko stacji metra Rondo Daszyńskiego oraz stacji metra Rondo ONZ przy ul. Pańskiej 96
Specjalizujemy się także w rejestracji i sprzedaży podmiotów prawnych m.in. sp. z o.o., sp.k. oraz z przyjemnością wyręczymy z wszelkich niezbędnych formalności urzędowych (m.in. KRS, US).
Zapraszamy do kontaktu:
☎️ 721 609 309
Zdjęcia mają charakter poglądowy, ukazują standard wykończenia gabinetów biurowych w przedmiotowej lokalizacji, ale niekoniecznie obecnie dostępnego do wynajęcia biura, dlatego zapraszamy na prezentacje.
Ogłoszenie ma charakter informacyjny i nie stanowi oferty w rozumieniu art. 66 §1 Kodeksu Cywilnego.
biuro serwisowane Warszawa | biura serwisowane | coworking Centrum | coworking Śródmieście | metro Centrum | Dworzec Centralny | coworking Centrum | biura Warszawa Śródmieście | cowork | biuro do wynajęcia Centrum | biura obok dworca | stanowisko pracy Śródmieście | stanowisko pracy Centrum | biurko dedykowane Warszawa | biurko do pracy | biuro dla freelancera | biuro dla prawnika | coworking dla IT | elastyczne biuro | flex office | biuro dla programisty | biuro dla grafika | biurko do wynajęcia | biuro w biurowcu | kameralny coworking | kameralne biuro | kameralne biura | nowoczesna przestrzeń do pracy | nowoczesne biuro | tanie biuro | office | desk | umeblowane biuro | reprezentacyjne biuro | dobra lokalizacja | bezpośrednio",https://www.otodom.pl/pl/oferta/gotowe-biuro-serwisowane-scisle-centrum-warszawy-ID4pLR2
1 600 zł,,"ul. Armii Krajowej, Wola Grzybowska, Wesoła, Warszawa, mazowieckie",19 m²,1,parter/1,,,,biuro nieruchomości,,,nie,,,piwnica,,,False,"Mieszkanie do wynajęcia
Położone W-wa Wesoła ul Armii Krajowej Mieszkanie jednopokojowe z aneksem kuchennym , umeblowane wraz z łazienką z prysznicem. Teren ogrodzony , bezpieczny, zielono, cisza.
Dodatkowo płatny ryczałt za media 300 zł za jedna osobę. Kaucja 1600 zł
Doskonałe położenie, 7 minut do szybkiej kolejki miejskie - bilet w cenie autobusu miejskiego (strefa I), 5 minut do przystanku autobusowego. Dojazd do centrum Warszawy 25 minut na dworzec Śródmieście.

Kontakt 882 156 071",https://www.otodom.pl/pl/oferta/kawalerka-w-dzielnicy-wesola-w-warszawie-ID4pHWj
3 700 zł,800 zł/miesiąc,"ul. Jana Ostroroga, Młynów, Wola, Warszawa, mazowieckie",51 m²,2,3,apartamentowiec,"balkon, taras",do zamieszkania,biuro nieruchomości,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2019,oddzielna kuchnia,,,False,"Do wynajęcia przestronny 2 pokojowy apartament 51m2, z balkonem. Bliska Wola, ulica Ostroroga.
Dostępny od zaraz.
Wynajem preferowany na minimum rok.
Spokojne zwierzęta są akceptowane.
Na 51m2 składa się:
-salon (kanapa rozkładana, stół z krzesłami, telewizor SMART TV +wydzielone miejsce do pracy zdalnej z biurkiem)
-kuchnia z wyspą (zmywarka 60, piekarnik, płyta indukcyjna, lodówka, zamrażarka, mikrofala)
-sypialnia z łóżkiem sypialnianym 140/200 cm i bardzo dużą, pojemną szafą
-łazienka (prysznic, pralko-suszarka elektryczna)
-przedpokój (duża szafa)
Dodatkowo cichy balkon z miejscem do siedzenia.
Świetna lokalizacja, tuż obok przystanki autobusowe i tramwajowe. Szybki dojazd do metra, ścisłego centrum Warszawy i Ronda Daszyńskiego. W najbliższej okolicy i na osiedlu wiele sklepów, restauracji, kawiarni, centrum handlowe, piekarnia, apteka, siłownia, lokale usługowe.
Nowoczesny apartamentowiec, winda, monitoring, ochrona, wideodomofon. Osiedle zamknięte.
Przy umowie na rok miejsce parkingowe w garażu podziemnym W CENIE wynajmu.
Cena: 3700 zł + 800 zł czynsz
Kaucja zwrotna 4500 zł.
We speak English, so don't hesitate to contact us if you have any questions.
Zapraszam do prezentacji oraz kontaktu telefonicznego w razie jakichkolwiek pytań.
Sara Różycka
JU nieruchomości
+48516283226
Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 par. 1 Kodeksu Cywilnego.",https://www.otodom.pl/pl/oferta/przestronny-apartament-2-pokojowy-51m2-zwierzeta-ID4pLOD
4 500 zł,800 zł/miesiąc,"al. Aleja Władysława Reymonta, Stare Bielany, Bielany, Warszawa, mazowieckie",52 m²,3,8/9,,,,biuro nieruchomości,,meble,nie,,,,,,False,"3-pokojowe mieszkanie na Bielanach - idealne dla rodziny!
Szukasz komfortowego mieszkania w świetnej lokalizacji? Mamy idealną propozycję!

Oferujemy do wynajęcia 3-pokojowe mieszkanie na Bielanach, przy Al. Reymonta. Mieszkanie znajduje się na zamykanym korytarzu na 7 piętrze w 10-piętrowym budynku z 2 windami i podjazdem dla wózków. Budynek jest schowany za innymi, co zapewnia ciszę i spokój. Wejście do budynku oraz na tereny zamkniętego korytarza możliwe jest przy pomocy chipa lub z klucza. Mieszkanie jest idealne dla rodziny - sąsiedzi są bardzo mili, a w okolicy znajduje się szkoła podstawowa, przedszkole, plac zabaw i wiele innych udogodnień.

Mieszkanie jest komfortowo wyposażone:

W łazience znajduje się prysznic i pralka.
W kuchni lodówka z oddzielną zamrażarką, zmywarka oraz kuchenka gazowa i kuchenka mikrofalowa.
Mieszkanie posiada oddzielną kuchnię i niewielki balkon z widokiem w oddali na centrum Warszawy.
Doskonała lokalizacja:

Świetna lokalizacja z bardzo dobrym dojazdem do wielu stacji Metra, w tym: Metro Młociny, Słodowiec czy Plac Wilsona albo Bemowo.
Kilka przystanków autobusowych (m.in. linie: 112, 114, 122, 184 i in) oraz tramwaje (m.in. 26, 28, 33, 35).
W pobliżu znajdują się liczne sklepy, restauracje, bary, bankomaty, banki i poczta.
Blisko znajduje się Cinema City Bemowo.
Mieszkanie jest świeżo po remoncie, w całym mieszkaniu został też odnowiony przepiękny, dębowy parkiet. Zapraszamy nowych lokatorów bez zwierząt.

Osoby zainteresowane kosztami zapraszamy do kontaktu i obejrzenia mieszkania.


3-room apartment in Bielany - perfect for a family!

Are you looking for a comfortable apartment in a great location? We have the perfect offer!

We offer for rent a 3-room apartment in Bielany, on Al. Reymonta. The apartment is located on a closed corridor on the 7th floor of a 10-story building with 2 elevators and a wheelchair ramp. The building is hidden behind others, which ensures peace and quiet. Access to the building and the closed corridor is possible with a chip or a key. The apartment is ideal for a family - the neighbors are very nice, and in the area there is a primary school, kindergarten, playground and many other amenities.

The apartment is comfortably equipped:

The bathroom has a shower and a washing machine.
The kitchen has a fridge with a separate freezer, a dishwasher, a gas stove and a microwave.
The apartment has a separate kitchen and a small balcony with a view of the center of Warsaw in the distance.
Excellent location:

Great location with very good access to many metro stations, including: Metro Młociny, Słodowiec or Plac Wilsona or Bemowo.
Several bus stops (including lines: 112, 114, 122, 184 and others) and trams (including 26, 28, 33, 35).
There are numerous shops, restaurants, bars, ATMs, banks and a post office nearby.
Cinema City Bemowo is located nearby.
The apartment has been recently renovated, and the beautiful oak parquet has also been refurbished throughout the apartment. We invite new tenants without pets.

We invite interested people to contact us and see the apartment.

Contact us today!

3-комнатная квартира в Белянах - идеально подходит для семьи!

Ищете комфортную квартиру в отличном месте? У нас есть идеальное предложение!

Мы предлагаем в аренду 3-комнатную квартиру в Белянах, на Ал. Реймонта. Квартира находится на закрытом коридоре на 7 этаже 10-этажного дома с 2 лифтами и пандусом для инвалидных колясок. Дом спрятан за другими, что обеспечивает тишину и покой. Доступ к зданию и закрытому коридору возможен с помощью чипа или ключа. Квартира идеально подходит для семьи - соседи очень милые, а в районе есть начальная школа, детский сад, игровая площадка и множество других удобств.

Квартира комфортно оборудована:

В ванной комнате есть душ и стиральная машина.
На кухне есть холодильник с морозильной камерой, посудомоечная машина, газовая плита и микроволновая печь.
В квартире есть отдельная кухня и небольшой балкон с видом на центр Варшавы вдалеке.
Отличное расположение:

Отличное расположение с очень good access to many metro stations, including: Metro Młociny, Słodowiec or Plac Wilsona or Bemowo.
Several bus stops (including lines: 112, 114, 122, 184 and others) and trams (including 26, 28, 33, 35).
Рядом есть много магазинов, ресторанов, баров, банкоматов, банков и почты.
Поблизости находится кинотеатр Cinema City Bemowo.
В квартире был недавно сделан ремонт, а также во всей квартире был отреставрирован красивый дубовый паркет. Приглашаем новых жильцов без домашних животных.

Приглашаем заинтересованных лиц связаться с нами и посмотреть квартиру.

Свяжитесь с нами сегодня!

                                                 Agent Wasil ",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-bielanach-idealne-dla-r-ID4pLDH
