rent_price,additional_fees,location,area,room_num,floor,building_type,extra_space,flat_condition,advertiser_type,students_allowed,furnishings,elevator,parking_space,year_of_construction,additional_information,latitude,longitude,approximate_coordinates,adv_description,link
2 400 zł,550 zł/miesiąc,"ul. Saska 48a, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",29 m²,1,4/9,blok,balkon,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,,,tylko dla niepalących,,,False,"Do wynajęcia mieszkanie w Warszawie, miejsce parkingowe pod blokiem, dobra komunikacja.Do Biedronki 50 metrów, Auchan 100 metrów, apteka 200 metrów. Blisko szpitala i szkoły.",https://www.otodom.pl/pl/oferta/mieszkanie-do-wynajecia-w-warszawie-ID4pShO
3 000 zł,"646,01 zł/miesiąc","ul. Szlenkierów, Młynów, Wola, Warszawa, mazowieckie",41 m²,2,3/4,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2017,"tylko dla niepalących, oddzielna kuchnia",,,False,"Mieszkanie dwupokojowe (41m2)  z balkonem i garażem, w doskonałej lokalizacji (dzielnica Wola - blisko Śródmieścia,  okolica: skrzyżowanie ulic Młynarska/Leszno - przy ul. Szlenkierów, dogodna komunikacja: autem, autobusami i tramwajami; w pobliżu stacja metra (II linia), w ogrodzonym, kameralnym czteropiętrowym bloku (łącznie 37 mieszkań), z zagospodarowanym terenem zieleni. Budynek oddany do użytkowania pod koniec czerwca 2017 r. Mieszkanie zostało pomalowane w marcu 2024 r. Mieszkanie jest usytuowane na 3 piętrze, od strony południowej (dobrze doświetlone). Jest ono rozsądnie rozplanowane, funkcjonalne, przytulne, klimatyczne, ciche, eleganckie (wysoki poziom wykończenia),
w nowoczesnym stylu, w kolorystyce: biało-szaro-czarnej. W skład mieszkania wchodzą
2 oddzielne pokoje (16,35 m2  i  9,16 m2), oddzielna kuchnia (5,5 m2) - z oknem, łazienka (3,69m2) - z oknem, przedpokój 6,14 m2 oraz balkon 4,10 m2.
W salonie znajdują się białe lakierowane meble: duża szafa ze szklanymi drzwiami przesuwnymi (od podłogi do sufitu) - w środku odkurzacz, szafka wisząca /witryna ze szkła mlecznego, niska podłużna szafka z szufladami, dwie dłuższe półki, czarny wazon z szarymi ozdobnymi gałęziami, biały grzejnik dekoracyjny z powłoką lakierowaną, rozkładany narożnik w kolorze grafitowym z jasnoszarymi poduszkami, stolik kawowy z kółkami, kwadratowy stół lakierowany, dwa czarne i dwa białe krzesła, dwa obrazy, stojąca ramka z widokiem oraz nowoczesna lampka. Oświetlenie LED - sufit podwieszany.
W mniejszym pokoju znajdują się meble lakierowane: szafa wnękowa, biblioteczka, stolik kawowy
z kółkami, komoda, rozkładana sofa w kolorze grafitowym z jasnoszarymi poduszkami, dwa obrazy i nowoczesna lampka.
Kuchnia jest w pełni umeblowana. Znajdują się w niej: białe meble lakierowane (na wymiar)  z dużą ilością szafek i szuflad, pralka, sprzęt AGD: duża lodówka z zamrażarką, zmywarka, płyta indukcyjna, piekarnik, mikrofalówka, czajnik elektryczny, dwa ekspresy do kawy, okap, a nadto stolik barowy, 2 hokery, 2 obrazki. W szafce pod zlewem znajduje się sprzęt do sprzątania. Oświetlenie LED - sufit podwieszany.
Łazienka: wanna z prysznicem i szklanym parawanem, duże lustro, duży grzejnik, pod umywalką szafka z szufladami (lakierowane), szafka wnękowa, miska wisząca. Oświetlenie LED - sufit podwieszany.
W przedpokoju znajdują się meble lakierowane:  duża szafa wnękowa (w środku tradycyjna deska do prasowania i mała - do prasowania koszul, drabinka), duże lustro i obraz. Oświetlenie LED - sufit podwieszany.
W pokojach i łazience są białe drzwi ze szkłem mlecznym i drobnymi, metalowymi wstawkami.
W kuchni brak drzwi  (tunel). W oknach zainstalowano plisy (harmonijkowe, w kolorze białym).
Na balkonie meble tarasowe (stół i 2 krzesła).
Do mieszkania przynależy miejsce postojowe w garażu podziemnym i szafa garażowa (w cenie wynajmu).
Dodatkowe informacje:
Obszar nieruchomości jest zamknięty, a teren zieleni przed blokiem jest ładnie zagospodarowany (ławki, rośliny ozdobne).
Blok jest wykonany z cegły, a okna z PCV (antywłamaniowe). Drzwi wejściowe są antywłamaniowe.
W bloku jest winda, monitoring i domofon.
Ogrzewanie miejskie.
Przykładowe odległości: Rondo Daszyńskiego: 1,8km (4 minuty autem), Rondo ONZ 2,7km,
Pl. Bankowy 2,8km, CH Arkadia (3,3km).
W pobliżu są sklepy (w tym spożywcze), różne usługi, kilka aptek (w tym całodobowa), kilka przychodni lekarskich i placówek bankowych, kluby fitness, muzea, teatry, restauracje, parki, ścieżka rowerowa.
Okres wynajmu: umowa na dłuższy okres (co najmniej 1 rok) -  w formie umowy o najem okazjonalny. Do wynajęcia od 15 kwietnia 2024 r. Dla osób niepalących, bez dzieci i bez zwierząt. Preferowane osoby pracujące.
Cena 3000zł/mies. (w tej cenie są zawarte zaliczki na wodę i ogrzewanie); do tej ceny należy doliczyć czynsz dla zarządcy - 646,01 zł. Dodatkowe koszty to opłaty za prąd (według wskazań licznika) i media przekraczające prognozy ujęte w czynszu dla administratora. Ewentualna umowa z operatorem TV i Internetu - wyłącznie po stronie najemcy. Opłaty z tytułu abonamentu radiowo-telewizyjnego - po stronie najemcy.
Ponadto kaucja gwarancyjna w kwocie 4200zł (płatna z góry).
  KONTAKT: nr tel. 605 031 850 (w tygodniu po g.16.15-21.00, w weekend w g.10.00-20.30).
  Oferta prywatna - bezpośrednio.
  Pośrednikom dziękuję. Proszę nie kopiować zdjęć i opisu przez biura nieruchomości.",https://www.otodom.pl/pl/oferta/atrakcyjne-nowoczesne-2-pok-41m2-kuchnia-garaz-ID4pQ8v
3 000 zł,550 zł/miesiąc,"ul. Podskarbińska, Grochów, Praga-Południe, Warszawa, mazowieckie","33,51 m²",2,4/4,apartamentowiec,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2023,"klimatyzacja, tylko dla niepalących",,,False,"Wynajmę dwupokojowe nowe mieszkanie, (nie było zamieszkanie, wynajmowanie)  w którego skład wchodzi: pokój z aneksem kuchennym, sypialnia, łazienka, balkon, do mieszkania przypisane jest miejsce parkingowe. Mieści się na czwartym piętrze w nowym, monitorowanym  osiedlu Aleje Praskie w czteropiętrowym bloku  z windą w wysokim standardzie wykończenia przy ul. Podskarbińskiej 34.
Mieszkanie jasne, umeblowane, wyposażone w klimatyzacje, sprzęt AGD (zmywarka, piekarnik, kuchenkę mikrofalową, płytę indukcyjną, okap kuchenny, lodówka). Łazienka z kabiną prysznicową.
Dużo miejsca do przechowywania dzięki dwóm szafom  oraz schowkom pod kanapą oraz łóżkiem.
Jest możliwość podłączenia światłowodu wraz z telewizją satelitarną UPC
Koszt najmu: 3000 zł + czynsz 550 zł, energia według wskazań licznika.
Kaucja: 4000 zł.
Osiedle dobrze skomunikowane (do przystanku autobusowego 200m.) w cichej i kameralnej okolicy, w dzielnicy Praga-Południe. Dojazd do centrum to 10 minut samochodem, lub 20-30 minut komunikacją miejską.
Ok. 10 minut pieszo do Parku Skaryszewskiego. W okolicy liczne restauracje, kawiarnie, siłownie, usługi, uniwersytet SWPS, Muzeum neonów, Soho Art Center, stadion Podskarbińska.
Agencjom dziękuję. 
Mieszkanie dostępne do wprowadzenia od 1 kwietnia.
Wynajem dla osób bez zwierząt i niepalących.
Zapraszam do kontaktu telefonicznego.
Przedstawiona wyżej oferta nie jest ofertą handlową w rozumieniu przepisów prawa , lecz ma charakter informacyjny
 ",https://www.otodom.pl/pl/oferta/nowe-dwupokojowe-mieszkanie-aleje-praskie-ID4pO49
2 400 zł,600 zł/miesiąc,"ul. Mahatmy Gandhiego, Wierzbno, Mokotów, Warszawa, mazowieckie",37 m²,1,2/4,blok,,,prywatny,,"lodówka, meble, kuchenka, pralka",nie,,,,,,False,"Bezpośrednio wynajmę dużą (37 m2), wygodną, widną i umeblowaną kawalerkę na Wierzbnie. 2 piętro w 4 piętrowym budynku. 
Mieszkanie składa się z dużego ustawnego pokoju, oddzielnej widnej kuchni i łazienki z WC. W pokoju i kuchni duże okna. Na wyposażeniu meble, lodówka i pralka. Świetna lokalizacja. Bardzo dobra komunikacja miejska, 7 min. piechotą do stacji metra Racławicka. W okolicy wszystkie usługi, handel, gastronomia, szkoły i przedszkola. Mieszkanie odświeżone, dostępne od zaraz.
Cena 3000 zł/miesiąc + opłaty licznikowe (gaz i energia elektryczna) wg. zużycia. Kaucja 3000 zł. Pośrednikom dziękuję.   ",https://www.otodom.pl/pl/oferta/bezposrednio-wierzbno-gandhiego-ID4pSmM
4 500 zł,1 zł/miesiąc,"ul. Puławska, Ksawerów, Mokotów, Warszawa, mazowieckie",60 m²,2,2/3,blok,,,biuro nieruchomości,,meble,nie,,1950,piwnica,52.189956,21.02436,False,"MIESZKANIE NA MOKOTOWIE PRZY ODYŃCA!!!
Luksusowe mieszkanie do wynajęcia w trzy piętrowym budynku na Mokotowie.
Tuż obok Centrum Sportowo-Rekreacyjnego Warszawianka / baseny, korty tenisowe, siłownia itp./.
Blisko parku i zielonych terenów rekreacyjnych. Doskonała komunikacja w każdym kierunku.
Powierzchnia mieszkanie to 60 m2 składa się z: salonu, kuchni ( oddzielne pomieszczenie z oknem), sypialni, łazienki i przedpokoju.
Do nieruchomości przynależy miejsce postojowe na zamkniętym terenie wspólnoty.
Nie myśl za długo tylko dzwoń żeby się umówić na obejrzenie Twojego wymarzonego mieszkania!!!
Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.
Numer licencji pośrednika odpowiedzialnego zawodowo za wykonanie umowy pośrednictwa: 7267",https://www.otodom.pl/pl/oferta/mieszkanie-na-mokotowie-przy-odynca-ID4pSmF
7 500 zł,870 zł/miesiąc,"ul. Hektarowa, Zawady, Wilanów, Warszawa, mazowieckie","87,8 m²",3,3/3,apartamentowiec,balkon,,biuro nieruchomości,,meble,nie,garaż/miejsce parkingowe,2006,piwnica,,,False,":: Krótko:
Apartament 88 m², 3 pokoje, pralnia z garderobą, balkon, 1 miejsce parkingowe, komórka 4,50 m², kameralne osiedle.

:: Dla kogo?
Dla rodziny 2+2 lub 2+1 lub dla pary.

:: Atuty:
Mieszkanie znajduje się na kameralnym osiedlu na Zawadach (Wilanów). Mała liczba lokali na klatce schodowej podkreśla kameralny charakter osiedla i zapewnia mieszkańcom intymność. Tereny zielone wewnątrz osiedla z zadbaną przestrzenią dla dzieci (plac zabaw) zapewniają doskonałe miejsce na spędzenie czasu z dziećmi bez konieczności opuszczania terenu osiedla.

:: Czy to jest to czego szukasz?
Niezwykle jasny, z dużymi przeszkleniami apartament, urządzony w wysokim standardzie. Składa się z 3 pokoi, w tym z salonu połączonego z aneksem kuchennym i jadalnią, dwóch sypialni, łazienki z wanną, garderoby połączonej z pralnią i taras - doskonałe miejsce do zabawy z dziećmi i spotkań z przyjaciółmi.
Cały apartament został wykończony materiałami najwyższej jakości.


:: Co w okolicy?
Zawady to idealne miejsce dla osób, którym zależy na szybkim dojeździe do centrum (około 20 minut) oraz odpoczynku po pracy w cichym i spokojnym miejscu. Łatwy dostęp do infrastruktury miejskiej: sklepy, siłownie, basen, boiska, golf. W pobliżu wiele przedszkoli i szkół zarówno państwowych jak i prywatnych (m.in. amerykańska, niemiecka, francuska, brytyjska). W okolicy wiele terenów zielonych, które umożliwiają spędzanie czasu na świeżym powietrzu.

:: Jak z komunikacją?
500 metrów spacerem do przystanku autobusowego zlokalizowanego przy pl. Vogla. Dojazd samochodem do centrum miasta zajmuje około 25 minut.

:: Samochody?
1 miejsce postojowe w garażu podziemnym oraz miejsca parkingowe dla użytku mieszkańców na terenie osiedla.

:: Podsumowanie:
Najem 7 500 PLN + 870 PLN czynsz administracyjny + opłaty za ogrzewanie (własny piec gazowy), prąd (ewentualnie ponadnormatywne zużycie mediów, które zawarte są w czynszu administracyjnym)
Kaucja 8 400 PLN


Karolina Stawska +48 664-000-565
Ewa Knudsen +48 604-912-212

:: Briefly:
Apartment 88 m², 3 rooms, laundry room with wardrobe, balcony, 1 parking space, storage room 4.50 m², intimate housing estate.

:: Perfect for?
For a 2+2 or 2+1 family or a couple.

:: Advantages:
The apartment is located in a small housing estate in Zawady (Wilanów). The small number of premises in the staircase emphasizes the intimate character of the estate and ensures privacy for the residents.

:: Is this what you are looking for?
Extremely bright apartment with large glazing, furnished to a high standard. It consists of 3 rooms, including a living room with a kitchenette and dining room, two bedrooms, a bathroom with a bathtub, a dressing room with a laundry room and a terrace - a perfect place to play with children and meet friends.
The entire apartment has been finished with the highest quality materials.

:: What's nearby?
Zawady is an ideal place for people who want to get to the center quickly (about 20 minutes) and rest after work in a quiet and peaceful place. Easy access to urban infrastructure: shops, gyms, swimming pool, sports fields, golf. There are many kindergartens and schools nearby, both public and private (including American, German, French, British). There are many green areas in the area that allow you to spend time outdoors.

:: How about transport?
500 meters walk to the bus stop located at pl. Vogel. The city center can be reached by car in approximately 25 minutes.

:: Cars?
1 parking space in the underground garage

:: Summary:
Rent PLN 7,500 + PLN 870 administrative rent + heating fees (own gas furnace), electricity (possibly excessive consumption of utilities, which are included in the administrative rent)
Deposit PLN 8,000


_
WE ARE ENGLISH SPEAKING AGENTS. DO NOT HESITATE TO CONTACT US.
Treść niniejszego ogłoszenia ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, ale jest zaproszeniem do współpracy z Państwem.

Zawarte w ogłoszeniu informacje pochodzą przede wszystkim od właściciela nieruchomości. Zespół En Casa dokłada starań, aby każda z ofert była rzetelnie sprawdzona oraz aktualna.

Jako biuro nieruchomości pobieramy za usługę pośrednictwa wynagrodzenie w formie prowizji. Usługa jest wykonywana w profesjonalny sposób, w celu zapewnienia Państwu jak najpełniejszego bezpieczeństwa.
_____________

Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",https://www.otodom.pl/pl/oferta/apartament-na-kameralnym-osiedlu-na-zawadach-ID4pSlY
3 800 zł,800 zł/miesiąc,"ul. Bukowińska, Ksawerów, Mokotów, Warszawa, mazowieckie",55 m²,2,3/9,apartamentowiec,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,,,52.182325,21.025885,False,"Cześć, 
wynajmę mieszkanie 50 m od Metra Wilanowska, ul. Bukowińska 22a. 
Mieszkanie znajduje się w chronionym apartamentowcu, jest przestronne, (salon z aneksem kuchennym, sypialnia, łazienka, przedpokój), w pełni wyposażone (np. naczynia, sztućce, odkurzacz, żelazko) gotowe do zamieszkania od 01/05/2024.

Cena wynajmu:
3800 zł - koszt wynajmu
800 zł - czynsz administracyjny (zaliczki woda, ogrzewanie, śmieci)
+ dodatkowo energia elektryczna, TV i Internet.
W mieszkaniu jest podłączony Internet i TV

Możliwość wynajęcia miejsca parkingowego w garażu podziemnym - 250 zł
Kaucja:
5000 zł - pobierana przy podpisaniu umowy
  W najbliższej okolicy liczne sklepy spożywcze (Żabka, Biedronka, Frac i wiele innych), placówki edukacyjne i medyczne, klub Singers, Starbucks, Rossmann, pizzeria Dominos, a także piekarnie, restauracje i wiele lokali usługowych. Idealna lokalizacja pod względem komunikacji! Stacja Metra Wilanowska zaledwie 50 m od budynku! Oprócz tego pętla autobusowa oraz przystanki tramwajowe. W kilkanaście minut bez problemu dojechać można do każdej części Warszawy.
Niestety z uwagi na doświadczenia preferuję najemców bez zwierzaków. 
Zapraszam :)
Z agencjami nieruchomości współpracuje na warunkach otwartych.
Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.
 You can contact us in English.",https://www.otodom.pl/pl/oferta/2pokojowe-w-apartamentowcu-50-m-metro-wilanowska-ID4pQNW
2 500 zł,,"Grodzisk, Białołęka, Warszawa, mazowieckie",38 m²,1,2/2,blok,balkon,do zamieszkania,biuro nieruchomości,,"meble, pralka, lodówka, piekarnik",nie,garaż/miejsce parkingowe,2007,,,,True,"Mieszkanie 38 m2 na Białołęce ul. Skarbka z Gór 134, osiedle zamknięte, strzeżone. Kuchnia umeblowana wyposażona w lodówkę z zamrażarką , kuchenka gazowa z piekarnikiem, okap, mikrofalówkę
Pokój z balkonem, szafa. Łazienka z kabiną prysznicową, pralka.
Osiedle bezpieczne, plac zabaw, altana dla spotkań sąsiedzkich z możliwością grillowania. Rozwinięta infrastruktura w okolicy sklepy, szkoła, przedszkola, etc. czyli wszystkie instytucje potrzebne do życia. Pod bramą przystanek autobusowy, miejsce dobrze skomunikowane
W cenie miejsce parkingowe w garażu podziemnym oraz komórka lokatorska.
Do ceny najmu należy doliczyć koszt mediów zgodnie z fakturami dostawców.
kaucja 2500 zł
Mieszkanie do wynajęcia od 1.05.2024

telefon do właściciela
Artur
508 210 380

Szanowni Państwo,
Treść niniejszego ogłoszenia ma charakter jedynie informacyjny i nie stanowi oferty w rozumieniu art. 66 i nast. ustawy Kodeks Cywilny. Zawarte w ogłoszeniu informacje pochodzą od właściciela nieruchomości i mogą one wymagać weryfikacji. Prawa do elementów ogłoszenia przysługują ELANDOM Nieruchomości S.C. (lub podmiotów współpracujących). Kopiowanie i rozpowszechnianie ogłoszenia lub jego elementów, bez zgody ELANDOM Nieruchomości S.C. jest zabronione.

Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",https://www.otodom.pl/pl/oferta/1-pokojowe-kuchnia-wyposazona-0-prowizja-ID4pRfV
3 350 zł,650 zł/miesiąc,"ul. Krzyżówki, Żerań, Białołęka, Warszawa, mazowieckie",49 m²,2,1/4,blok,balkon,,biuro nieruchomości,,meble,tak,garaż/miejsce parkingowe,2018,klimatyzacja,52.308663,20.993581,False,"W ofercie biura KaDOM prezentujemy Państwu na wynajem 2-pokojowe mieszkanie o powierzchni 49 m2, położone na 1 piętrze 4-piętrowego apartamentowca z 2019 roku. Lokal zlokalizowany jest w Warszawie w dzielnicy Białołęka w inwestycji Riviera Park przy ul. Krzyżówki.


W skład mieszkania wchodzi:
- Salon
- Sypialnia
- Balkon
- Łazienka
- Przedpokój


Atuty mieszkania:
- Zadbane, jasne i wykończone w dobrym guście mieszkanie
- Przestronny salon z wyjściem na balkon
- W pełni umeblowane sprzętem AGD i RTV
- Klimatyzacja
- W pobliżu osiedla znajduje się m.in. Mini siłownia, plac zabaw
- Mieszkanie zlokalizowane 10 min od stacji Warszawa Żerań oraz przystanków Wartka i Konwaliowa
- Tramwaj wodny do Serocka


Szczegóły najmu:
- Czynsz najmu: 3350 zł
- Czynsz administracyjny: 650 zł
- Zaliczka na prąd ok. 150 zł
- Miejsce postojowe w garażu podziemnym wliczone w czynsz
- Kaucja zabezpieczająca w wysokości 4000 zł
- Umowa najmu okazjonalnego na min. 12 miesięcy

Komunikacja:


Serdecznie zapraszamy do kontaktu i na prezentację!


The KaDOM office offers a 2-room apartment for rent with an area of 49 m2, located on the 1st floor of a 4-story apartment building from 2019. The premises are located in Warsaw in the Białołęka district in the Riviera Park investment at ul. Crosswords.


The apartment includes:
- Living room
- Bedroom
- Balcony
- Bathroom
- Hall


Advantages of the apartment:
- A well-kept, bright and tastefully finished apartment
- Spacious living room with access to the balcony
- Fully furnished with household appliances and electronics
- Air conditioning
- Near the estate there is, among others: Mini gym, playground
- The apartment is located 10 minutes from the Warszawa Żerań station and the Wartka and Konwaliowa stops
- Water tram to Serock


Rental details:
- Rent: PLN 3,350
- Administrative rent: PLN 650
- Advance payment for electricity approx. PLN 150
- Parking space in the underground garage included in the rent
- Security deposit of PLN 4,000
- Occasional rental agreement for min. 12 months

Communication:


We cordially invite you to contact us and for a presentation!


Oferta firmy zarządzającej najmem KADOM ASSET MANAGEMENT Sp. z o.o.
Pod naszą opieką znajduje się ponad 700 nieruchomosci na terenie Warszawy
Zarządzanie najmem długoterminowym oraz pośrednictwo w obrocie nieruchomościami – Zleć to nam!

Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",https://www.otodom.pl/pl/oferta/bialoleka-l-2-pokoje-l-49m2-l-jasne-i-funkcjonalne-ID4pSl3
5 000 zł,950 zł/miesiąc,"ul. Przasnyska, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie","61,75 m²",3,1/6,apartamentowiec,balkon,do zamieszkania,biuro nieruchomości,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2013,,,,False,"Na wynajem zadbane 3-pokojowe mieszkanie przy ul. Przasnyskiej na osiedlu Atelier Żoliborz.
Nieruchomość o powierzchni 61,75 m2 zlokalizowana na 1 piętrze wraz z balkonem i składa się z:
- salonu wraz z aneksem kuchennym,
- sypialni,
- pokoju do dowolnej aranżacji
- łazienki
- przedpokoju.
Mieszkanie jest w pełni wyposażone i estetycznie urządzone.
Cena: 5000 zł + 950 zł + zaliczki na media
Kaucja: 5950 zł.
W cenie miejsce postojowe w garażu podziemnym. Możliwe ewentualnego wynajęcie drugiego miejsca postojowego za dodatkową opłatą.
Świetna lokalizacja w pobliżu Arkadia, sklepy, apteka, liczne restauracje oraz kawiarnie, 5 min pieszo od stacji PKP Warszawa Powązki.
Zapraszam do kontaktu oraz na prezentacje nieruchomości.
Wojciech Dąbrowski
+48 508797917
We speak English, so don't hesitate to contact us if you have any questions.
Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 par. 1 Kodeksu Cywilnego.",https://www.otodom.pl/pl/oferta/zadbane-mieszkanie-atelier-zoliborz-ul-przasnyska-ID4pSl1
