title,rent_price,area_room_num,floor,ogrzewanie,flat_condition,available_from,deposit,advertiser_type,additional_information,location,latitude,longitude,approximate_coordinates,year_of_construction,elevator,building_type,security,equipment,utilities,safeguards,announcement_date,adv_description,link
"Mieszkanie Gocław, nowe budownictwo, wyższy standa","3 500 zł
/miesiąc","42m²
Wynajmę również studentom
2 pokoje",2/6,miejskie,do zamieszkania,,3 500 zł,prywatny,"balkon
garaż/miejsce parkingowe","Park Ostrobramska, Gocław, Praga-Południe, Warszawa, mazowieckie",52.230489,21.110153,False,2013,nie,blok,"teren zamknięty
monitoring / ochrona","zmywarka
lodówka
meble
piekarnik
kuchenka
telewizor
pralka","telewizja kablowa
internet",domofon / wideofon,"(None,)","Przytulne, nowoczesne mieszkanie na osiedlu Ostrobramska Park na Gocławiu przy centrum handlowym Promenada (200 metrów). Lokalizacja bardzo dobrze skomunikowana. 
Mieszkanie 2-pokojowe (całościowo 42 m2), salon z aneksem kuchennym (17,5 m2), sypialnia (12 m2), łazienka z prysznicem (5,5 m2), oddzielna garderoba (2 m2), korytarz (5 m2), wykończone w wyższym standardzie. Ponadto jest prostokątny, szeroki balkon (12 m2).
W wyposażeniu mieszkania wszystkie niezbędne sprzęty rtv (pralka, zmywarka, lodówko-zamrażarka, tv).
Mieszkanie znajduje się na 2 piętrze z windą, osiedle z ochroną,
dodatkowo do mieszkania można wynająć przynależące miejsce na samochód w garażu podziemnym. Możliwość zamówienia internetu z prędkością światłowodu. 
Więcej szczegółów dla zainteresowanych w wiadomości prywatnej lub pod telefonem. Serdecznie polecam!",https://www.otodom.pl/pl/oferta/mieszkanie-goclaw-nowe-budownictwo-wyzszy-standa-ID4uYmm
"2 pokoje + oddzielna kuchnia, 42m2 Warszawa Wola","3 200 zł
/miesiąc","42m²
2 pokoje
tylko dla niepalących",2/4,miejskie,do zamieszkania,,3 500 zł,prywatny,"balkon
tylko dla niepalących
oddzielna kuchnia","ul. Eustachego Tyszkiewicza, Młynów, Wola, Warszawa, mazowieckie",52.242526,20.966836,False,,nie,blok,,"lodówka
meble
piekarnik
kuchenka
pralka",,domofon / wideofon,"(None,)","Dziękuję agencjom i pośrednikom!
Oferuję na wynajem mieszkanie o pow. 42m2 zlokalizowane na Woli, przy ulicy Tyszkiewicza, na 2 piętrze.
Mieszkanie świeżo pomalowane w styczniu 2025, wymieniono wszystkie baterie oraz wyprano profesjonalnie kanapę oraz materac. Zostały również wymienione drzwi wejściowe do mieszkania.
Mieszkanie jest w pełni umeblowane i wyposażone, do natychmiastowego zamieszkania.
Składa się z dwóch pokoi, oddzielnej kuchni i łazienki.
Wyposażenie:
- większy pokój z balkonem (rozkładana kanapa, fotel uszak, stół+ krzesła, komoda, szafa, stolik kawowy)
- mniejszy pokój (łóżko 140x200cm, komoda, szafa)
- kuchnia (kuchnia gazowa, lodówka, pralka, stół, talerze, szklanki, sztućce, garnki)
- łazienka (wanna z szybą prysznicową)
- przedpokój (zabudowana szafa, odkurzacz, mop)
  Ogromną zaletą mieszkania jest jego lokalizacja.
Metro Młynów 800m; tramwaje, autobusy na ul. Obozowej 150m, skąd w kilkanaście minut znajdziemy się w ścisłym centrum. Kilkanaście minut w przeciwną stronę dojedziemy do WATu.
W najbliższej okolicy (50-200m) znajdują się, kawiarnia, Tawerna Korsarz, Biedronka, Rossmann, Aldi, piekarnia Putka, apteka, a ciut dalej (ok. 3km) centrum handlowe Wola Park. Nieopodal znajdują się liczne parki: Park Sowińskiego, Park Szymańskiego oraz Park Moczydło z kompleksem basenów.  
Miesięczny koszt wynajmu:
- opłata za najem 3200zł
- czynsz do wspólnoty 650zł (w tym zaliczki na wodę, wywóz śmieci, zaliczki na ogrzewanie)
Dodatkowo należy doliczyć opłaty licznikowe – orientacyjnie za prąd ok. 200 zł/2 mc, gaz ok. 30 zł/2 mc przy dwóch mieszkających osobach.
Kaucja 3500zł płatna przy podpisaniu umowy.
Preferuję max 2 osoby pracujące, ceniące spokój, niepalące.

UWAGA!
Warunek konieczny - umowa najmu okazjonalnego (podpisana u notariusza) na min. 12 mcy. Wypowiedzenie miesięczne za porozumieniem stron.",https://www.otodom.pl/pl/oferta/2-pokoje-oddzielna-kuchnia-42m2-warszawa-wola-ID4uYzl
"Studio przy Uczelni Koźmińskiego, Kotsisa 8","2 600 zł
/miesiąc","20m²
1 pokój",3/7,miejskie,do zamieszkania,2025-03-01,3 000 zł,prywatny,balkon,"ul. Aleksandra Kotsisa 8c, Pelcowizna, Praga-Północ, Warszawa, mazowieckie",52.276227,21.017224,False,2024,tak,blok,,"zmywarka
lodówka
meble
kuchenka
pralka",internet,"drzwi / okna antywłamaniowe
domofon / wideofon","(None,)","Do wynajęcia przytulne studio w nowej inwestycji, Warszawa, Praga Północ, Kotsisa 8C - blisko Akademii Leona Koźmińskiego, Akademii Technologiczno-Ekonomicznej. Idealny dla studentów.

Mieszkanie składa się z:
- pokój dzienny z aneksem kuchennym (sprzęty typu zmywarka, lodówka, kuchenka mikrofalowa)-.
- łazienka z prysznicem i pralką,

Wyposażone w talerze, pościel, czajnik itp. Do wprowadzenia.

Przed mieszkaniem wspólna przestrzeń na kurtki i buty dzielone z dwoma innymi mieszkaniami.

2600zł plus opłaty
za 1 osobę 400zł, razem 3000zł
dla 2 osób 600zł, razem 3200zł

Dostępne od 01.03.2025

Kaucja 3000zł",https://www.otodom.pl/pl/oferta/studio-przy-uczelni-kozminskiego-kotsisa-8-ID4uYmt
"Do wynajęcia kawalerka – Powiśle, 22 m², loggia","2 400 zł
/miesiąc","22m²
Wynajmę również studentom
1 pokój",5/5,miejskie,do zamieszkania,,2 900 zł,prywatny,balkon,"ul. Radna, Powiśle, Śródmieście, Warszawa, mazowieckie",52.24096,21.024144,False,,tak,blok,,"lodówka
meble
kuchenka
pralka",,domofon / wideofon,"(None,)","Do wynajęcia przytulna kawalerka typu studio na 5. piętrze z windą, w cichej, zielonej okolicy na Powiślu. Jednokierunkowa uliczka z aleją drzew wygląda naprawdę przepięknie!

Mieszkanie składa się z salonu z aneksem kuchennym, łazienki i balkonu (loggia 2 m², osiatkowana – siatkę możemy zdemontować). 

Lokalizacja:
500 m do Metra Centrum Nauki Kopernik
Przystanek autobusowy pod blokiem
BUW i Elektrownia Powiśle – naprzeciwko
Do bulwarów nad Wisłą – 200 m
Park Kazimierzowski – 100 m
Po przeciwnej stronie ulicy oddział Uniwersytetu Warszawskiego
10 min spacerem główny Uniwersytet Warszawski
15 min spacerem na Mazowiecką
20 min spacerem do Kolumny Zygmunta
Restauracje, Carrefour Express, Żabka Nano, dwie piekarnie, kawiarnia, apteka, fryzjer, delikatesy Sam Powiśle, barber, poczta, paczkomat – w promieniu 50 m

Atuty:
Winda, klatka świeża, wyremontowana
Spokojni, uprzejmi sąsiedzi (tylko 3 mieszkania na piętrze)
Piętro 5., ale z poddaszem nad mieszkaniem – latem nie nagrzewa się od dachu
Z balkonu widać Pałacu Kultury :)

Mieszkanie odświeżone, gotowe do zamieszkania. Idealne dla jednej osoby lub pary.
Zapraszam do kontaktu!",https://www.otodom.pl/pl/oferta/do-wynajecia-kawalerka-powisle-22-m-loggia-ID4uYBA
Do wynajęcia 3-pokojowe mieszkanie – ul. Kossutha,"2 900 zł
/miesiąc","50m²
Wynajmę również studentom
3 pokoje",6/10,miejskie,do zamieszkania,2025-03-01,4 000 zł,prywatny,"balkon
oddzielna kuchnia","ul. Lajosa Kossutha, Jelonki Północne, Bemowo, Warszawa, mazowieckie",52.237764,20.90849,False,1978,tak,blok,,"zmywarka
lodówka
meble
piekarnik
kuchenka
pralka",internet,,"(None,)","Do wynajęcia 3-pokojowe mieszkanie – ul. Kossutha, Warszawa
Lokalizacja: Warszawa, ul. Kossutha
Powierzchnia: 50 m²
Układ: 2 osobne pokoje + salon + kuchnia
Dostępne od: 1 marca
Opis mieszkania:
Mieszkanie jest w pełni umeblowane i gotowe do zamieszkania. Dodatkowo wyposażone w podstawowe sprzęty gospodarstwa domowego.
Przedpokój – przestronne szafy w zabudowie
Pokoje sypialne – łóżka 1- i 2-osobowe, szafki nocne
Salon – stół, krzesła, fotel, stolik kawowy
Kuchnia – zmywarka, lodówka, płyta gazowa, podstawowe sprzęty kuchenne
Łazienka – wanna, pralka
Toaleta – osobne WC
Dodatkowe wyposażenie – odkurzacz, deska do prasowania, żelazko
Lokalizacja i komunikacja:
Mieszkanie znajduje się w świetnie skomunikowanej okolicy:
Metro Bemowo – 350 m
Przystanki autobusowe i tramwajowe – 300 m
Pętla autobusowo-tramwajowa przy ul. Górczewskiej – 600 m
Wjazd na obwodnicę Warszawy (S8) – 2 km
Centrum handlowe Wola Park – ok. 1,5 km
Okolica:
Park Górczewska – 500 m, idealne miejsce na spacery i rekreację
Blok położony wśród drzew, z rozsądną odległością od innych budynków, zapewniającą komfort i prywatność
W pobliżu znajdują się supermarkety: Kaufland, Biedronka, Delikatesy i inne
Koszty wynajmu:
Kwota najmu: 2900 zł
Czynsz administracyjny: 950 zł
Opłaty licznikowe (woda i prąd): według zużycia, szacunkowo ok. 200-300 zł
= 4050-4150zł.
Warunki wynajmu:
Umowa najmu okazjonalnego
Kaucja: 1-miesięczny czynsz (4000 zł)
W cenie internet
Zapraszam do kontaktu i obejrzenia mieszkania.",https://www.otodom.pl/pl/oferta/do-wynajecia-3-pokojowe-mieszkanie-ul-kossutha-ID4uYys
"WynajmęSegment,pow35m²,2-pok,Ogródek,Premium","3 500 zł
/miesiąc","35m²
2 pokoje",parter/1,gazowe,do zamieszkania,2025-02-17,,biuro nieruchomości,ogródek,"ul. ks. Sylwestra Zycha, Ząbki, wołomiński, mazowieckie",52.2816,21.1018,False,2024,nie,dom wolnostojący,teren zamknięty,"lodówka
meble
pralka",internet,domofon / wideofon,"(None,)","Do wynajęcia mieszkanie o pow. 35 m² znajdujące się przy ul. Zycha w Ząbkach.
Nieruchomość położona jest na nowo wybudowanym i ogrodzonym osiedlu domków jednorodzinnych w zabudowie szeregowej oraz dotychczas jeszcze nie była zamieszkiwana przez nikogo, a jej rozkład wygląda następująco:
salon z aneksem kuchennym, sypialnia, łazienka z WC, garderoba, przedpokój oraz ogródek.
Mieszkanie jest bardzo przytulne i gustownie urządzone, wykończone w standardzie premium m.in. z takimi udogodnieniami jak drewniana i podgrzewana podłoga.
Oprócz mebli w zabudowie i pełnego sprzętu AGD, brakuje pozostałego wyposażenia, z racji tego, iż niekiedy najemcy posiadają swoje własne meble, które chcą zabrać ze sobą, jeśli natomiast będzie potrzeba zakupu regałów czy też łóżek to jak najbardziej zostanie to uczynione.
Niewątpliwym atutem wynajmowanej nieruchomości jest jej położenie w bardzo cichej i spokojnej okolicy, tuż przy granicy Ząbek z Warszawą.
W cenę najmu wliczona jest możliwość korzystania z miejsca postojowego znajdującego się obok lokalu.
Czynsz:
3 500 zł + media wg zużycia (woda,gaz,energia elektryczna)
Kaucja wynosi 5 000 zł
Wymagane podpisanie umowy najmu okazjonalnego w przypadku osób fizycznych
Sunset Nieruchomości
Tel. Skontaktuj się
Zapraszamy do kontaktu!!",https://www.otodom.pl/pl/oferta/wynajmesegment-pow35m-2-pok-ogrodek-premium-ID4uVrq
Mieszkanie z widokiem na las,"3 000 zł
/miesiąc","35m²
2 pokoje",4/4,miejskie,do zamieszkania,2025-02-13,3 750 zł,biuro nieruchomości,"balkon
garaż/miejsce parkingowe","ul. Krzewna, Elsnerów, Targówek, Warszawa, mazowieckie",52.273148,21.082327,False,2022,tak,apartamentowiec,,"zmywarka
lodówka
meble
kuchenka
pralka",,,"(None,)","Słoneczne mieszkanie blisko natury i Zalewu Bardowskiego [NA WYŁĄCZNOŚĆ]
ENGLISH DESCRIPTION BELOW - PLEASE DO NOT HESITATE TO CONTACT US
Hamilton May ma przyjemność zaprezentować nowoczesne mieszkanie o powierzchni 35m2, położone w spokojnej, zielonej części aglomeracji warszawskiej (Ząbki, tuż przy granicy z Warsz awą). To doskonała propozycja dla osób szukających wygodnego miejsca do życia z łatwym dostępem do natury oraz miejskich udogodnień.

→ OPIS NIERUCHOMOŚCI
Mieszkanie znajduje się w pobliżu Zalewu Bardowskiego, oddalonego zaledwie o 1,5 km, w zielonej okolicy sprzyjającej relaksowi. Z okien rozpościera się piękny widok na las, co dodaje mieszkaniu wyjątkowego uroku i spokoju.
W skład lokalu wchodzą:
Przestronny salon – jasny, pełen naturalnego światła, idealny do wypoczynku lub pracy zdalnej.
Nowoczesna kuchnia – w pełni wyposażona, z lodówką, piekarnikiem, płytą grzewczą i zmywarką.
Komfortowa sypialnia – z dużym łóżkiem oraz szafami zapewniającymi wygodę i porządek.
Praktyczna łazienka – wyposażona w wannę pełniącą także funkcję prysznica oraz pralkę.
Balkon – przytulny i sprzyjający relaksowi na świeżym powietrzu, idealny na poranną kawę lub wieczorny odpoczynek.
Mieszkanie wyróżnia się jasnym wystrojem. Żywe, kolorystyczne akcenty, widoczne na zdjęciach w ogłoszeniu, nadają przestrzeni charakteru, a jednocześnie dopełniają całość aranżacji. To idealne miejsce na dłuższy pobyt w przytulnym, pełnym światła i funkcjonalnym wnętrzu.
Mieszkanie znajduje się w otoczeniu terenów leśnych, zalewu oraz ogródków działkowych, co czyni je idealnym miejscem dla miłośników natury. Jednocześnie w bliskim sąsiedztwie znajduje się centrum handlowe, zapewniające łatwy dostęp do sklepów i innych udogodnień. Blok zlokalizowany jest praktycznie na granicy Warszawy, co czyni dojazd do stolicy bardzo wygodnym. Co więcej, mieszkanie jest przyjazne dla zwierząt, więc czworonożni przyjaciele są mile widziani.

→ BUDYNEK
Budynek charakteryzuje się nowoczesną architekturą oraz wysokiej jakości materiałami wykończeniowymi. Osiedle jest zadbane i dobrze zarządzane, a mieszkańcy mogą cieszyć się komfortem i prywatnością w tej spokojnej okolicy. Otoczenie wypełniają tereny zielone, co sprzyja relaksowi na świeżym powietrzu.

→ LOKALIZACJA
Apartament znajduje się w cichej i zielonej okolicy, zaledwie 1,5 km od Zalewu Bardowskiego, który jest prawdziwą perełką tego rejonu.
Zalew Bardowskiego oferuje mieszkańcom liczne korzyści i atrakcje:
Ścieżki spacerowe i rowerowe, idealne do codziennej aktywności na świeżym powietrzu.
Plaża rekreacyjna, świetna na relaks w letnie dni.
Bliskość natury, sprzyjająca spacerom, obserwacji ptaków i odpoczynkowi z dala od miejskiego zgiełku.
Miejsca piknikowe – doskonałe na rodzinne weekendy lub chwile spokoju z książką.
Dzięki tak dogodnej lokalizacji, to idealne miejsce dla osób pragnących równowagi między życiem w mieście a kontaktem z naturą.

→ OPŁATY
Cena 3000 PLN miesięcznie + czynsz administracyjny (653 PLN) + media (100 PLN) zawiera garaż
Jeśli jesteście Państwo zainteresowani ofertą prosimy o kontakt z firmą Hamilton May.
Numer oferty: 21427
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
Sunny apartment close to nature and Bardowski Reservoir [EXCLUSIVE OFFER]
Hamilton May is pleased to present a modern 35m2 apartment, located in a quiet, green part of the Warsaw metropolitan area (Ząbki, just of the border of Warsaw). This is an excellent option for those looking for a comfortable place to live with easy access to nature and urban amenities.

→ PROPERTY DESCRIPTION
The apartment is located near Zalew Bardowski, just 1.5 km away, in a green area perfect for relaxation. The windows offer a beautiful view of the forest, adding a unique charm and tranquility to the property.
The apartment includes:
A spacious living room – bright and full of natural light, ideal for relaxation or remote work.
A modern kitchen – fully equipped with a refrigerator, oven, stovetop, and dishwasher.
A comfortable bedroom – featuring a large bed and wardrobes providing convenience and organization.
A practical bathroom – equipped with a bathtub that also functions as a shower, as well as a washing machine.
A balcony – cozy and perfect for relaxing in the fresh air, ideal for morning coffee or evening downtime.
The apartment stands out with its bright design. Vibrant, colorful accents visible in the listing photos add character to the space while complementing the overall arrangement. It’s the perfect place for a longer stay in a cozy, well-lit, and functional interior.
The apartment is surrounded by forest areas, a reservoir, and allotment gardens, making it an ideal spot for nature enthusiasts. At the same time, a shopping center is located nearby, offering easy access to stores and other amenities. The building is practically situated on the border of Warsaw, making commuting to the city very convenient. Furthermore, the apartment is pet-friendly, so your furry friends are more than welcome.

→ BUILDING
The building features modern architecture and high-quality finishing materials. The residential complex is well-maintained and well-managed, allowing residents to enjoy comfort and privacy in this peaceful area. The surroundings are filled with green spaces, promoting relaxation in the fresh air.

→ LOCATION
The apartment is located in a quiet and green area, just 1.5 km from the Bardowski Reservoir, which is a true gem of this region.
The Bardowski Reservoir offers residents numerous benefits and attractions:
Walking and cycling paths, perfect for daily outdoor activities.
Recreational beach, ideal for relaxation on summer days.
Proximity to nature, perfect for walks, birdwatching, and peaceful moments away from the hustle and bustle of the city.
Picnic spots – great for family weekends or quiet moments with a book.
With such a convenient location, it is the perfect place for those seeking a balance between city life and contact with nature.

→ PRICING
Price 3,000 PLN per month + admin fees (653 PLN) + utilities (100 PLN) including garage (house)
If you are interested in the offer, please contact Hamilton May.
Reference number: 21427",https://www.otodom.pl/pl/oferta/mieszkanie-z-widokiem-na-las-ID4uYz7
Klimatyczne 70m2,"4 000 zł
/miesiąc","72m²
Wynajmę również studentom
3 pokoje
tylko dla niepalących
dwupoziomowe",5/6,miejskie,do zamieszkania,,5 000 zł,prywatny,"balkon
tylko dla niepalących
pom. użytkowe","Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",52.23614,21.00817,True,2000,tak,blok,"teren zamknięty
monitoring / ochrona","zmywarka
lodówka
meble
piekarnik
kuchenka
telewizor
pralka
klimatyzacja",internet,"drzwi / okna antywłamaniowe
domofon / wideofon","(None,)","**Do wynajęcia klimatyczne mieszkanie dwupoziomowe**
Oferuję do wynajęcia wyjątkowe, świeżo malowane mieszkanie, idealne dla rodziny lub osób pragnących przestrzeni i niezależności. Mieszkanie składa się z:
- przestronnej kuchni,
- salonu z designerskim oświetleniem,
- dwóch sypialni, z dwoma wygodnymi łóżkami dwu osobowymi
- dwóch łazienek (wanna i prysznic),
- garderoby,
- pralni.
Dodatkowo mieszkanie wyposażone jest w klimatyzację, co zapewnia komfort przez cały rok. Gotowe do zamieszkania, wystarczy tylko wnieść swoje rzeczy!

Okolica: 
Bezpośrednio z osiedla wyjście do zielonego lasu,
Sklepy spożywcze, mięsny, piekarnie, Rossmann, sklepy usługowe i kawiarnia na przeciwko osiedla
duża szkoła podstawowa. 
Komunikacja
autobus 245 bezpośrednio do II linii metra 
autobus 199 bezpośrednio do stacji SKM Rembertów 
Bezpośredni wylot na trasę Żołnierską - centrum Warszawy osiągalne w 20 minut!
**Cena wynajmu:
4000 PLN + czynsz i media w ramach zużycia.**
Szybki internet 70 PLN miesięcznie.
Osoby zainteresowane proszę o kontakt bezpośredni do godz 20:00.
**Oferta prywatna, pośrednikom dziękuję!**
*Zwierzęta są akceptowane pod pewnymi warunkami określonymi przez właściciela. 
*Tylko dla niepalących!
*Elementy dekoracyjne, jak poduszki, koce, kosze rośliny i konsola i Tv stanowią element pokazowy. ",https://www.otodom.pl/pl/oferta/klimatyczne-70m2-ID4uWm4
Wygodne M2 z garderobą przy metrze Młynów,"3 500 zł
/miesiąc","44m²
2 pokoje",5/6,miejskie,do zamieszkania,,4 150 zł,biuro nieruchomości,"balkon
garaż/miejsce parkingowe","ul. Sokołowska, Młynów, Wola, Warszawa, mazowieckie",52.236271,20.959492,False,2017,tak,blok,"teren zamknięty
monitoring / ochrona","zmywarka
lodówka
meble
piekarnik
kuchenka
telewizor
pralka","telewizja kablowa
internet
telefon","system alarmowy
drzwi / okna antywłamaniowe
domofon / wideofon
rolety antywłamaniowe","(None,)","Polecam Państwu wyjątkową ofertę wynajmu mieszkania znajdującego się w jednej z bardziej atrakcyjnych lokalizacji w Warszawie - na Woli, blisko metra Młynów/Płocka
Dostępne do oglądania po 18.02.
LOKALIZACJA:
Nieruchomość znajduję się na 5, przedostatnim piętrze budynku, w inwestycji z 2017 roku. Usytuowana jest na nowoczesnym osiedlu, przy ul. Sokołowskiej 11. To cicha ulica z bogatą infrastrukturą handlowo-usługową w zasięgu pieszym. Na parterach pobliskich budynków znajdują się m.in sklep Auchan, lokale gastronomiczne, Biedronka i Żabka, na piechotę jest także siłownia Total Fitness, blisko także do kościoła, apteki, poczty, szpitala, uczelni, nawet do centrów handlowych (Arkadia, Kliff, Wola Park), a także rozległych terenów zielonych (m.in. Park Sowińskiego i Moczydło z kompleksem basenów). Naprawdę wszystko czego dusza i ciało zapragnie.
KOMUNIKACJA:
Komunikacja miejska jest wprost wymarzona – liczne autobusy i tramwaje przy głównych ulicach (Górczewskiej/Wolskiej i Prymasa Tysiąclecia), nawet pociągi (Warszawa Wola/Młynów), ale przede wszystkim tylko 4 minuty do metra II linii – stacja Młynów. Gorąco polecam lokalizację wszystkim amatorom miejskiego stylu życia.
  MIESZKANIE:
O podwyższonym standardzie, urządzone z dbałością o szczegóły i funkcjonalność. Wyposażone we wszystkie niezbędne meble i sprzęty. Posiada dobry rozkład i składa się z: ustawnego salonu połączonego z aneksem kuchennym, sypialni z pojemną garderobą, korytarza z szafą wnękową oraz łazienki z WC (i prysznicem typu walk-in). Do mieszkania przynależy także duży balkon typu loggia z wejściem zarówno z salonu jak i sypialni. Mieszkanie o wschodniej ekspozycji zapewnia słoneczne poranki i komfort termiczny w upalne dni.
  FINANSE:
Koszt najmu: ok 4150 (3500 zł czynsz najmu + 656 zł czynsz administracyjny z zaliczkami na media)
Pozostałe: prąd wg zużycia, ewentualne wyrównanie za media co pół roku.
Internet/TV - umowa i opłata w zakresie najemcy
KAUCJA: 1 miesięczna kwota najmu - 4150 zł
PROWIZJA: 50% miesięcznej kwoty najmu
Możliwe wynajęcie miejsca postojowego w garażu podziemnym za dodatkową opłatą.
  Preferowany najem długoterminowy, dla osób dorosłych, na minimum 12 miesięcy, na podstawie umowy najmu okazjonalnego.
Tylko dla osób mówiących po polsku.
AVAILABLE ONLY FOR POLISH SPEAKER TENANT
Zapraszam do kontaktu przez formularz lub telefonicznego, w tygodniu w godzinach ok. 9-19, w weekendy 10-16 oraz na prezentację mieszkania w dogodnym dla Państwa terminie, po wcześniejszym uzgodnieniu 
Oferta na wyłączność agencji, dostępna tylko u nas.
_
KONTAKT:
Zuzanna Mroziewicz
Expert ds. Nieruchomości Mieszkalnych
Skontaktuj się
Lucky House

Przedstawiona wyżej oferta nie jest ofertą handlową w rozumieniu przepisów prawa lecz ma charakter informacyjny. Lucky House dokłada wszelkich starań, aby treści przedstawione w naszych ofertach były rzetelne. Dane dotyczące ofert uzyskano na podstawie wizji lokalnej i oświadczeń Wynajmujących.
Pokaż mniej",https://www.otodom.pl/pl/oferta/wygodne-m2-z-garderoba-przy-metrze-mlynow-ID.4uVEi
Nowoczesne 2-pokojowe mieszkanie w Ursusie – 41m²,"2 850 zł
/miesiąc","41m²
2 pokoje",4/9,miejskie,do zamieszkania,2025-02-28,3 600 zł,biuro nieruchomości,garaż/miejsce parkingowe,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",52.20439,20.883406,False,2023,tak,apartamentowiec,monitoring / ochrona,,,domofon / wideofon,"(None,)",Nowoczesne 2-pokojowe mieszkanie w Ursusie – 41m² + miejsce postojowe,https://www.otodom.pl/pl/oferta/nowoczesne-2-pokojowe-mieszkanie-w-ursusie-41m-ID4uYzj
