title,rent_price,area_room_num,floor,ogrzewanie,flat_condition,available_from,deposit,advertiser_type,additional_information,location,latitude,longitude,approximate_coordinates,year_of_construction,elevator,building_type,security,equipment,utilities,safeguards,announcement_date,adv_description,link
"Unikatowe mieszkanie na Grochowie, 3 pokoje","5 200 zł
/miesiąc","54m²
3 pokoje",4/15,miejskie,do zamieszkania,,5 200 zł,biuro nieruchomości,"balkon
garaż/miejsce parkingowe
piwnica","Grochów, Praga-Południe, Warszawa, mazowieckie",52.24491,21.088778,True,2018,tak,apartamentowiec,monitoring / ochrona,"zmywarka
lodówka
meble
piekarnik
kuchenka
pralka","telewizja kablowa
internet
telefon","system alarmowy
drzwi / okna antywłamaniowe
domofon / wideofon","(None,)","Stylowe mieszkanie z artystycznym charakterem na Grochowie

Piękne, stylowe mieszkanie z wyjątkowym, artystycznym charakterem, idealne dla osób ceniących oryginalne wnętrza, komfort i funkcjonalność. W pełni wyposażone, gotowe do zamieszkania.
Mieszkanie składa się z:
przestronnego salonu z unikalnym wystrojem
sypialni w stylu loftowym
gabinetu / drugiej sypialni z designerskimi elementami
toalety
balkonu z klimatycznym widokiem
Lokalizacja: ul. Grochowska – doskonała lokalizacja! W tym samym budynku znajduje się galeria handlowa z licznymi sklepami, restauracjami oraz całodobową siłownią. Świetna komunikacja z centrum miasta – w pobliżu przystanki autobusowe i tramwajowe.
Dodatkowe atuty:
miejsce postojowe w hali garażowej (300 zł/mies.)
wysoki standard wykończenia z artystycznymi detalami
unikatowy design wnętrza
Opłaty:
4200 zł miesięcznie + 1000 zł czynsz administracyjny + opłata za prąd
Dostępność:
Mieszkanie dostępne od zaraz
Oferta agencji nieruchomości – pobieramy prowizję w wysokości jednomiesięcznego czynszu.
Charming, Artistic Apartment on Grochowska

A beautiful and stylish apartment with a unique artistic character, perfect for those who appreciate original interiors, comfort, and functionality. Fully furnished and ready to move in.
The apartment consists of:
a spacious living room with a distinctive design
a loft-style bedroom
an office / second bedroom with designer elements
a toilet
a balcony with a charming view
Location: Grochowska Street – a fantastic location! The building includes a shopping mall with numerous stores, restaurants, and a 24-hour gym. Excellent public transport connections with the city center (buses and trams nearby).
Additional Features:
private parking space in the underground garage (300 PLN/month)
high-quality finishes with artistic details
unique interior design
Fees:
4200 PLN per month + 1000 PLN administrative fee + electricity
Availability:
Available immediately
This is a real estate agency listing – we charge a commission fee equivalent to one month’s rent.",https://www.otodom.pl/pl/oferta/unikatowe-mieszkanie-na-grochowie-3-pokoje-ID4uUKj
"Mieszkanie, 70 m², Warszawa","4 500 zł
/miesiąc","70m²
2 pokoje",> 10/16,,do zamieszkania,2025-01-23,,biuro nieruchomości,"balkon
garaż/miejsce parkingowe","ul. Żelazna, Mirów, Wola, Warszawa, mazowieckie",52.233609,20.991055,False,2006,tak,apartamentowiec,monitoring / ochrona,meble,,,"(None,)","Bardzo przestronne, prawie 70-metrowe mieszkanie w centrum Warszawy, przy ul. Żelaznej 59, z pięknym widokiem na centrum Warszawy.
Usytuowane na 11 piętrze w budynku z 2006 roku.
2-pokojowe.
Teren zamknięty, ochrona, monitoring, kontrola dostępu.
Mieszkanie składa się z dużej otwartej przestrzeni, którą tworzą aneks kuchenny, salon, jadalnia i przedpokój.
Ponadto oddzielna, widna sypialnia z podwójnym łóżkiem, a z niej wejście do pojemnej garderoby.
Łazienka wyposażona w wc, bidet, kabinę prysznicową, umywalkę oraz pralkę.
Budynek zadbany, z wewnętrznym patio, ochroną i monitoringiem.
Możliwość wynajęcia miejsca postojowego w cenie 300 zł/msc.
Wysokie piętro gwarantuje piękny widok na biznesowe centrum Warszawy.
Ekspozycja okien na południe oraz wschód.
Doskonała komunikacja.
500 m do stacji metra Rondo ONZ, tramwaje i autobusy przy ul. Prostej, autobusy przy ul. Żelaznej oraz Grzybowskiej. 1,3 km do Dworca Centralnego.
W budynku znajdują się liczne punkty usługowe, sklep spożywczy, restauracje i kawiarnie. Szkoła tańca Salsa Libre.

Czynsz najmu: 4500 zł plus czynsz administracyjny 800 zł plus prąd
Kaucja - 5500 zł
Mieszkanie wolne od zaraz.

UMOWA NAJMU OKAZJONALNEGO
OCCASIONAL LEASE AGREEMENT
You must submit to execution at a notary public and indicate another premises in Poland, (yours, your family's or a friend's), and the owner's consent to live in this premises in case of termination of the lease agreement.
Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",https://www.otodom.pl/pl/oferta/mieszkanie-70-m-warszawa-ID4uUCI
Śliczna kawalerka na Mokotowie z klimatyzacją,"3 000 zł
/miesiąc","30m²
1 pokój",1/6,miejskie,,,3 500 zł,biuro nieruchomości,"balkon
piwnica","ul. Konstruktorska, Służewiec, Mokotów, Warszawa, mazowieckie",52.185523,20.995455,False,2018,tak,apartamentowiec,"teren zamknięty
monitoring / ochrona",,internet,domofon / wideofon,"(None,)","Do wynajęcia eleganckie, mieszkanie o wysokim standardzie wykończenia przy centrum biurowym Mokotowa. Mieszkanie znajduje się na 1 piętrze i składa się z przestronnego salonu z aneksem kuchennym, łazienki oraz balkonu. Mieszkanie w pełni umeblowane i wyposażone nowym sprzętem wysokiej jakości. W salonie znajduje się rozkładana sofa. Mieszkanie ciche, okna usytuowane na wschód, słoneczne do południa, wieczorem pozwala na komfortowy wypoczynek z dala od bezpośredniej słonecznej ekspozycji (szczególnie pożądane w ciepłych miesiącach).
Budynek w wysokim standardzie wykończenia, elegancka recepcja (kamień i drewno), zapewniona całodobowa ochrona, wideodomofon w mieszkaniu, pełny monitoring terenu i ładnie zagospodarowany dziedziniec.
Okolica
Bardzo dobra komunikacja - przystanek autobusowy bezpośrednio przy budynku, w niedalekiej odległości przystanek tramwajowy, blisko do stacji kolejowej Służewiec, do stacji metra Wierzbno 5 min. jednym autobusem, wypożyczalnia rowerów Veturilo. Rowerem lub tramwajem (3 przystanki) w 7 minut na Pole Mokotowskie lub do Parku Królikarnia. Szybki i wygodny dojazd do trasy S2 i autostrady A2. Centrum biurowo-biznesowe Mokotowa dostępne spacerem zamiast stania w korkach dojeżdżając do pracy. Wokół pełna infrastruktura - sklepy, restauracje (do najlepszej włoskiej restauracji w Warszawie 200 m.), kawiarnie, Centrum Medyczne Lux Med, i Enelmed, centrum fitness, basen, w pobliżu galeria Mokotów.
Czynsz najmu: 3500 zł miesięcznie + opłaty licznikowe za wodę, prąd.
Wymagana kaucja jednomiesięczna
miejsca postojowego w garażu podziemnym w kwocie
Okres najmu najchętniej co najmniej jednoroczny.
Dane Kontaktowe:Biuro Nieruchomości Favoestate.favoestate.plEwa Skontaktuj się, Ewa@favoestate.plPrzedstawione powyżej propozycje nie stanowią oferty handlowej w rozumieniu przepisów prawa, lecz mają charakter informacyjny.
Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.",https://www.otodom.pl/pl/oferta/sliczna-kawalerka-na-mokotowie-z-klimatyzacja-ID4uUFP
Włochy | 54m2 | ul. Fasolowa | Klimatyzacja,"3 500 zł
/miesiąc","54m²
Wynajmę również studentom
3 pokoje",2/4,gazowe,do zamieszkania,2025-02-01,3 500 zł,biuro nieruchomości,balkon,"ul. Fasolowa, Stare Włochy, Włochy, Warszawa, mazowieckie",52.199422,20.908285,False,2009,tak,apartamentowiec,"teren zamknięty
monitoring / ochrona","zmywarka
lodówka
meble
piekarnik
kuchenka
telewizor
pralka
klimatyzacja",,"system alarmowy
drzwi / okna antywłamaniowe
domofon / wideofon","(None,)","Do wynajęcia mieszkanie 54 m² – Warszawa Włochy, ul. Fasolowa

Agencja Nieruchomości ESTEUM zaprasza do wynajęcia przestronnego i nowoczesnego mieszkania w doskonałej lokalizacji.
Opis mieszkania:
• Powierzchnia: 54 m²
• Stan: Po generalnym remoncie, w pełni umeblowane
• Układ:
• Przestronny salon
• Sypialnia
• Kuchnia
• Łazienka
• Dostępność: Wolne od zaraz
Lokalizacja:
Mieszkanie znajduje się w zielonej części Włoch, zaprojektowanej w koncepcji miasta-ogrodu. Okolica oferuje:
✔ Sprawny dojazd do centrum Alejami Jerozolimskimi
✔ Bliskość Południowej Obwodnicy Warszawy
✔ Dogodny dostęp do Dworca Zachodniego i Lotniska Chopina
✔ Popularne centra handlowe: Factory Ursus, Reduta, Blue City
✔ Park ze Stawami Cietrzewia – idealne miejsce do rekreacji
✔ W pobliżu liczne sklepy, Żabki, supermarket API
Dojazd do centrum Szybką Koleją Miejską zajmuje jedynie 15 minut. W pobliżu dostępne są także linie autobusowe oraz rozwinięta infrastruktura edukacyjna.
Koszty:
• Czynsz najmu: 3500 zł
• Czynsz administracyjny: 1300 (z zaliczkami na media)
• Kaucja: 3500 zł
• Miejsce postojowe w garażu podziemnym: dodatkowo 300 zł (nieobowiązkowe)
• Dodatkowe opłaty: według zużycia (media, prąd, woda, gaz)
• Forma najmu: Najem okazjonalny
Zapraszamy do kontaktu i umówienia się na prezentację!
Agencja Nieruchomości ESTEUM",https://www.otodom.pl/pl/oferta/wlochy-54m2-ul-fasolowa-klimatyzacja-ID4uUFM
Przytulne 2 Pokojowe Mieszkanie Na Ochocie,"3 200 zł
/miesiąc","37m²
2 pokoje",2/4,,do zamieszkania,2025-02-07,3 200 zł,biuro nieruchomości,"balkon
garaż/miejsce parkingowe
piwnica
oddzielna kuchnia","ul. Jasielska, Rakowiec, Ochota, Warszawa, mazowieckie",52.19836,20.98081,False,1964,tak,,,"piekarnik
lodówka
pralka",,,"(None,)","We speak PL/EN/RU/UA

ONLY HERE:

PL:
Piękne 2-pokojowe mieszkanie do wynajęcia w świetnej lokalizacji!
Lokalizacja: 2. piętro w 4-piętrowym bloku z 1964 roku.
Powierzchnia: 37 m²
Układ: 2 oddzielne pokoje, osobna kuchnia, balkon, piwnica.
Stan mieszkania: Gotowe do zamieszkania! Nowe okna PCV, wymienione instalacje.
Ogrzewanie: Miejskie.
Media: Prąd, woda, ciepła woda miejska, gaz, internet.
Otoczenie: W pobliżu sklepy, żłobek, przedszkole, szkoła podstawowa, park, a także basen, apteka, przychodnia, szpital i przystanki komunikacji miejskiej (autobus, kolej podmiejska). Bardzo blisko Uniwersytetu Medycznego.

Na zewnątrz znajduje się ogólnodostępna strefa parkingowa, z możliwością wynajęcia dedykowanego miejsca postojowego.

Mieszkanie jest częściowo umeblowane - właściciel może doposażyć je zgodnie z potrzebami najemcy.

Cena: 3200 zł + opłaty licznikowe.
Forma najmu: Najem okazjonalny.

Nie przegap tej wyjątkowej oferty! Zapraszam do kontaktu i umówienia się na prezentację.

Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 § 1 Kodeksu cywilnego. Szczegóły oferty mogą ulec zmianie, a jej dostępność nie jest gwarantowana. Administratorem danych osobowych jest Focus Real Estate Sp. z o.o. z siedzibą przy ul. Ananasowej 29/U17C, 00-711 Warszawa. Dane przetwarzane są w celu kontaktu w sprawie oferty, zgodnie z obowiązującymi przepisami prawa.

EN:
Beautiful 2-room apartment for rent in a great location!
Location: 2nd floor in a 4-story building from 1964.
Area: 37 m²
Layout: 2 separate rooms, independent kitchen, balcony, basement.
Condition: Ready to move in! New PVC windows, updated installations.
Heating: District heating.
Utilities: Electricity, water, hot water, gas, internet.
Surroundings: Nearby shops, nursery, kindergarten, primary school, park, as well as a swimming pool, pharmacy, clinic, hospital, and public transport (bus, suburban train). Very close to the Medical University.

Outside, there is a shared parking area with the option to rent a dedicated parking space if needed.

The apartment is partially furnished - the owner can provide additional furniture as required by the tenant.

Price: 3200 PLN + utility bills.
Rental type: Occasional lease.

Don't miss out on this exceptional offer! Contact us to schedule a viewing.

RU:
Прекрасная 2-комнатная квартира в аренду в отличном месте!
Расположение: 2-й этаж в 4-этажном доме 1964 года.
Площадь: 37 м²
Планировка: 2 отдельные комнаты, отдельная кухня, балкон, подвал.
Состояние: Готова к заселению! Новые окна ПВХ, заменены коммуникации.
Отопление: Центральное.
Коммунальные удобства: Электричество, вода, горячая вода, газ, интернет.
Окружение: Рядом магазины, детский сад, начальная школа, парк, а также бассейн, аптека, поликлиника, больница и остановки общественного транспорта (автобус, пригородная железная дорога). Очень близко к Медицинскому университету.

Во дворе есть общая парковка, с возможностью аренды индивидуального парковочного места при необходимости.

Квартира частично меблирована - владелец может докупить мебель по запросу арендатора.

Цена: 3200 злотых + коммунальные платежи.
Тип аренды: Оказиональный найм.

Не упустите эту замечательную возможность! Свяжитесь с нами, чтобы договориться о просмотре.

UA:
Чудова 2-кімнатна квартира в оренду в прекрасному місці!
Розташування: 2-й поверх у 4-поверховому будинку 1964 року.
Площа: 37 м²
Планування: 2 окремі кімнати, окрема кухня, балкон, підвал.
Стан: Готова до заселення! Нові вікна ПВХ, замінені комунікації.
Опалення: Центральне.
Комунальні послуги: Електрика, вода, гаряча вода, газ, інтернет.
Інфраструктура: Поруч магазини, дитячий садок, початкова школа, парк, а також басейн, аптека, поліклініка, лікарня та громадський транспорт (автобус, приміська залізниця). Дуже близько до Медичного університету.

На вулиці є загальна парковка з можливістю орендувати особисте паркомісце за потреби.

Квартира частково мебльована - власник може придбати додаткові меблі на запит орендаря.

Ціна: 3200 злотих + комунальні платежі.
Тип оренди: Оказіональний найм.

Не пропустіть цю чудову пропозицію! Зв’яжіться з нами, щоб домовитися про перегляд.",https://www.otodom.pl/pl/oferta/przytulne-2-pokojowe-mieszkanie-na-ochocie-ID.4uTmR
Klimatyczne / Metro Wawrzyszew / Balkon,"2 800 zł
/miesiąc","42m²
2 pokoje",3/8,miejskie,do zamieszkania,2025-01-24,3 000 zł,biuro nieruchomości,"balkon
garaż/miejsce parkingowe
oddzielna kuchnia","al. Aleja Władysława Reymonta, Piaski, Bielany, Warszawa, mazowieckie",52.27313,20.93676,False,,tak,blok,monitoring / ochrona,meble,,domofon / wideofon,"(None,)","Oferuję na wynajem przestronne mieszkanie o powierzchni 42 m2.
Mieszkanie znajduje się na warszawskich Bielanach, idealne dla osób ceniących sobie wygodę i komfort. Miejsca parkingowe ogólnodostępne.

Na powierzchnię składa się:
- Pokój dzienny.
- Sypialnia.
- Oddzielna kuchnia.
- Hol.
- Łazienka.

Lokalizacja:
W najbliższej okolicy przystanki autobusowe i tramwajowe. Najbliższa stacja metra Stare Bielany znajduje się 15 minut pieszo. Blisko sklepy spożywcze i wszystkie niezbędne punkty usługowe.

Opłaty:
- 2800 zł + czynsz administracyjny (920 zł) + prąd, gaz.
- Kaucja 3000 zł.

Serdecznie zapraszam do kontaktu w celu umówienia się na prezentację mieszkania oraz uzyskania dodatkowych informacji!

W swojej ofercie posiadamy również dodatkowe usługi takie jak: projektowanie i remonty wnętrz wraz z ich nadzorem, usługę zarządzania najmem oraz doradztwo kredytowe. Zapraszamy do kontaktu, chętnie udzielimy więcej informacji!",https://www.otodom.pl/pl/oferta/klimatyczne-metro-wawrzyszew-balkon-ID4uSXH
2- pokojowe mieszkanie przyjazne zwierzętom,"3 400 zł
/miesiąc","48.5m²
2 pokoje
tylko dla niepalących",5/11,miejskie,do zamieszkania,,4 000 zł,prywatny,"balkon
garaż/miejsce parkingowe
tylko dla niepalących
oddzielna kuchnia","ul. Potocka, Marymont-Potok, Żoliborz, Warszawa, mazowieckie",52.277455,20.982414,False,1984,tak,blok,,"zmywarka
lodówka
meble
piekarnik
kuchenka
pralka",internet,"drzwi / okna antywłamaniowe
domofon / wideofon","(None,)","Wynajmę 2 - pokojowe mieszkanie z oddzielną kuchnią na Żoliborzu. Mieszkanie położone przy ulicy Potockiej 8, na 5 piętrze w 11 piętrowym bloku. Na piętrze w klatce tylko 3 mieszkania.
Mieszkanie bardzo dobrze skomunikowane - pętla tramwajowa 250m - tramwaj nr 15, przystanek autobusowy 200m - autobusy 157, 181, 185, 122, stacja metra Plac Wilsona i Marymont ok 1 km pieszo lub 2 przystanki.
Mieszkanie po generalnym remoncie w 2019 r. Jest bardzo ciepłe, ogrzewanie i ciepła woda z sieci miejskiej.
Położone jest w cichej i spokojnej okolicy, pełnej zieleni, w mało gęstej zabudowie. 5 min spacerem znajduje się urokliwy Park Kępa Potocka. Pod drugiej stronie ulicy basen, siłownia, lodowisko. W pobliżu sklep spożywczy, kawiarnie i restauracje.
Mieszkanie składa się z dużego salonu z wyjściem na balkon, oddzielnej kuchni z oknem, korytarza, przestronnej łazienki oraz sypialni.
Wyposażenie:
1. Salon: rozkładany narożnik, stół + krzesła (krzesła inne niż na zdjęciach), duża zabudowa z półkami do książek i zamykanymi szafkami, lampa podłogowa, szafka RTV. Pokój jest zamykany. 
2. Sypialnia: łózko z materacem  160 cm, 4 - drzwiowa szafa Pax z miejscem do przechowywania zarówno odzieży na wieszakach jak i złożonej na półkach, biurko gdzie można urządzić kącik do pracy, 2 komody
3. Korytarz: ogromna szafa od podłogi do sufitu z miejscem na przechowywanie kurtek, płaszczy ale też odkurzacza czy rzadziej używanych rzeczy.
4. Łazienka: wanna ze szklanym parawanem co pozwala zarówno wziąć szybki prysznic (duża deszczownica) jak i spędzić wieczór w pianie z kieliszkiem wina, szafka z umywalką i okrągłe lustro, toaleta, pralka Bosch oraz słupek do przechowywania rzeczy. 
5. Kuchnia: w pełni wyposażona - zmywarka 60 cm, płyta gazowa (gaz w czynszu, bez dodatkowego rachunku), duża lodówka 201 cm, piekarnik z termoobiegiem, okap, kuchenka mikrofalowa. Zabudowa kuchenna z dużymi szufladami, zapewnia masę miejsca do przechowywania. 
Mieszkanie było wykańczane z myślą o własnym komforcie. 
W ramach czynszu dodatkowo miejsce na jeden rower w zamkniętej rowerowni w budynku, własne miejsce parkingowe na zamkniętym parkingu obok budynku oraz dostęp do stałego łącza internetowego.
Zapraszamy osoby ze zwierzętami - mieszkanie ma zabezpieczony siatką balkon oraz jedno okno w sypialni - koty mogą bezpiecznie oglądać świat.
Możliwość oglądania po wcześniejszym umówieniu - popołudniami, czasem w ciągu dnia. Cały czas mieszkamy w tym mieszkaniu.
Tylko najem okazjonalny. Sprawdź proszę czy odpowiada Ci ta forma przed umówieniem się z nami.
Najem minimum na rok. Dostępne od drugiej połowy marca.
Ogłoszenie bezpośrednie, agencjom zdecydowanie dziękujemy.",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-przyjazne-zwierzetom-ID4uWtf
Luksusowy Apartament - Unikalna Okazja!,"7 600 zł
/miesiąc","135.6m²
3 pokoje",2/2,gazowe,do zamieszkania,2025-01-13,15 000 zł,biuro nieruchomości,"taras
balkon
garaż/miejsce parkingowe","ul. Janczarów, Wilanów Królewski, Wilanów, Warszawa, mazowieckie",52.169074,21.087754,False,2000,nie,apartamentowiec,,klimatyzacja,internet,domofon / wideofon,"(None,)","Prestige Real Estate ma zaszczyt zaprezentować wyjątkowy apartament na warszawskim Wilanowie, który zapewni Państwu komfortowy i luksusowy styl życia.

Ten przestronny apartament zajmuje ostatnie piętro budynku i oferuje niepowtarzalne doświadczenie mieszkalne. Jego najważniejszym atutem jest przestronny 15-metrowy taras, który zapewni Państwu spektakularne widoki oraz doskonałe miejsce do relaksu i rozrywki na świeżym powietrzu.

Wnętrze apartamentu zachwyca olbrzymim salonem, który jest sercem tego miejsca. To przestrzeń, w której możecie Państwo urządzić swoje wymarzone miejsce do spotkań rodzinnych i przyjęć. W salonie zamontowana została klimatyzacja, co zapewnia optymalną temperaturę przez cały rok. Dodatkowo, w salonie znajduje się duży kominek, który doda uroku i przytulności wnętrzu, idealnie nadając się do wieczornych chwil przy blasku płomieni.

Apartament posiada dwie łazienki, co znacznie zwiększa komfort życia codziennego. To rozwiązanie zapewnia wygodę dla mieszkańców, pozwalając uniknąć porannych kolejek do łazienki. Dodatkowo, apartament oferuje dwie sypialnie, co sprawia, że jest idealnym miejscem dla rodziny lub osób ceniących sobie przestrzeń do relaksu i wypoczynku.

Kuchnia w apartamencie jest w pełni wyposażona, co ułatwia codzienne gotowanie i przygotowywanie posiłków. To miejsce, gdzie każdy miłośnik kulinariów będzie mógł wyrazić swoją pasję.

Ta oferta jest niezwykle atrakcyjna i niepowtarzalna, dlatego gorąco ją polecamy. Ten apartament na Wilanowie to doskonała okazja do nabycia wymarzonego miejsca do życia w prestiżowej okolicy. Nie przegapcie tej wyjątkowej możliwości - skontaktujcie się z nami już dziś, aby umówić się na prezentację tego fantastycznego apartamentu!

Prestige Real Estate is proud to present a unique apartment in Warsaw's Wilanów, which will provide you with a comfortable and luxurious lifestyle.

This spacious apartment occupies the top floor of the building and offers a unique living experience. Its most important asset is the spacious 15-meter terrace, which will provide you with spectacular views and a perfect place to relax and entertain in the fresh air.

The interior of the apartment delights with a huge living room, which is the heart of this place. This is a space where you can arrange your dream place for family meetings and parties. The living room is equipped with air conditioning, which ensures an optimal temperature all year round. Additionally, the living room has a large fireplace, which will add charm and coziness to the interior, ideal for evening moments by the glow of flames.

The apartment has two bathrooms, which significantly increases the comfort of everyday life. This solution provides convenience for residents, allowing them to avoid morning queues for the bathroom. Additionally, the apartment offers two bedrooms, which makes it an ideal place for a family or people who value space for relaxation and rest.

The kitchen in the apartment is fully equipped, which makes everyday cooking and meal preparation easier. This is a place where every culinary lover will be able to express their passion.

This offer is extremely attractive and unique, which is why we highly recommend it. This apartment in Wilanów is a great opportunity to purchase a dream place to live in a prestigious area. Don't miss this unique opportunity - contact us today to arrange a presentation of this fantastic apartment!

ORGANIZUJEMY RÓWNIEŻ PREZENTACJE ONLINE ORAZ WIDEO

Organizujemy zdalne wizyty za pośrednictwem popularnych komunikatorów oraz posiadamy wiele filmów naszych nieruchomości.

Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.
Jako profesjonalna Agencja Nieruchomości pobieramy prowizję w przypadku zawarcia umowy najmu lub sprzedaży.
W przypadku zgłoszenia telefonicznego lub wiadomości przetwarzamy dane osobowe zgodnie z RODO w celu przedstawienia oferty. Administratorem danych osobowych jest Prestige Real Estate sp. z o. o. z siedzibą w Warszawie przy ul. Solec 18/20. Mają Państwo prawo w dowolnym momencie do modyfikacji danych lub wycofania zgody.

PRESTIGE REAL ESTATE - WYNAJEM DŁUGOTERMINOWY i SPRZEDAŻ NIERUCHOMOŚCI PREMIUM

Nasze specjalizacje: mieszkania na wynajem i sprzedaż w Warszawie, luksusowe domy na sprzedaż i wynajem, nieruchomości dla firm i ambasad, obsługa ekspatów, sprzedaż luksusowych nieruchomości Premium.

Więcej szczegółów oraz ofert naszej stronie internetowej


_______
English:

WE ORGANIZE ONLINE AND VIDEO PRESENTATIONS
Ask about a remote visit.


The content of this announcement does not constitute an offer within the meaning of the Civil Code.
As a professional Real Estate Agency, we charge a commission.
In the case of contact via telephone or message, we process personal data in accordance with the GDPR in order to present an offer. The administrator of personal data is Prestige Real Estate sp. z o. o. with its registered office in Warsaw at ul. Solec 18/20. You have the right to modify your data or withdraw your consent at any time.

Prestige Real Estate Agency - Apartments and houses for rent or sell in Warsaw.

Our specialization:
Luxury properties for rent or sell in Warsaw, apartments and houses for embassy employees and expats, penthouses with best views in Warsaw, houses near American, British and French schools.

For more visit our website

Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",https://www.otodom.pl/pl/oferta/luksusowy-apartament-unikalna-okazja-ID4uUOx
Nowoczesne mieszkanie w Rezydencji Naruszewicza,"4 900 zł
/miesiąc","58m²
2 pokoje",2/8,miejskie,do zamieszkania,2025-02-10,,biuro nieruchomości,"balkon
garaż/miejsce parkingowe","ul. Adama Naruszewicza, Wierzbno, Mokotów, Warszawa, mazowieckie",52.190883,21.017986,False,2016,tak,apartamentowiec,monitoring / ochrona,"meble
lodówka
piekarnik
zmywarka
kuchenka",,domofon / wideofon,"(None,)","NOWOCZESNE MIESZKANIE W REZYDENCJI NARUSZEWICZA, 2 POKOJE, 58 m 2, TUŻ PRZY STACJI METRA WIERZBNO


BUDYNEK:

Rezydencja Naruszewicza to elegancki apartamentowiec, który składa się z 8 kondygnacji naziemnych wykończonych materiałami najwyższej jakości. Po bokach głównej bryły znajdują się niższe, pięciopiętrowe części budynku z tarasami wyposażonymi w ozdobne pergole. W budynku znajduje się elegancka recepcja, a na dachu piękny ogród. Cała inwestycja stanowi unikalne połączenie nowoczesnej architektury z eleganckim wystrojem wnętrz, które zostało zaprojektowane przez Macieja Zienia, jednego z najbardziej znanych projektantów mody w Polsce.

ROZKŁAD POMIESZCZEŃ:

- powierzchnia 58m2
- piętro 2/8
- salon połączony z otwartą kuchnią
- sypialnia
- łazienka z wanną
- garderoba
- loggia


STANDARD WYKOŃCZENIA:

- mieszkanie wykończone w wysokim standardzie
- meble kuchenne wykonane na zamówienie
- sprzęty kuchenne i armatura łazienkowa wysokiej jakości
- w pełni umeblowane, gotowe do wprowadzenia


INFORMACJE DODATKOWE:

Dodatkowo płatny miesięczny czynsz administracyjny 1020 PLN oraz energia i internet.
Do mieszkania przynależy miejsce w garażu podziemnym płatne miesięcznie 300 PLN.


LOKALIZACJA:

Mokotów to jedna z najpiękniejszych i najbarwniejszych dzielnic Warszawy, ważny ośrodek kultury i edukacji. To tutaj znajdują się m. in.: Biblioteka Narodowa, Politechnika Warszawska i Szkoła Główna Handlowa. Znakomite połączenie z innymi częściami miasta zarówno komunikacją miejską - metro tuż przy budynku, jak i samochodem. W bezpośrednim sąsiedztwie znajdują się liczne sklepy, restauracje, kawiarnie oraz punkty usługowe.
Stary Mokotów to idealne miejsce dla osób ceniących sobie możliwość rekreacji i wypoczynku w otoczeniu zieleni -w niedalekiej odległości możemy rozpocząć spacer w Królikarni, Parku Arkadia, przejażdżkę rowerem po Polach Mokotowskich czy jogging w parku Dreszera.


Jako Agencja Nieruchomości pobieramy prowizję.

Przedstawiona wyżej propozycja nie jest ofertą handlową w rozumieniu przepisów prawa lecz ma charakter informacyjny. Dokładamy wszelkich starań, aby treści przedstawione w naszych ofertach były aktualne i rzetelne. Dane dotyczące oferty uzyskano na podstawie oświadczeń Wynajmującego.
---




Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-rezydencji-naruszewicza-ID4uWoR
Mieszkanie 2-pok | 44m2 | Potocka,"2 900 zł
/miesiąc","44m²
2 pokoje",1/4,miejskie,,2025-02-12,,biuro nieruchomości,balkon,"Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",52.273653,20.979187,False,1958,nie,kamienica,,meble,"telefon
internet
telewizja kablowa",,"(None,)","Numer oferty w biurze: 7210/4186/OMW

BUDYNEK I OSIEDLE - ul. Potocka
Piętro 1 z 4, brak windy, teren ogrodzony, ogrzewanie miejskie,

UKŁAD POMIESZCZEŃ - 44 m2
Mieszkanie: kuchnia, 2 pokoje, korytarz, łazienka i toaleta (oddzielne)
Powierzchnie dodatkowe: balkon

UMEBLOWANIE I WYPOSAŻENIE
Mieszkanie umeblowane.
Sprzęty: lodówka z zamrażarką, piekarnik, kuchenka gazowa, wyciąg kuchenny, pralka,
Armatura: prysznic,

OPŁATY MIESIĘCZNE
Czynsz najmu: 2 900 PLN
Dodatkowo energia elektryczna i gaz

---
SZEŚĆ ŚCIAN Biuro Nieruchomości

Niniejsza oferta nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego, a dane w niej zawarte mają jedynie charakter informacyjny i mogą ulec zmianie.

Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-44m2-potocka-ID4uW3z
