stop_id,stop_code,stop_name,stop_lat,stop_lon
2304,1,Zbójna Góra,52.1866570000,21.2247620000
2305,1,Cygańska,52.1859090000,21.2203640000
2308,2,Jontka,52.1828120000,21.2070380000
2309,2,Olchy,52.1830060000,21.2017010000
2323,2,Lucerny,52.2147150000,21.1328030000
2324,2,Lebiodowa,52.2067150000,21.1338470000
2328,1,Cylichowska,52.1931690000,21.1384330000
2333,2,Ogórkowa,52.1652760000,21.1603000000
2335,2,Cyklamenów,52.1788880000,21.1396870000
2338,1,Jeziorowa,52.1913810000,21.1232510000
2339,1,Bronowska,52.1985560000,21.1187320000
2340,1,Wodniaków,52.2015160000,21.1287210000
2341,1,Kanał Nowe Ujście,52.2040950000,21.1137270000
2346,2,Arabska,52.2217170000,21.0698010000
2353,2,Wojsławicka,52.2082630000,21.1094660000
2355,2,Kanał Nowe Ujście,52.2052220000,21.1129660000
2356,2,Wodniaków,52.2016760000,21.1296860000
2358,2,Peonii,52.1879410000,21.1277080000
2359,2,Skalnicowa,52.1846800000,21.1318460000
2363,1,Strzygłowska,52.1720310000,21.1546790000
2364,1,Ogórkowa,52.1644680000,21.1602300000
2370,1,Zerzeń,52.1989640000,21.1347660000
2396,1,Jagielska,52.1150800000,21.0181900000
2402,1,Rybna,52.1590360000,20.9416870000
2403,1,Olszowa,52.1605700000,20.9367800000
2412,2,Na Skraju,52.1638990000,20.9304960000
2413,1,Na Skraju,52.1637700000,20.9307400000
2415,3,Sportowa,52.1533050000,20.9207720000
2421,1,Falenty Nowe,52.1333540000,20.9195380000
2425,2,Młyn,52.1588240000,20.9251530000
2426,2,Szkolna,52.1551240000,20.9212700000
2428,2,Kościół,52.1506170000,20.9165890000
2429,2,Puchały,52.1459220000,20.9104140000
2431,1,Starzyńskiego,52.1175360000,20.9792200000
2433,2,Parlamentarna,52.1282140000,20.9798270000
2498,1,Skolimów,52.0773020000,21.1014880000
2501,2,Jasna,52.0778900000,21.0721350000
2502,1,Chylice,52.0784890000,21.0639150000
2505,1,Pl. Sportowy,52.0778690000,21.1100810000
2514,4,Mirkowska,52.1003760000,21.1253800000
2520,1,Areszt Śledczy Służewiec,52.1598300000,20.9923200000
2521,2,Jurajska,52.1635620000,20.9923630000
2524,1,Czarna Struga,52.3608670000,21.1112620000
2525,1,Legionowa,52.3616010000,21.1233680000
2527,2,Graniczna,52.3530410000,21.1300420000
2528,2,Hallera,52.3442530000,21.1226370000
2533,1,Graniczna,52.3518650000,21.1287070000
2544,1,Mera-Pnefal,52.1584390000,21.1973040000
2545,2,Falenica,52.1594390000,21.2034970000
2553,1,Ks. Szulczyka,52.1713240000,21.2324140000
2558,1,Kosodrzewiny,52.1569690000,21.2027130000
2561,1,Michalinki,52.1554690000,21.2161390000
2569,2,Ochocza,52.1573580000,21.2201730000
2570,1,Wasilkowska,52.1606160000,21.2227480000
2573,2,Błota,52.1501460000,21.1886180000
2575,1,Błota,52.1495950000,21.1886870000
2580,2,Polna,52.1282920000,21.1974070000
2581,1,Świdry Małe,52.1231660000,21.2011170000
2584,2,Górki,52.1089160000,21.2208400000
2589,1,Urząd Skarbowy,52.0982770000,21.2662050000
2591,2,Park Miejski,52.0990050000,21.2687470000
2598,1,Polna,52.1276680000,21.1975170000
2599,2,Świdry Małe,52.1236780000,21.2007610000
2603,2,Świdry Wielkie,52.1059240000,21.2349150000
2605,2,Batorego,52.0995740000,21.2494930000
2608,1,Lawinowa,52.1733020000,21.1999950000
2617,2,Grzybowa,52.2477130000,21.1991360000
2622,1,Chodkiewicza,52.2501390000,21.2320620000
2625,1,Orla,52.2490900000,21.2546000000
2632,3,Wola Grzybowska,52.2486470000,21.2438010000
2633,2,Wiosenna,52.2496980000,21.2399300000
2645,2,Trzykrotki,52.2089300000,21.2011500000
2649,1,Terespolska,52.2189720000,21.3010650000
2664,2,Gwarna,52.2216960000,21.2786150000
2665,2,Rataja,52.2220880000,21.2678710000
2670,2,1. Praskiego Pułku,52.2236090000,21.2241650000
2447,2,Rybie,52.1495900000,20.9368800000
2457,1,Parlamentarna,52.1274460000,20.9797430000
2470,1,Władysława Hermana,52.1952400000,20.8631700000
2475,4,Keniga,52.1946250000,20.8691460000
2485,2,Ogińskiego,52.1929340000,20.8289140000
2486,2,Lelewela,52.1912800000,20.8544960000
2488,1,Dąbrowskiego,52.1893950000,20.8403230000
2489,2,Kino Baśń,52.1859980000,20.8430610000
2491,3,Traugutta,52.1838680000,20.8400830000
2495,3,Stocer,52.0806560000,21.1138060000
2499,2,Tabita,52.0780960000,21.0895140000
2508,2,Pańska,52.0779080000,21.0765080000
2511,3,Mirkowska,52.1010670000,21.1254550000
2519,4,Kłobucka,52.1580160000,20.9920730000
2526,1,Struga,52.3584920000,21.1341400000
2529,2,Pustelnik,52.3397690000,21.1190240000
2530,2,Wspólna,52.3349250000,21.1148960000
2543,1,Kosaćcowa,52.1564700000,21.1874050000
2548,3,PKP Falenica,52.1615250000,21.2120460000
2549,4,PKP Falenica,52.1613140000,21.2132860000
2550,5,PKP Falenica,52.1617640000,21.2106510000
2551,1,Aleksandrów,52.1699170000,21.2422130000
2560,1,Olecka,52.1542720000,21.2092150000
2564,1,Ochocza,52.1571710000,21.2195790000
2566,2,Wasilkowska,52.1600330000,21.2234040000
2576,1,Tysiąclecia,52.1061320000,21.2378210000
2590,1,Park Miejski,52.0994290000,21.2696720000
2596,1,Podleśna,52.1364880000,21.1917370000
2604,4,Okrzei,52.1057430000,21.2461990000
2606,2,Olszowa,52.0996500000,21.2584210000
2611,2,Lawinowa,52.1730600000,21.2004100000
2612,1,Gruntowa,52.1656080000,21.2076910000
2619,1,Rejtana,52.2466820000,21.2135560000
2620,3,Wesoła-Ratusz,52.2458100000,21.2230140000
2623,1,Wiosenna,52.2498500000,21.2383400000
2624,1,Wola Grzybowska,52.2496370000,21.2429210000
2626,2,Puszkina,52.2484640000,21.2593480000
2627,1,Al. Piłsudskiego,52.2475610000,21.2652180000
2628,2,Al. Piłsudskiego,52.2475040000,21.2649070000
2630,2,Orla,52.2489950000,21.2547460000
2634,2,Chodkiewicza,52.2499910000,21.2335280000
2434,2,Kwiatów Polnych,52.1304250000,20.9799610000
2438,2,Łady,52.1258670000,20.9567510000
2445,2,Stadion,52.1506910000,20.9284860000
2446,1,Stadion,52.1505310000,20.9292130000
2450,1,Spółdzielnia,52.1369470000,20.9712430000
2451,2,Długa,52.1345320000,20.9753810000
2453,1,Kwiatów Polnych,52.1298680000,20.9798600000
2455,1,Łady,52.1254860000,20.9550750000
2458,2,Miklaszewskiego,52.1209980000,20.9794300000
2462,2,Działkowa,52.1296400000,20.8968000000
2472,1,Ursus-Sanktuarium,52.1916270000,20.8612490000
2474,1,Keniga,52.1947240000,20.8675280000
2476,1,Królowej Bony,52.1988780000,20.8668930000
2478,1,Lelewela,52.1913440000,20.8548770000
2479,1,Kino Baśń,52.1866610000,20.8447270000
2482,2,Dąbrowskiego,52.1881490000,20.8404310000
2487,1,Toruńska,52.1926250000,20.8391750000
2494,2,Chopina,52.0780680000,21.0859730000
2500,1,Pańska,52.0779980000,21.0782790000
2503,1,Stocer,52.0803000000,21.1137500000
2507,1,Tabita,52.0781370000,21.0881570000
2510,2,Chylice,52.0782960000,21.0620560000
2516,2,Osiedle Mirków,52.0966580000,21.1361750000
2517,2,Areszt Śledczy Służewiec,52.1594950000,20.9924100000
2518,1,Jurajska,52.1623900000,20.9922400000
2536,1,Wspólna,52.3333610000,21.1133790000
2540,2,Mera-Pnefal,52.1584720000,21.1977810000
2541,3,Falenica,52.1593640000,21.2046820000
2542,1,PKP Falenica,52.1611930000,21.2111210000
2547,2,PKP Falenica,52.1608410000,21.2107350000
2554,1,Przełęczy,52.1692500000,21.2241190000
2557,1,Napoleona Bonaparte,52.1714970000,21.2266760000
2563,1,Podkowy,52.1597920000,21.2163030000
2567,1,Bartoszycka,52.1622540000,21.2210950000
2571,2,Krokusów,52.1526340000,21.1872060000
2572,1,Krokusów,52.1523430000,21.1873570000
2579,2,Nowa Wieś,52.1320530000,21.1945230000
2585,1,Świdry Wielkie,52.1058520000,21.2332740000
2586,1,Okrzei,52.1065400000,21.2441020000
2587,1,Batorego,52.1014630000,21.2477680000
2601,1,Drogowców,52.1135900000,21.2146300000
2677,2,3 Maja,52.2106070000,20.7901040000
2681,1,Umiastowska,52.2110360000,20.7712540000
2691,2,Zakamarek,52.1305030000,21.1143510000
2696,1,Skibińskiego,52.3078390000,20.7673870000
2698,2,Parkowa,52.3004830000,20.7845560000
2699,1,Langiewicza,52.2954750000,20.8013800000
2703,2,Sienkiewicza,52.2907760000,20.8256860000
2712,2,Urząd Gminy,52.2925360000,20.8155790000
2715,4,Sierakowska,52.2956040000,20.8042090000
2718,2,3 Maja,52.3035050000,20.7769890000
2720,1,Gołków-Letnisko,52.0493250000,20.9897200000
2724,2,Milenium,52.0330520000,20.9510990000
2729,2,POD Kajetany,52.0778600000,20.8372060000
2732,2,Kajetany,52.0921580000,20.8142630000
2735,1,Gołębia,52.0856120000,20.8253220000
2748,2,POD Szczaki,52.0216510000,20.8808070000
2749,2,Graniczna,52.0255200000,20.8769200000
2757,1,Gołaszewska,52.2115400000,20.7500230000
2759,1,Agricoop,52.2144930000,20.7445730000
2766,1,Warszawska,52.2131000000,21.3315090000
2768,1,Rembelszczyzna,52.3772720000,21.0289980000
2780,1,PKP Nieporęt,52.4305070000,21.0304330000
2782,1,Urząd Gminy,52.4217950000,21.0352330000
2786,2,Rembelszczyzna,52.3794690000,21.0292620000
2787,9,Metro Ratusz Arsenał,52.2447080000,21.0026610000
2797,1,Park Moczydło,52.2383890000,20.9499140000
2799,2,Nowodwory,52.3332200000,20.9416820000
2801,4,Nowodwory,52.3322330000,20.9427190000
2802,2,Stefanika,52.3282170000,20.9409610000
2805,1,Koncertowa,52.1635550000,21.0268870000
2808,1,Metro Ratusz Arsenał,52.2455250000,20.9999420000
2810,1,Płocka-Szpital,52.2369810000,20.9663300000
2813,2,Gen. Maczka,52.2629310000,20.9524520000
2816,1,Ogrody Działkowe Bemowo,52.2692760000,20.9331840000
2823,21,Dw. Centralny,52.2294440000,21.0037240000
2848,2,Małe Siekierki,52.2029080000,21.0703320000
2849,3,Al. Witosa,52.1969650000,21.0506170000
2850,2,Beethovena,52.1959530000,21.0508450000
2859,3,Metro Centrum Nauki Kopernik,52.2401650000,21.0310200000
473,1,Pelikanów,52.1225140000,21.0180200000
475,4,Karczunkowska,52.1111820000,21.0174130000
481,1,Spacerowa,52.2057200000,21.0318510000
491,3,Św. Bonifacego,52.1822340000,21.0567750000
496,2,Podbipięty,52.1786800000,21.0266530000
499,1,Dolina Służewiecka,52.1745540000,21.0437690000
503,1,Wilanów,52.1650080000,21.0841240000
508,3,Wilanów,52.1677170000,21.0838980000
510,1,Vogla,52.1587880000,21.0873440000
515,3,Rosochata,52.1280530000,21.1044900000
516,1,Przekorna,52.1248650000,21.1023510000
518,2,Waflowa,52.1190940000,21.1023020000
530,1,Gołkowska,52.1922660000,21.0570830000
534,3,Goraszewska,52.1875670000,21.0632030000
535,1,Sadyba,52.1817620000,21.0689990000
537,5,Sadyba,52.1813700000,21.0689800000
543,1,Łowcza,52.1743640000,21.0783000000
544,2,Kosiarzy,52.1722680000,21.0809550000
548,2,Siekierkowska,52.2088950000,21.0773510000
551,1,Antoniewska,52.2006130000,21.0773610000
553,2,Ogrody Działkowe Budowlani II,52.1974680000,21.0848600000
571,2,Klarysewska,52.1846200000,21.0602770000
577,1,Wróbla,52.1734080000,21.0295800000
579,3,Nowoursynowska,52.1693810000,21.0412170000
583,2,SGGW-Rektorat,52.1637670000,21.0468720000
595,4,Os. Domaniewska,52.1835520000,21.0191840000
600,1,Smoluchowskiego,52.1792740000,21.0139420000
601,1,Metro Wierzbno,52.1885510000,21.0172260000
611,6,Ursynów Płn.,52.1619250000,21.0369760000
613,3,Ursynów Płn.,52.1604790000,21.0364620000
615,8,Ursynów Płn.,52.1621650000,21.0338540000
620,2,Teligi,52.1554190000,21.0490750000
623,2,Tagore'a,52.1953690000,21.0073820000
626,1,Megasam,52.1580810000,21.0212150000
628,2,Dunikowskiego,52.1531350000,21.0297450000
631,3,Metro Stokłosy,52.1557450000,21.0351040000
632,2,Herbsta,52.1513250000,21.0262040000
636,4,Ursynów Płd.,52.1543090000,21.0378530000
638,6,Ursynów Płd.,52.1539080000,21.0375030000
645,2,Braci Wagów,52.1437130000,21.0481700000
646,8,Natolin Płn.,52.1463230000,21.0534550000
659,1,Zawady,52.1594580000,21.1187410000
666,4,Lamina,52.0832850000,21.0224160000
2602,1,Górki,52.1085310000,21.2210470000
2609,2,Tomaszowska,52.1817980000,21.1916950000
2610,1,Tomaszowska,52.1810490000,21.1922680000
2614,2,Słowackiego,52.2417660000,21.2224970000
2615,1,Słowackiego,52.2426230000,21.2226720000
2616,2,Brata Alberta,52.2474530000,21.1906370000
2621,1,Armii Krajowej,52.2504930000,21.2243370000
2631,2,Wola Grzybowska,52.2494780000,21.2447520000
2635,2,Armii Krajowej,52.2504160000,21.2246680000
2640,1,Grzybowa,52.2477130000,21.1998250000
2651,1,Ogrodnicza,52.2216780000,21.2823310000
2654,1,Hotelowa,52.2225340000,21.2589650000
2661,2,Terespolska,52.2184080000,21.3031340000
2675,2,Parkowa,52.2150320000,20.7742360000
2678,2,Sanktuarium,52.2103420000,20.7996920000
2685,4,Bronowska,52.1994460000,21.1189190000
2686,1,Trakt Lubelski-Las,52.2099940000,21.1333610000
2687,2,Trakt Lubelski-Las,52.2110650000,21.1332870000
2688,11,Metro Wilanowska,52.1799520000,21.0237230000
2689,10,Metro Wilanowska,52.1798510000,21.0236720000
2690,9,Metro Wilanowska,52.1797440000,21.0236170000
2708,2,Chodkiewicza,52.3032370000,20.8085800000
2710,1,Sokołowskiego,52.2910570000,20.8387020000
2726,2,Głosków-Letnisko,52.0348470000,20.9638470000
2733,1,POD Kajetany,52.0778040000,20.8373560000
2738,1,Szczaki,52.0113660000,20.8910430000
2740,1,Mroków,52.0394120000,20.8617010000
2744,2,Marysin,52.0660370000,20.8717770000
2746,2,Łazy,52.0809590000,20.8776090000
2752,1,Kolonia Warszawska,52.0527520000,20.8669250000
2753,1,Wygoda,52.0596730000,20.8696200000
2761,2,Hipolitowska,52.2154330000,21.3168990000
2767,2,Wierzbowa,52.2179070000,21.3402370000
2775,2,Port Pilawa,52.4370420000,21.0455150000
2777,1,Białobrzegi,52.4410680000,21.0563530000
2779,2,Port Nieporęt,52.4334970000,21.0409350000
2781,2,Os. Las,52.4252580000,21.0332210000
2788,6,Pl. Wilsona,52.2685530000,20.9847250000
2789,5,Pl. Wilsona,52.2692770000,20.9881590000
2860,2,Most Świętokrzyski,52.2440870000,21.0377210000
2864,2,Tuzinowa,52.1846450000,21.0986800000
2874,1,Kabaty-STP,52.1264750000,21.0657450000
2886,6,Lubelska,52.2479900000,21.0522310000
2889,2,Tarniny,52.1721880000,21.0113800000
2890,3,Bełdan,52.1735520000,21.0119100000
2894,1,Świętojerska,52.2497415400,21.0029717600
2899,1,Warchałowskiego,52.1442230000,21.0437050000
2902,4,Stryjeńskich,52.1420010000,21.0438410000
2912,4,Gen. Maczka,52.2619560000,20.9524370000
2915,1,Skoroszewska,52.1934960000,20.9037790000
2919,2,Kulskiego,52.2022470000,21.0005040000
2920,3,Meissnera,52.2222410000,21.0899730000
2922,1,Os. Jantar,52.2228440000,21.0869220000
2924,2,Narodowa,52.2151640000,21.1012100000
2928,3,Natolin Płn.,52.1449070000,21.0521880000
2931,2,Os. Patio,52.1282560000,21.0973370000
2934,1,Waflowa,52.1182180000,21.1034220000
2938,4,Stara Miłosna (Ułańska),52.2216050000,21.2432780000
2943,2,Niedziałkowskiego,52.2533730000,21.1663120000
2946,2,Milenijna,52.3188560000,20.9661870000
2953,4,Starodęby,52.1845080000,20.8976790000
2964,1,Malborska,52.2963100000,21.0546880000
2965,1,Dostawcza,52.2163160000,20.8918950000
2969,1,UKSW,52.2892430000,20.9504780000
2972,2,Bukowskiego,52.2302040000,21.0953590000
2981,1,Współczesna,52.3078280000,21.0520060000
2987,2,Berensona,52.3233320000,21.0487160000
2995,1,Mańki-Wojdy,52.3395580000,21.0476440000
2996,1,Mochtyńska-Kanał,52.3473570000,21.0430530000
3000,2,Mochtyńska,52.3581390000,21.0367460000
3006,3,Rzeczna,52.2684380000,21.0722780000
3007,2,Kraśnicka,52.2743130000,21.0664390000
3012,2,Kamińskiego,52.3201940000,20.9543510000
3022,4,Balkonowa,52.2855780000,21.0406890000
3028,2,Idzikowskiego,52.2434770000,21.2620290000
3040,2,Żywiecka,52.1856460000,20.9036080000
3044,2,Krynoliny,52.2913290000,21.0791700000
3046,2,Radzymińska,52.3008210000,21.0869550000
3050,2,Brylowska,52.2257800000,20.9691700000
3054,2,Skrzyneckiego,52.2280980000,21.1454310000
3061,2,Obrońców Tobruku,52.2659250000,20.9443750000
2791,1,Gen. Zajączka,52.2623850000,20.9922240000
2792,2,Gen. Zajączka,52.2625550000,20.9921670000
2798,5,Metro Kondratowicza,52.2915700000,21.0511760000
2803,8,Nowodwory,52.3345240000,20.9421090000
2815,1,Obrońców Tobruku,52.2651550000,20.9456400000
2817,2,Ogrody Działkowe Bemowo,52.2679210000,20.9319590000
2821,1,Berestecka,52.2125622300,20.9534802900
2822,2,Berestecka,52.2119030000,20.9518220000
2828,1,Na Bateryjce,52.2131330000,20.9608070000
2829,2,Malinowskiego,52.1501810000,21.0374970000
2830,1,Malinowskiego,52.1498620000,21.0381940000
2832,2,Zabraniecka,52.2605750000,21.0894730000
2834,1,Os. Konstancja,52.1090830000,21.1128670000
2835,1,Wczasowa,52.1057870000,21.1063450000
2836,2,Wczasowa,52.1057710000,21.1055660000
2837,2,Borowa,52.1059160000,21.1136130000
2843,2,Siekierki-Sanktuarium,52.2067180000,21.0835610000
2845,1,Ogrody Działkowe Czerniaków,52.2020040000,21.0601120000
2846,2,Ogrody Działkowe Czerniaków,52.2016650000,21.0609760000
2854,1,SGGW-Klinika,52.1603920000,21.0499240000
2855,2,SGGW-Klinika,52.1615110000,21.0492020000
2862,2,Łucznicza,52.1815540000,21.0889540000
2863,1,Spiralna,52.1858060000,21.0943930000
2872,4,Miklaszewskiego,52.1475500000,21.0416600000
2876,2,Os. Kabaty,52.1288990000,21.0685670000
2877,3,Os. Kabaty,52.1292690000,21.0684000000
2878,1,Os. Kabaty,52.1289460000,21.0686990000
2880,3,Metro Kabaty,52.1311740000,21.0674090000
2881,4,Metro Kabaty,52.1312810000,21.0649100000
2884,4,Most Świętokrzyski,52.2436970000,21.0398750000
2885,2,Metro Stadion Narodowy,52.2460110000,21.0433120000
2887,1,Lubelska,52.2474780000,21.0511670000
2892,3,Raabego,52.1366370000,21.0616030000
2895,4,Muranów,52.2492690000,20.9981060000
2903,1,Stryjeńskich,52.1416200000,21.0454600000
2904,4,Metro Młynów,52.2384870000,20.9565490000
2909,1,Lasek na Kole,52.2516140000,20.9549870000
2910,2,Lasek na Kole,52.2519540000,20.9552080000
2911,3,Gen. Maczka,52.2627340000,20.9545620000
2923,4,Abrahama,52.2252910000,21.0836140000
2636,1,Wesoła-Ratusz,52.2462640000,21.2223990000
2637,2,Wesoła-Ratusz,52.2466760000,21.2233030000
2639,2,Groszówka,52.2472500000,21.2078500000
2643,1,Międzylesie,52.2082980000,21.1966220000
2644,2,Międzylesie,52.2083730000,21.1965280000
2647,1,Szosa Lubelska,52.2229430000,21.2485410000
2652,1,Gwarna,52.2218790000,21.2767770000
2653,1,Rataja,52.2223190000,21.2648190000
2657,3,1. Praskiego Pułku,52.2244420000,21.2231070000
2659,1,Wawerska,52.2244040000,21.2060190000
2662,2,Podgórna,52.2198370000,21.2965710000
2668,1,Nizinna,52.2232500000,21.2383220000
2669,2,Fabryczna,52.2233250000,21.2316840000
2672,2,Objazdowa,52.2240920000,21.2110230000
2676,2,Kierbedzia,52.2110340000,20.7761000000
2684,1,Sanktuarium,52.2101570000,20.8018970000
2692,2,Latoszki,52.1315690000,21.1273730000
2693,2,Rosy,52.1317220000,21.1346470000
2697,1,3 Maja,52.3032210000,20.7774610000
2700,1,Sierakowska,52.2943850000,20.8047170000
2706,1,Hornówek,52.2871020000,20.7983000000
2709,2,Pocztowa,52.2927500000,20.8495980000
2711,1,Sienkiewicza,52.2907760000,20.8287220000
2722,1,Ogrodowa,52.0400750000,20.9544840000
2731,2,Gołębia,52.0849440000,20.8262880000
2734,1,Rolna,52.0816600000,20.8315720000
2736,1,Kajetany,52.0924310000,20.8142490000
2741,2,Leszczynka,52.0461350000,20.8639920000
2743,2,Wygoda,52.0575560000,20.8684290000
2747,2,Szczaki,52.0115230000,20.8908210000
2750,2,Mroków,52.0380520000,20.8626160000
2751,1,Leszczynka,52.0477250000,20.8649590000
2754,1,Marysin,52.0679330000,20.8728530000
2755,1,Radiostacja Łazy,52.0752290000,20.8757160000
2756,1,Łazy,52.0827960000,20.8787080000
2765,1,PKP Halinów,52.2223810000,21.3479180000
2773,2,PKP Nieporęt,52.4297200000,21.0304660000
2774,1,Port Nieporęt,52.4340330000,21.0414690000
2776,1,Al. Wojska Polskiego,52.4404830000,21.0497710000
2783,2,Głogi,52.4032120000,21.0378120000
3062,2,Niedzielskiego,52.2675250000,20.9390120000
3064,3,Ogrody Działkowe Bemowo,52.2682940000,20.9335180000
3065,4,Rzeczna,52.2670800000,21.0735770000
3074,1,Czerwonych Beretów,52.2615670000,21.1783700000
3088,1,Orląt Lwowskich,52.1909440000,20.8655950000
3097,2,Badylarska,52.1779070000,20.9095090000
3100,2,Działkowa,52.1725170000,20.9327130000
3106,1,Pielęgniarek,52.2142040000,21.1424580000
3109,4,Beethovena,52.1954380000,21.0484930000
3110,4,Lucerny,52.2142280000,21.1338600000
3116,12,Rondo Starzyńskiego,52.2640870000,21.0231680000
3117,1,Potulicka,52.2867350000,21.0818650000
3120,2,Rychnowska,52.1748490000,21.1492090000
3124,1,Hubala-Dobrzańskiego,52.2493820000,20.8694790000
3139,2,Moniuszki,52.2511740000,21.2173680000
3143,3,Marcelin,52.3183930000,20.9987100000
3148,1,Wólka Kosowska,52.0573800000,20.8430200000
3150,2,Modra,52.0885690000,20.8205810000
3152,1,Szamoty,52.0676970000,20.8437750000
3154,1,Przyleśna,52.3848640000,21.0297330000
3158,3,Langiewicza,52.2949360000,20.8002120000
3159,2,Poznańska,52.2113150000,20.7636000000
3163,1,Norwida,52.1738290000,20.8529350000
3167,2,Kołobrzeska,52.0847970000,21.0890930000
3170,1,Okrzeszyn,52.1292900000,21.1454160000
3173,2,Kępa Okrzewska,52.1312770000,21.1486690000
3177,2,Lipowa,52.0393980000,20.9456700000
3180,1,Graniczna,52.0997000000,20.8991400000
3188,2,Szkolna,52.0856050000,20.9497650000
3191,2,Kolonia Lesznowola,52.0741160000,20.9663300000
3198,2,Polna,52.0657860000,20.9284920000
3199,1,Władysławów,52.0633240000,20.9207540000
3206,1,Krótka,52.0807700000,20.9755620000
3207,2,Krótka,52.0808780000,20.9773010000
3219,2,Komorowska,52.1068260000,20.8138190000
3221,2,Jodłowa,52.1159110000,20.7987050000
3222,2,Lipowa,52.1062100000,20.8020700000
3225,2,Lipków,52.2737230000,20.8075620000
3228,2,Thomme,52.2610730000,20.8316440000
2784,2,Lipy,52.4079750000,21.0383510000
2795,12,Nowe Bemowo,52.2606470000,20.9249890000
2796,1,Metro Księcia Janusza,52.2389850000,20.9439400000
2806,1,Kulskiego,52.2010880000,21.0002480000
2811,1,Młynarska,52.2371190000,20.9731610000
2824,25,Dw. Centralny,52.2293650000,21.0037780000
2825,29,Dw. Centralny,52.2292860000,21.0037720000
2831,4,Teligi,52.1552800000,21.0506200000
2839,3,Ogród Botaniczny,52.1049790000,21.0927170000
2840,2,Ogród Botaniczny,52.1049480000,21.0979760000
2841,1,Meissnera,52.2215820000,21.0905970000
2851,1,Beethovena,52.1944710000,21.0488760000
2858,1,Wielicka,52.1894560000,21.0193330000
2867,2,Glebowa,52.1794490000,21.1017920000
2870,2,Hospicjum Onkologiczne,52.1445810000,21.0381730000
2873,3,Instytut Fizyki,52.1780740000,21.0078940000
2888,6,Rondo Zesłańców Syberyjskich,52.2171970000,20.9607170000
2898,2,Natolin Płn.,52.1449800000,21.0507500000
2905,2,Czorsztyńska,52.2432430000,20.9582290000
2906,1,Czorsztyńska,52.2430100000,20.9578000000
2907,5,PKP Koło,52.2466150000,20.9574590000
2908,6,PKP Koło,52.2468740000,20.9577710000
2916,1,Sosnkowskiego,52.1900210000,20.8898750000
2917,2,Rakowiecka-Sanktuarium,52.2063810000,20.9992810000
2921,2,Os. Jantar,52.2230030000,21.0853250000
2936,4,Metro Centrum Nauki Kopernik,52.2397950000,21.0292680000
2944,1,Instruktorska,52.2503420000,21.1742920000
2945,2,Instruktorska,52.2501140000,21.1748970000
2947,1,Milenijna,52.3194800000,20.9683750000
2950,2,Wapowskiego,52.1906770000,20.8920050000
2952,3,Spisaka,52.1884410000,20.8841090000
2954,2,Starodęby,52.1839410000,20.8970750000
2963,2,Malborska,52.2973550000,21.0558580000
2975,2,Spisaka,52.1892730000,20.8829490000
2976,2,Kuźnicy Kołłątajowskiej,52.1889740000,20.8763370000
2978,2,Metro Księcia Janusza,52.2394230000,20.9416020000
2983,2,Krzemienna,52.3153930000,21.0507310000
2984,1,Krzemienna,52.3137610000,21.0513510000
2989,2,Małych Dębów,52.3317710000,21.0472190000
2990,1,Małych Dębów,52.3309150000,21.0471510000
2992,2,Małego Rycerza,52.3346630000,21.0473210000
2939,1,Rodła,52.2630040000,20.9190860000
2940,2,Rodła,52.2621980000,20.9180940000
2941,3,Wrocławska,52.2576810000,20.9190500000
2967,3,Karolin,52.2148790000,20.8814820000
2973,2,Głębocka,52.3064810000,21.0607850000
2974,1,Ostródzka,52.3047250000,21.0512250000
2977,1,Piastowska,52.1879280000,20.8735280000
2979,4,Mehoffera,52.3229770000,20.9449000000
2985,2,Juranda ze Spychowa,52.3183720000,21.0503610000
2986,1,Juranda ze Spychowa,52.3172930000,21.0505700000
2988,1,Berensona,52.3220270000,21.0493160000
3002,2,Kobiałka-Szkoła,52.3612220000,21.0459780000
3003,1,Kobiałka-Szkoła,52.3615030000,21.0463250000
3020,2,Gościeradowska,52.2761670000,21.0460880000
3021,1,Gościeradowska,52.2761930000,21.0471640000
3030,1,Drobiarska,52.2322880000,21.2510880000
3031,2,Drobiarska,52.2329020000,21.2516520000
3032,2,Sadkowska,52.3370480000,20.9902380000
3045,1,Krynoliny,52.2903850000,21.0780170000
3049,1,Dw. Zachodni (Tunelowa),52.2213280000,20.9643670000
3055,1,Strusia,52.2271920000,21.1497570000
3058,1,Nieświeska,52.2642070000,21.0770070000
3060,1,Księcia Ziemowita,52.2626320000,21.0600100000
3069,3,Chodecka,52.2875720000,21.0404500000
3075,2,Topograficzna,52.2616870000,21.1719690000
3076,1,Topograficzna,52.2618740000,21.1733290000
3082,1,Karolin,52.2163690000,20.8816960000
3083,2,Karolin,52.2165920000,20.8816550000
3087,3,Legia-Stadion,52.2209210000,21.0452310000
3090,2,Hetmańska,52.2450740000,21.1098940000
3091,1,Hetmańska,52.2449870000,21.1109170000
3096,2,WKD Opacz,52.1810640000,20.9050080000
3112,3,Gilarska,52.2865260000,21.0488940000
3128,1,Hospicjum Onkologiczne,52.1436110000,21.0382370000
3129,2,Kolejowa,52.2229070000,20.9693200000
3134,1,Marmurowa,52.2166290000,21.2293070000
3135,1,Torfowa,52.2182960000,21.2227000000
3136,2,Torfowa,52.2176780000,21.2234670000
3138,1,PKP Wesoła,52.2537860000,21.2236410000
3140,5,Armii Krajowej,52.2505500000,21.2230750000
3155,2,Przyleśna,52.3857520000,21.0302510000
